zone,state,lga,sector,ea,hhid,plotid,s11dq1,s11dq2,s11dq3,s11dq3b,s11dq4,s11dq5,s11dq5b,s11dq6,s11dq7,s11dq7b,s11dq8,s11dq9a,s11dq9b,s11dq10,s11dq11,s11dq11b,s11dq12,s11dq13a,s11dq13b,s11dq14,s11dq15,s11dq15b,s11dq16,s11dq17,s11dq18,s11dq18b,s11dq19,s11dq20,s11dq21,s11dq22,s11dq23,s11dq24,s11dq25a,s11dq25b,s11dq26,s11dq27,s11dq27b,s11dq28,s11dq29,s11dq30,s11dq30b,s11dq31,s11dq32,s11dq33,s11dq34,s11dq35,tracked_obs
3,17,1704,2,1080,170024,1,1,2,NA,,NA,NA,,2,NA,,NA,,,NA,NA,,1,1,NA,,1,,100,80,5,,8000,1,NA,NA,,2,NA,NA,,NA,,NA,NA,NA,,NA,NA,NA,NA,,0
3,17,1704,2,1080,170024,2,1,2,NA,,NA,NA,,2,NA,,NA,,,NA,NA,,1,1,NA,,2,,100,80,5,,9000,1,NA,NA,,2,NA,NA,,NA,,NA,NA,NA,,NA,NA,NA,NA,,0
3,17,1704,2,1080,170026,1,1,2,NA,,NA,NA,,2,NA,,NA,,,NA,NA,,1,1,NA,N2,1,,50,100,6,,2500,1,NA,NA,,2,NA,NA,,NA,,NA,NA,NA,,NA,NA,NA,NA,,0
3,17,1704,2,1080,170027,1,2,NA,NA,,NA,NA,,NA,NA,,NA,,,NA,NA,,NA,NA,NA,,NA,,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,,NA,,NA,NA,NA,,NA,NA,NA,NA,,0
3,17,1704,2,1080,170027,2,2,NA,NA,,NA,NA,,NA,NA,,NA,,,NA,NA,,NA,NA,NA,,NA,,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,,NA,,NA,NA,NA,,NA,NA,NA,NA,,0
3,17,1704,2,1080,170028,1,1,2,NA,,NA,NA,,2,NA,,NA,,,NA,NA,,1,1,NA,,1,,50,50,5,,4000,1,NA,NA,,2,NA,NA,,NA,,NA,NA,NA,,NA,NA,NA,NA,,0
3,17,1704,2,1080,170028,2,1,2,NA,,NA,NA,,2,NA,,NA,,,NA,NA,,1,1,NA,,1,,100,100,5,,8000,1,NA,NA,,2,NA,NA,,NA,,NA,NA,NA,,NA,NA,NA,NA,,0
3,17,1704,2,1080,170029,1,1,2,NA,,NA,NA,,1,1,,2500,N3,,100,6,,2,NA,NA,,NA,,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,,NA,,NA,NA,NA,,NA,NA,NA,NA,,0
3,17,1704,2,1080,170029,2,1,2,NA,,NA,NA,,1,1,,1000,N3,,100,6,,2,NA,NA,,NA,,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,,NA,,NA,NA,NA,,NA,NA,NA,NA,,0
3,17,1704,2,1080,170030,1,1,2,NA,,NA,NA,,1,1,,5000,N2,,100,6,,2,NA,NA,,NA,,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,,NA,,NA,NA,NA,,NA,NA,NA,NA,,0
3,17,1704,2,1080,170030,2,1,2,NA,,NA,NA,,1,1,,5000,N2,,100,6,,2,NA,NA,,NA,,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,,NA,,NA,NA,NA,,NA,NA,NA,NA,,0
3,17,1704,1,2074,170032,1,1,2,NA,,NA,NA,,2,NA,,NA,,,NA,NA,,1,1,NA,,1,,50,100,6,,4000,1,NA,NA,,2,NA,NA,,NA,,NA,NA,NA,,NA,NA,NA,NA,,0
3,17,1704,1,2074,170032,2,1,2,NA,,NA,NA,,2,NA,,NA,,,NA,NA,,1,1,NA,,1,,50,100,6,,4000,1,NA,NA,,2,NA,NA,,NA,,NA,NA,NA,,NA,NA,NA,NA,,0
3,17,1704,1,2074,170032,3,1,2,NA,,NA,NA,,2,NA,,NA,,,NA,NA,,1,1,NA,,1,,50,100,5,,9000,1,NA,NA,,2,NA,NA,,NA,,NA,NA,NA,,NA,NA,NA,NA,,0
3,17,1722,2,96,170041,1,2,NA,NA,,NA,NA,,NA,NA,,NA,,,NA,NA,,NA,NA,NA,,NA,,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,,NA,,NA,NA,NA,,NA,NA,NA,NA,,0
3,17,1722,2,96,170041,2,1,2,NA,,NA,NA,,2,NA,,NA,,,NA,NA,,1,1,NA,N2,1,,6.699999809265137,300,7,,900,1,NA,NA,,2,NA,NA,,NA,,NA,NA,NA,,NA,NA,NA,NA,,0
3,17,1722,2,96,170042,1,1,1,3,,1200,1,,2,NA,,NA,,,NA,NA,,1,1,NA,N1,1,,96,200,7,,9000,1,NA,NA,,2,NA,NA,,NA,,NA,NA,NA,,NA,NA,NA,NA,,0
3,17,1722,2,96,170043,1,1,2,NA,,NA,NA,,2,NA,,NA,,,NA,NA,,1,1,NA,N2,1,,50,150,5,,5000,1,NA,NA,,2,NA,NA,,NA,,NA,NA,NA,,NA,NA,NA,NA,,0
3,17,1722,2,96,170043,2,1,2,NA,,NA,NA,,2,NA,,NA,,,NA,NA,,1,1,NA,N2,1,,50,150,5,,5000,1,NA,NA,,2,NA,NA,,NA,,NA,NA,NA,,NA,NA,NA,NA,,0
3,17,1722,2,96,170044,1,1,2,NA,,NA,NA,,2,NA,,NA,,,NA,NA,,1,1,NA,N2,1,,50,100,8,CANOE,4000,1,NA,NA,,2,NA,NA,,NA,,NA,NA,NA,,NA,NA,NA,NA,,0
3,17,1722,2,96,170045,1,2,NA,NA,,NA,NA,,NA,NA,,NA,,,NA,NA,,NA,NA,NA,,NA,,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,,NA,,NA,NA,NA,,NA,NA,NA,NA,,0
3,17,1722,2,96,170046,1,1,1,3,,1000,1,,2,NA,,NA,,,NA,NA,,2,NA,NA,,NA,,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,,NA,,NA,NA,NA,,NA,NA,NA,NA,,0
3,17,1722,2,96,170047,1,2,NA,NA,,NA,NA,,NA,NA,,NA,,,NA,NA,,NA,NA,NA,,NA,,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,,NA,,NA,NA,NA,,NA,NA,NA,NA,,0
3,17,1722,2,96,170047,2,2,NA,NA,,NA,NA,,NA,NA,,NA,,,NA,NA,,NA,NA,NA,,NA,,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,,NA,,NA,NA,NA,,NA,NA,NA,NA,,0
3,17,1722,2,96,170048,1,1,1,1,,10,1,,2,NA,,NA,,,NA,NA,,1,1,NA,N2,1,,50,200,7,,5000,1,NA,NA,,2,NA,NA,,NA,,NA,NA,NA,,NA,NA,NA,NA,,0
3,17,1722,2,96,170048,2,1,1,1,,10,1,,2,NA,,NA,,,NA,NA,,1,1,NA,N2,1,,50,200,7,,5000,1,NA,NA,,2,NA,NA,,NA,,NA,NA,NA,,NA,NA,NA,NA,,0
3,17,1722,2,96,170049,1,1,1,1,,10,1,,2,NA,,NA,,,NA,NA,,1,1,NA,N2,1,,50,100,5,,5000,1,NA,NA,,2,NA,NA,,NA,,NA,NA,NA,,NA,NA,NA,NA,,0
3,17,1722,2,96,170049,2,1,1,1,,10,1,,2,NA,,NA,,,NA,NA,,1,1,NA,N2,1,,50,100,5,,5000,1,NA,NA,,2,NA,NA,,NA,,NA,NA,NA,,NA,NA,NA,NA,,0
3,17,1722,2,96,170049,3,1,1,1,,10,1,,2,NA,,NA,,,NA,NA,,1,1,NA,N2,1,,50,100,5,,5000,1,NA,NA,,2,NA,NA,,NA,,NA,NA,NA,,NA,NA,NA,NA,,0
3,17,1715,2,2244,170051,1,1,1,3,,800,1,,2,NA,,NA,,,NA,NA,,2,NA,NA,,NA,,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,,NA,,NA,NA,NA,,NA,NA,NA,NA,,0
3,17,1715,2,2244,170052,1,2,NA,NA,,NA,NA,,NA,NA,,NA,,,NA,NA,,NA,NA,NA,,NA,,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,,NA,,NA,NA,NA,,NA,NA,NA,NA,,0
3,17,1715,2,2244,170052,2,2,NA,NA,,NA,NA,,NA,NA,,NA,,,NA,NA,,NA,NA,NA,,NA,,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,,NA,,NA,NA,NA,,NA,NA,NA,NA,,0
3,17,1715,2,2244,170053,1,2,NA,NA,,NA,NA,,NA,NA,,NA,,,NA,NA,,NA,NA,NA,,NA,,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,,NA,,NA,NA,NA,,NA,NA,NA,NA,,0
3,17,1715,2,2244,170054,1,2,NA,NA,,NA,NA,,NA,NA,,NA,,,NA,NA,,NA,NA,NA,,NA,,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,,NA,,NA,NA,NA,,NA,NA,NA,NA,,0
3,17,1715,2,2244,170055,1,2,NA,NA,,NA,NA,,NA,NA,,NA,,,NA,NA,,NA,NA,NA,,NA,,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,,NA,,NA,NA,NA,,NA,NA,NA,NA,,0
3,17,1715,2,2244,170055,2,2,NA,NA,,NA,NA,,NA,NA,,NA,,,NA,NA,,NA,NA,NA,,NA,,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,,NA,,NA,NA,NA,,NA,NA,NA,NA,,0
3,17,1715,2,2244,170055,3,2,NA,NA,,NA,NA,,NA,NA,,NA,,,NA,NA,,NA,NA,NA,,NA,,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,,NA,,NA,NA,NA,,NA,NA,NA,NA,,0
3,17,1715,2,2244,170056,1,2,NA,NA,,NA,NA,,NA,NA,,NA,,,NA,NA,,NA,NA,NA,,NA,,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,,NA,,NA,NA,NA,,NA,NA,NA,NA,,0
3,17,1715,2,2244,170056,2,2,NA,NA,,NA,NA,,NA,NA,,NA,,,NA,NA,,NA,NA,NA,,NA,,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,,NA,,NA,NA,NA,,NA,NA,NA,NA,,0
3,17,1715,2,2244,170057,1,2,NA,NA,,NA,NA,,NA,NA,,NA,,,NA,NA,,NA,NA,NA,,NA,,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,,NA,,NA,NA,NA,,NA,NA,NA,NA,,0
3,17,1715,2,2244,170057,2,2,NA,NA,,NA,NA,,NA,NA,,NA,,,NA,NA,,NA,NA,NA,,NA,,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,,NA,,NA,NA,NA,,NA,NA,NA,NA,,0
3,17,1715,2,2244,170057,3,2,NA,NA,,NA,NA,,NA,NA,,NA,,,NA,NA,,NA,NA,NA,,NA,,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,,NA,,NA,NA,NA,,NA,NA,NA,NA,,0
3,17,1715,2,2244,170058,1,1,1,3,,1000,1,,2,NA,,NA,,,NA,NA,,2,NA,NA,,NA,,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,,NA,,NA,NA,NA,,NA,NA,NA,NA,,0
3,17,1715,2,2244,170059,1,1,2,NA,,NA,NA,,2,NA,,NA,,,NA,NA,,1,1,NA,N1,2,,10,100,6,,2000,1,NA,NA,,2,NA,NA,,NA,,NA,NA,NA,,NA,NA,NA,NA,,0
3,17,1715,2,2244,170059,2,1,2,NA,,NA,NA,,2,NA,,NA,,,NA,NA,,1,1,NA,N1,1,,10,100,6,,2000,1,NA,NA,,2,NA,NA,,NA,,NA,NA,NA,,NA,NA,NA,NA,,0
3,17,1715,2,2244,170060,1,1,2,NA,,NA,NA,,2,NA,,NA,,,NA,NA,,1,1,NA,N2,1,,50,4000,6,,25000,1,NA,NA,,2,NA,NA,,NA,,NA,NA,NA,,NA,NA,NA,NA,,0
3,17,1715,2,2244,170060,2,1,2,NA,,NA,NA,,2,NA,,NA,,,NA,NA,,1,1,NA,N2,1,,50,6000,6,,32500,1,NA,NA,,2,NA,NA,,NA,,NA,NA,NA,,NA,NA,NA,NA,,0
3,17,1710,2,546,170061,1,1,1,1,,400,1,,2,NA,,NA,,,NA,NA,,1,1,9,N2,1,,50,100,6,,3200,1,NA,NA,,2,NA,NA,,NA,,NA,NA,NA,,NA,NA,NA,NA,,0
3,17,1710,2,546,170061,2,1,1,1,,400,1,,2,NA,,NA,,,NA,NA,,1,1,9,N2,1,,50,100,6,,3200,1,NA,NA,,2,NA,NA,,NA,,NA,NA,NA,,NA,NA,NA,NA,,0
3,17,1710,2,546,170061,3,1,1,1,,350,1,,2,NA,,NA,,,NA,NA,,1,1,9,N2,1,,50,100,6,,28000,1,NA,NA,,2,NA,NA,,NA,,NA,NA,NA,,NA,NA,NA,NA,,0
3,17,1710,2,546,170062,1,1,1,2,,25,2,,2,NA,,NA,,,NA,NA,,1,1,NA,N3,1,,50,100,5,,1900,1,NA,NA,,2,NA,NA,,NA,,NA,NA,NA,,NA,NA,NA,NA,,0
3,17,1710,2,546,170062,2,1,2,NA,,NA,NA,,2,NA,,NA,,,NA,NA,,1,1,NA,N3,3,,50,100,5,,2500,1,NA,NA,,2,NA,NA,,NA,,NA,NA,NA,,NA,NA,NA,NA,,0
3,17,1710,2,546,170063,1,1,2,NA,,NA,NA,,2,NA,,NA,,,NA,NA,,1,1,NA,N2,2,,150,200,5,,1500,1,NA,NA,,2,NA,NA,,NA,,NA,NA,NA,,NA,NA,NA,NA,,0
3,17,1710,2,546,170064,1,1,2,NA,,NA,NA,,2,NA,,NA,,,NA,NA,,1,1,NA,N3,1,,50,200,6,,5000,1,NA,NA,,2,NA,NA,,NA,,NA,NA,NA,,NA,NA,NA,NA,,0
3,17,1710,2,546,170066,1,1,2,NA,,NA,NA,,2,NA,,NA,,,NA,NA,,1,1,NA,N1,2,,200,400,6,,22000,1,NA,NA,,2,NA,NA,,NA,,NA,NA,NA,,NA,NA,NA,NA,,0
3,17,1710,2,546,170067,1,1,2,NA,,NA,NA,,2,NA,,NA,,,NA,NA,,1,1,NA,N4,1,,50,100,5,,5000,1,NA,NA,,2,NA,NA,,NA,,NA,NA,NA,,NA,NA,NA,NA,,0
3,17,1710,2,546,170067,2,1,2,NA,,NA,NA,,2,NA,,NA,,,NA,NA,,1,1,NA,N4,1,,50,100,5,,5000,1,NA,NA,,2,NA,NA,,NA,,NA,NA,NA,,NA,NA,NA,NA,,0
3,17,1710,2,546,170068,1,1,2,NA,,NA,NA,,2,NA,,NA,,,NA,NA,,1,1,NA,N1,2,,250,500,3,,31000,1,NA,NA,,2,NA,NA,,NA,,NA,NA,NA,,NA,NA,NA,NA,,0
3,17,1710,2,546,170069,1,1,2,NA,,NA,NA,,2,NA,,NA,,,NA,NA,,1,1,NA,N1,1,,100,300,6,,12000,1,NA,NA,,2,NA,NA,,NA,,NA,NA,NA,,NA,NA,NA,NA,,0
3,17,1710,2,546,170070,1,1,2,NA,,NA,NA,,2,NA,,NA,,,NA,NA,,1,1,NA,N2,2,,250,500,5,,27500,1,NA,NA,,2,NA,NA,,NA,,NA,NA,NA,,NA,NA,NA,NA,,0
3,17,1713,1,226,170074,1,1,2,NA,,NA,NA,,2,NA,,NA,,,NA,NA,,1,1,NA,N3,2,,100,100,5,,5500,1,NA,NA,,2,NA,NA,,NA,,NA,NA,NA,,NA,NA,NA,NA,,0
3,17,1713,1,226,170076,1,1,2,NA,,NA,NA,,2,NA,,NA,,,NA,NA,,1,1,NA,N3,2,,350,400,6,,42700,1,NA,NA,,2,NA,NA,,NA,,NA,NA,NA,,NA,NA,NA,NA,,0
3,17,1713,1,226,170077,1,1,2,NA,,NA,NA,,1,1,,5000,N4,,200,6,,2,NA,NA,,NA,,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,,NA,,NA,NA,NA,,NA,NA,NA,NA,,0
3,17,1713,1,226,170079,1,1,2,NA,,NA,NA,,2,NA,,NA,,,NA,NA,,1,1,NA,N3,1,,300,600,6,,3000,1,NA,NA,,2,NA,NA,,NA,,NA,NA,NA,,NA,NA,NA,NA,,0
3,17,1716,2,1452,170081,1,1,1,3,,600,1,,2,NA,,NA,,,NA,NA,,2,NA,NA,,NA,,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,,NA,,NA,NA,NA,,NA,NA,NA,NA,,0
3,17,1716,2,1452,170082,1,2,NA,NA,,NA,NA,,NA,NA,,NA,,,NA,NA,,NA,NA,NA,,NA,,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,,NA,,NA,NA,NA,,NA,NA,NA,NA,,0
3,17,1716,2,1452,170082,2,2,NA,NA,,NA,NA,,NA,NA,,NA,,,NA,NA,,NA,NA,NA,,NA,,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,,NA,,NA,NA,NA,,NA,NA,NA,NA,,0
3,17,1716,2,1452,170083,1,2,NA,NA,,NA,NA,,NA,NA,,NA,,,NA,NA,,NA,NA,NA,,NA,,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,,NA,,NA,NA,NA,,NA,NA,NA,NA,,0
3,17,1716,2,1452,170084,1,2,NA,NA,,NA,NA,,NA,NA,,NA,,,NA,NA,,NA,NA,NA,,NA,,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,,NA,,NA,NA,NA,,NA,NA,NA,NA,,0
3,17,1716,2,1452,170084,2,2,NA,NA,,NA,NA,,NA,NA,,NA,,,NA,NA,,NA,NA,NA,,NA,,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,,NA,,NA,NA,NA,,NA,NA,NA,NA,,0
3,17,1716,2,1452,170084,3,2,NA,NA,,NA,NA,,NA,NA,,NA,,,NA,NA,,NA,NA,NA,,NA,,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,,NA,,NA,NA,NA,,NA,NA,NA,NA,,0
3,17,1716,2,1452,170085,1,2,NA,NA,,NA,NA,,NA,NA,,NA,,,NA,NA,,NA,NA,NA,,NA,,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,,NA,,NA,NA,NA,,NA,NA,NA,NA,,0
3,17,1716,2,1452,170085,2,2,NA,NA,,NA,NA,,NA,NA,,NA,,,NA,NA,,NA,NA,NA,,NA,,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,,NA,,NA,NA,NA,,NA,NA,NA,NA,,0
3,17,1716,2,1452,170086,1,1,1,3,,600,1,,2,NA,,NA,,,NA,NA,,2,NA,NA,,NA,,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,,NA,,NA,NA,NA,,NA,NA,NA,NA,,0
3,17,1716,2,1452,170087,1,1,2,NA,,NA,NA,,2,NA,,NA,,,NA,NA,,1,1,NA,N3,1,,100,200,6,,8000,1,NA,NA,,2,NA,NA,,NA,,NA,NA,NA,,NA,NA,NA,NA,,0
3,17,1716,2,1452,170087,2,1,2,NA,,NA,NA,,2,NA,,NA,,,NA,NA,,1,1,NA,N3,1,,100,200,6,,8000,1,NA,NA,,2,NA,NA,,NA,,NA,NA,NA,,NA,NA,NA,NA,,0
3,17,1716,2,1452,170088,1,2,NA,NA,,NA,NA,,NA,NA,,NA,,,NA,NA,,NA,NA,NA,,NA,,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,,NA,,NA,NA,NA,,NA,NA,NA,NA,,0
3,17,1716,2,1452,170088,2,2,NA,NA,,NA,NA,,NA,NA,,NA,,,NA,NA,,NA,NA,NA,,NA,,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,,NA,,NA,NA,NA,,NA,NA,NA,NA,,0
3,17,1716,2,1452,170088,3,2,NA,NA,,NA,NA,,NA,NA,,NA,,,NA,NA,,NA,NA,NA,,NA,,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,,NA,,NA,NA,NA,,NA,NA,NA,NA,,0
3,17,1716,2,1452,170089,1,1,2,NA,,NA,NA,,2,NA,,NA,,,NA,NA,,1,1,NA,N1,1,,3.9000000953674316,150,6,,550,1,NA,NA,,2,NA,NA,,NA,,NA,NA,NA,,NA,NA,NA,NA,,0
3,17,1716,2,1452,170089,2,1,2,NA,,NA,NA,,2,NA,,NA,,,NA,NA,,1,1,NA,N1,1,,3.9000000953674316,150,6,,350,1,NA,NA,,2,NA,NA,,NA,,NA,NA,NA,,NA,NA,NA,NA,,0
3,17,1716,2,1452,170090,1,2,NA,NA,,NA,NA,,NA,NA,,NA,,,NA,NA,,NA,NA,NA,,NA,,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,,NA,,NA,NA,NA,,NA,NA,NA,NA,,0
3,17,1716,2,1452,170090,2,2,NA,NA,,NA,NA,,NA,NA,,NA,,,NA,NA,,NA,NA,NA,,NA,,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,,NA,,NA,NA,NA,,NA,NA,NA,NA,,0
3,17,1716,2,1452,170090,3,2,NA,NA,,NA,NA,,NA,NA,,NA,,,NA,NA,,NA,NA,NA,,NA,,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,,NA,,NA,NA,NA,,NA,NA,NA,NA,,0
3,17,1716,2,1452,170090,4,2,NA,NA,,NA,NA,,NA,NA,,NA,,,NA,NA,,NA,NA,NA,,NA,,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,,NA,,NA,NA,NA,,NA,NA,NA,NA,,0
3,17,1716,2,1452,170090,5,2,NA,NA,,NA,NA,,NA,NA,,NA,,,NA,NA,,NA,NA,NA,,NA,,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,,NA,,NA,NA,NA,,NA,NA,NA,NA,,0
3,17,1702,2,510,170091,1,2,NA,NA,,NA,NA,,NA,NA,,NA,,,NA,NA,,NA,NA,NA,,NA,,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,,NA,,NA,NA,NA,,NA,NA,NA,NA,,0
3,17,1702,2,510,170091,2,2,NA,NA,,NA,NA,,NA,NA,,NA,,,NA,NA,,NA,NA,NA,,NA,,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,,NA,,NA,NA,NA,,NA,NA,NA,NA,,0
3,17,1702,2,510,170092,1,1,1,3,,600,1,,2,NA,,NA,,,NA,NA,,1,1,NA,N1,2,,50,100,3,,4000,1,NA,NA,,2,NA,NA,,NA,,NA,NA,NA,,NA,NA,NA,NA,,0
3,17,1702,2,510,170093,1,2,NA,NA,,NA,NA,,NA,NA,,NA,,,NA,NA,,NA,NA,NA,,NA,,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,,NA,,NA,NA,NA,,NA,NA,NA,NA,,0
3,17,1702,2,510,170094,1,2,NA,NA,,NA,NA,,NA,NA,,NA,,,NA,NA,,NA,NA,NA,,NA,,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,,NA,,NA,NA,NA,,NA,NA,NA,NA,,0
3,17,1702,2,510,170094,2,2,NA,NA,,NA,NA,,NA,NA,,NA,,,NA,NA,,NA,NA,NA,,NA,,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,,NA,,NA,NA,NA,,NA,NA,NA,NA,,0
3,17,1702,2,510,170095,1,1,1,3,,700,1,,2,NA,,NA,,,NA,NA,,2,NA,NA,,NA,,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,,NA,,NA,NA,NA,,NA,NA,NA,NA,,0
3,17,1702,2,510,170096,1,1,1,3,,25,1,,2,NA,,NA,,,NA,NA,,2,NA,NA,,NA,,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,,NA,,NA,NA,NA,,NA,NA,NA,NA,,0
3,17,1702,2,510,170096,2,1,1,3,,25,1,,2,NA,,NA,,,NA,NA,,2,NA,NA,,NA,,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,,NA,,NA,NA,NA,,NA,NA,NA,NA,,0
3,17,1702,2,510,170097,1,2,NA,NA,,NA,NA,,NA,NA,,NA,,,NA,NA,,NA,NA,NA,,NA,,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,,NA,,NA,NA,NA,,NA,NA,NA,NA,,0
3,17,1702,2,510,170097,2,2,NA,NA,,NA,NA,,NA,NA,,NA,,,NA,NA,,NA,NA,NA,,NA,,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,,NA,,NA,NA,NA,,NA,NA,NA,NA,,0
3,17,1702,2,510,170097,3,2,NA,NA,,NA,NA,,NA,NA,,NA,,,NA,NA,,NA,NA,NA,,NA,,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,,NA,,NA,NA,NA,,NA,NA,NA,NA,,0
3,17,1702,2,510,170098,1,2,NA,NA,,NA,NA,,NA,NA,,NA,,,NA,NA,,NA,NA,NA,,NA,,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,,NA,,NA,NA,NA,,NA,NA,NA,NA,,0
3,17,1702,2,510,170098,2,2,NA,NA,,NA,NA,,NA,NA,,NA,,,NA,NA,,NA,NA,NA,,NA,,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,,NA,,NA,NA,NA,,NA,NA,NA,NA,,0
3,17,1702,2,510,170099,1,1,1,3,,25,1,,2,NA,,NA,,,NA,NA,,2,NA,NA,,NA,,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,,NA,,NA,NA,NA,,NA,NA,NA,NA,,0
3,17,1702,2,510,170100,1,2,NA,NA,,NA,NA,,NA,NA,,NA,,,NA,NA,,NA,NA,NA,,NA,,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,,NA,,NA,NA,NA,,NA,NA,NA,NA,,0
3,17,1702,2,510,170100,2,2,NA,NA,,NA,NA,,NA,NA,,NA,,,NA,NA,,NA,NA,NA,,NA,,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,,NA,,NA,NA,NA,,NA,NA,NA,NA,,0
3,17,1727,2,634,170101,1,2,NA,NA,,NA,NA,,NA,NA,,NA,,,NA,NA,,NA,NA,NA,,NA,,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,,NA,,NA,NA,NA,,NA,NA,NA,NA,,0
3,17,1727,2,634,170101,2,2,NA,NA,,NA,NA,,NA,NA,,NA,,,NA,NA,,NA,NA,NA,,NA,,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,,NA,,NA,NA,NA,,NA,NA,NA,NA,,0
3,17,1727,2,634,170103,1,2,NA,NA,,NA,NA,,NA,NA,,NA,,,NA,NA,,NA,NA,NA,,NA,,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,,NA,,NA,NA,NA,,NA,NA,NA,NA,,0
3,17,1727,2,634,170104,1,2,NA,NA,,NA,NA,,NA,NA,,NA,,,NA,NA,,NA,NA,NA,,NA,,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,,NA,,NA,NA,NA,,NA,NA,NA,NA,,0
3,17,1727,2,634,170105,1,2,NA,NA,,NA,NA,,NA,NA,,NA,,,NA,NA,,NA,NA,NA,,NA,,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,,NA,,NA,NA,NA,,NA,NA,NA,NA,,0
3,17,1727,2,634,170105,2,2,NA,NA,,NA,NA,,NA,NA,,NA,,,NA,NA,,NA,NA,NA,,NA,,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,,NA,,NA,NA,NA,,NA,NA,NA,NA,,0
3,17,1727,2,634,170107,1,2,NA,NA,,NA,NA,,NA,NA,,NA,,,NA,NA,,NA,NA,NA,,NA,,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,,NA,,NA,NA,NA,,NA,NA,NA,NA,,0
