zone,state,lga,sector,ea,hhid,plotid,s11c1q1a1,s11c1q1a2,s11c1q1a3,s11c1q1a4,s11c1q1b1,s11c1q1b2,s11c1q1b3,s11c1q1b4,s11c1q1c1,s11c1q1c2,s11c1q1c3,s11c1q1c4,s11c1q1d1,s11c1q1d2,s11c1q1d3,s11c1q1d4,s11c1q2,s11c1q3,s11c1q4,s11c1q5,s11c1q6,s11c1q7,s11c1q8,s11c1q9,s11c1q10,tracked_obs
4,4,419,2,296,40085,1,1,8,1,7,2,6,1,4,5,8,1,4,NA,NA,NA,NA,4,1,12000,2,2,4000,0,NA,NA,0
4,4,419,2,296,40085,2,1,8,1,7,2,6,1,4,5,8,1,4,NA,NA,NA,NA,4,2,24000,2,1,4000,0,NA,NA,0
4,4,419,2,296,40086,1,1,6,1,6,2,4,1,4,9,8,3,3,NA,NA,NA,NA,2,2,8000,0,NA,NA,0,NA,NA,0
4,4,419,2,296,40087,1,1,40,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1000,0,NA,NA,0,NA,NA,0
4,4,419,2,296,40088,1,1,20,3,3,2,20,3,3,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0
4,4,419,2,296,40089,1,1,32,6,8,2,32,6,8,3,8,3,3,NA,NA,NA,NA,3,2,2000,3,3,3000,0,NA,NA,0
4,4,419,2,296,40089,2,1,32,6,8,2,32,6,8,3,8,3,3,NA,NA,NA,NA,3,2,2000,2,2,2000,0,NA,NA,0
4,4,419,2,296,40090,1,1,52,5,7,2,52,5,7,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0
4,4,401,1,1460,40093,1,1,28,5,8,2,26,5,8,3,14,3,4,4,24,5,6,1,1,2000,0,NA,NA,0,NA,NA,0
4,4,401,1,1460,40094,1,1,28,4,8,2,12,2,3,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2000,1,2,1000,0,NA,NA,0
4,4,401,1,1460,40095,1,1,20,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2000,0,NA,NA,0,NA,NA,0
4,4,401,1,1460,40097,1,1,20,3,4,2,20,3,4,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0
4,4,401,1,1460,40097,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0
4,4,412,2,2592,40101,1,1,10,5,6,2,12,6,6,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1200,0,NA,NA,0,NA,NA,0
4,4,412,2,2592,40101,2,1,10,5,6,2,12,6,6,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1200,0,NA,NA,0,NA,NA,0
4,4,412,2,2592,40101,3,1,10,5,6,2,12,6,6,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1,1,NA,0,NA,NA,0
4,4,412,2,2592,40103,1,1,1,2,4,2,1,2,4,8,1,2,4,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0
4,4,412,2,2592,40103,2,1,1,2,3,2,1,1,3,8,1,2,4,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0
4,4,412,2,2592,40104,1,1,16,5,5,2,12,6,6,8,15,6,7,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0
4,4,412,2,2592,40105,1,1,17,4,4,2,18,5,5,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0
4,4,412,2,2592,40105,2,1,13,4,3,2,14,4,4,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0
4,4,412,2,2592,40106,1,1,19,6,6,2,20,5,5,NA,NA,NA,NA,NA,NA,NA,NA,2,3,1500,0,NA,NA,0,NA,NA,0
4,4,412,2,2592,40106,2,1,18,5,5,2,19,6,5,NA,NA,NA,NA,NA,NA,NA,NA,3,2,1500,0,NA,NA,0,NA,NA,0
4,4,412,2,2592,40107,1,1,6,5,7,2,6,4,6,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0
4,4,412,2,2592,40107,2,1,6,4,7,2,6,5,6,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0
4,4,412,2,2592,40108,1,1,4,7,5,2,8,4,7,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0
4,4,412,2,2592,40109,1,1,24,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0
4,4,412,2,2592,40109,2,1,18,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0
4,4,412,2,2592,40110,1,1,35,3,5,2,35,3,2,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0
4,4,412,2,2592,40110,2,1,4,2,3,2,35,5,2,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0
4,4,412,2,2592,40110,3,1,5,2,2,2,5,4,1,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0
4,4,412,2,1606,40111,1,1,4,2,4,2,6,4,6,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1200,0,NA,NA,0,NA,NA,0
4,4,412,2,1606,40111,2,1,4,2,4,2,6,4,6,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1200,0,NA,NA,0,NA,NA,0
4,4,412,2,1606,40112,1,2,24,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0
4,4,412,2,1606,40112,2,2,4,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0
4,4,412,2,1606,40113,1,1,4,3,4,2,8,2,3,6,42,4,4,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0
4,4,412,2,1606,40114,1,1,20,5,5,2,30,6,6,NA,NA,NA,NA,NA,NA,NA,NA,2,4,1200,4,4,1000,0,NA,NA,0
4,4,412,2,1606,40114,2,1,35,3,5,2,24,4,6,NA,NA,NA,NA,NA,NA,NA,NA,3,3,1200,5,5,1000,0,NA,NA,0
4,4,412,2,1606,40114,3,1,20,4,5,2,25,4,6,NA,NA,NA,NA,NA,NA,NA,NA,4,4,1200,4,4,1000,0,NA,NA,0
4,4,412,2,1606,40115,1,1,2,2,6,2,4,2,5,3,1,1,6,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0
4,4,412,2,1606,40115,2,1,5,1,4,2,2,5,4,3,1,3,4,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0
4,4,412,2,1606,40116,1,1,8,6,7,2,8,5,6,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0
4,4,412,2,1606,40117,1,1,8,5,7,2,7,5,6,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0
4,4,412,2,1606,40118,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1200,0,NA,NA,0,NA,NA,0
4,4,412,2,1606,40118,2,2,1,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,900,0,NA,NA,0,NA,NA,0
4,4,412,2,1606,40120,1,1,12,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2000,1,1,700,0,NA,NA,0
4,4,410,2,4036,40123,1,5,8,3,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,3000,0,NA,NA,0,NA,NA,0
4,4,410,2,4036,40123,2,5,10,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,3500,0,NA,NA,0,NA,NA,0
4,4,410,2,4036,40124,1,1,7,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,15000,0,NA,NA,0,NA,NA,0
4,4,410,2,4036,40125,1,1,8,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1200,0,NA,NA,0,NA,NA,0
4,4,410,2,4036,40125,2,1,6,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1200,0,NA,NA,0,NA,NA,0
4,4,410,2,4036,40126,1,1,3,4,4,2,3,4,4,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1500,0,NA,NA,0,NA,NA,0
4,4,410,2,4036,40126,2,1,4,3,4,2,3,4,4,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1500,0,NA,NA,0,NA,NA,0
4,4,410,2,4036,40126,3,1,6,4,4,2,5,4,4,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1500,0,NA,NA,0,NA,NA,0
4,4,410,2,4036,40128,1,1,47,5,6,2,41,4,5,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0
4,4,410,2,4036,40128,2,1,50,5,6,2,43,4,5,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0
4,4,410,2,4036,40129,1,1,35,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0
4,4,410,2,4036,40129,2,1,8,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0
4,4,410,2,4036,40130,1,1,15,2,3,2,41,3,5,4,49,4,6,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0
4,4,410,2,4036,40130,2,1,15,2,3,2,41,3,5,4,49,4,6,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0
4,4,407,2,796,40131,1,5,15,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2000,0,NA,NA,0,NA,NA,0
4,4,407,2,796,40131,2,5,15,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2000,0,NA,NA,0,NA,NA,0
4,4,407,2,796,40131,3,5,20,4,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,5,2000,3,5,2000,0,NA,NA,0
4,4,407,2,796,40132,1,1,20,4,6,2,12,4,5,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,2
4,4,407,2,796,40132,2,1,25,3,5,2,12,4,6,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,2
4,4,407,2,796,40132,3,1,30,3,4,2,12,3,7,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,2
4,4,407,2,796,40133,1,1,52,6,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,1200,0,NA,NA,0,NA,NA,0
4,4,407,2,796,40133,2,1,52,6,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,15,1200,0,NA,NA,0,NA,NA,0
4,4,407,2,796,40134,1,1,12,5,6,2,12,6,4,5,12,6,6,4,10,3,6,7,1,14000,3,2,2000,0,NA,NA,0
4,4,407,2,796,40134,2,1,8,3,4,2,4,4,4,5,8,5,5,4,8,4,6,4,1,8000,2,2,2000,0,NA,NA,0
4,4,407,2,796,40134,3,1,6,2,4,2,4,3,6,5,5,4,5,4,6,3,6,2,1,4000,2,2,2000,0,NA,NA,0
4,4,407,2,796,40135,1,2,8,6,6,3,3,2,4,4,3,2,4,5,1,2,2,4,3,24000,0,NA,NA,0,NA,NA,0
4,4,407,2,796,40135,2,2,5,4,6,3,3,2,4,4,3,2,4,5,1,2,2,2,2,4000,0,NA,NA,0,NA,NA,0
4,4,407,2,796,40135,3,2,2,3,6,3,2,2,4,4,2,2,4,5,1,2,2,20,2,4000,0,NA,NA,0,NA,NA,0
4,4,407,2,796,40136,1,1,8,6,5,2,8,6,5,NA,NA,NA,NA,NA,NA,NA,NA,6,2,24000,4,2,8000,0,NA,NA,0
4,4,407,2,796,40136,2,1,6,5,3,2,5,4,2,NA,NA,NA,NA,NA,NA,NA,NA,4,1,8000,3,1,3000,0,NA,NA,0
4,4,407,2,796,40136,3,1,1,2,3,2,2,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0
4,4,407,2,796,40137,1,1,32,5,9,2,32,6,9,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1200,2,2,1000,0,NA,NA,0
4,4,407,2,796,40137,2,1,33,6,8,2,32,5,8,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1200,2,2,1000,0,NA,NA,0
4,4,407,2,796,40138,1,1,30,3,8,2,30,3,8,6,15,3,4,NA,NA,NA,NA,2,3,2000,3,2,1500,0,NA,NA,0
4,4,407,2,796,40138,2,1,25,3,8,2,20,3,8,6,10,2,5,NA,NA,NA,NA,2,2,2000,3,3,1500,0,NA,NA,0
4,4,407,2,796,40139,1,1,16,3,5,2,32,5,8,NA,NA,NA,NA,NA,NA,NA,NA,2,3,1500,2,2,1000,0,NA,NA,0
4,4,407,2,796,40139,2,1,16,3,5,2,32,5,8,NA,NA,NA,NA,NA,NA,NA,NA,2,3,1500,2,2,1000,0,NA,NA,0
4,4,407,2,796,40140,1,1,30,3,8,2,20,2,7,NA,NA,NA,NA,NA,NA,NA,NA,3,4,26900,0,NA,NA,0,NA,NA,0
4,4,407,2,796,40140,2,1,20,2,8,2,10,2,8,NA,NA,NA,NA,NA,NA,NA,NA,3,4,13450,0,NA,NA,0,NA,NA,0
4,4,407,2,796,40140,3,1,6,1,8,2,2,1,3,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0
4,4,410,1,3192,40141,1,1,16,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0
4,4,410,1,3192,40141,2,1,16,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0
4,4,410,1,3192,40141,3,1,16,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0
4,4,410,1,3192,40142,1,6,20,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1500,0,NA,NA,0,NA,NA,0
4,4,410,1,3192,40144,1,2,8,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,2000,2,2,1000,0,NA,NA,0
4,4,410,1,3192,40144,2,2,8,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2000,1,1,1000,0,NA,NA,0
4,4,410,1,3192,40144,3,2,8,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2000,1,1,1000,0,NA,NA,0
4,4,410,1,3192,40144,4,2,8,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2000,1,1,1000,0,NA,NA,0
4,4,410,1,3192,40146,1,2,4,1,4,4,2,1,4,5,2,1,4,NA,NA,NA,NA,4,2,2000,3,2,1000,0,NA,NA,0
4,4,410,1,3192,40146,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2000,2,1,1000,0,NA,NA,0
4,4,410,1,3192,40147,1,1,32,5,8,2,32,6,8,3,8,2,4,4,8,2,4,3,2,2000,2,3,1500,0,NA,NA,0
4,4,410,1,3192,40148,1,1,32,5,8,2,16,3,3,NA,NA,NA,NA,NA,NA,NA,NA,2,3,2000,2,2,1500,0,NA,NA,0
4,4,410,1,3192,40149,1,1,25,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0
4,4,410,1,3192,40149,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0
4,4,410,1,3414,40151,1,1,12,3,6,2,16,5,6,NA,NA,NA,NA,NA,NA,NA,NA,1,2,3000,0,NA,NA,0,NA,NA,0
4,4,410,1,3414,40152,1,1,28,5,8,2,28,6,8,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1500,2,2,1000,0,NA,NA,0
4,4,410,1,3414,40154,1,1,16,4,4,2,20,5,8,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1500,2,2,1000,0,NA,NA,0
4,4,410,1,3414,40155,1,1,8,4,4,2,8,1,6,4,2,1,3,NA,NA,NA,NA,2,1,4000,0,NA,NA,0,NA,NA,0
4,4,410,1,3414,40155,2,1,2,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0
4,4,410,1,3414,40158,1,1,28,4,9,2,28,5,8,NA,NA,NA,NA,NA,NA,NA,NA,2,3,1500,3,3,1000,0,NA,NA,0
4,4,410,1,3414,40159,1,1,16,4,4,2,18,5,6,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0
4,4,401,1,738,40161,1,2,20,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2000,0,NA,NA,0,NA,NA,0
4,4,401,1,738,40163,1,1,20,3,5,2,22,4,4,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2000,0,NA,NA,0,NA,NA,0
4,4,401,1,738,40164,1,1,28,5,8,2,32,5,8,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1500,1,1,1000,0,NA,NA,0
4,4,401,1,738,40165,1,1,32,5,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1500,1,1,1000,0,NA,NA,0
4,4,401,1,738,40166,1,2,4,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,8000,3,2,6000,0,NA,NA,0
4,4,401,1,738,40168,1,2,18,4,4,3,18,4,4,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0
4,4,401,1,738,40169,1,1,18,3,4,3,18,3,4,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1800,0,NA,NA,0,NA,NA,0
4,4,401,1,738,40170,1,1,32,6,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1500,1,1,1000,0,NA,NA,0
4,4,421,1,800,40172,1,1,8,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,3000,1,1,1000,0,NA,NA,0
4,4,421,1,800,40173,1,1,15,6,6,5,10,3,4,NA,NA,NA,NA,NA,NA,NA,NA,4,4,1500,2,2,1000,0,NA,NA,2
4,4,421,1,800,40173,2,1,9,4,4,5,5,4,4,NA,NA,NA,NA,NA,NA,NA,NA,3,4,1500,1,1,1000,0,NA,NA,2
4,4,421,1,800,40174,1,1,3,2,2,2,1,3,3,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0
4,4,421,1,800,40174,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0
4,4,421,1,800,40176,1,2,18,3,6,4,20,5,6,NA,NA,NA,NA,NA,NA,NA,NA,2,2,3000,0,NA,NA,0,NA,NA,0
4,4,421,1,800,40177,1,1,3,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0
4,4,421,1,800,40178,1,1,16,3,4,2,28,6,8,3,16,3,4,NA,NA,NA,NA,2,2,1500,2,2,1000,0,NA,NA,0
4,4,421,1,800,40178,2,1,16,3,4,2,28,6,8,3,16,3,4,NA,NA,NA,NA,2,2,1500,2,2,1000,0,NA,NA,0
4,4,411,1,1486,40181,1,2,30,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0
4,4,411,1,1486,40182,1,1,25,5,5,2,25,4,4,6,25,5,3,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0
4,4,411,1,1486,40182,2,1,25,5,5,2,25,4,4,6,25,5,3,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0
4,4,411,1,1486,40182,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
4,4,411,1,1486,40184,1,2,3,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0
4,4,411,1,1486,40186,1,1,5,4,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0
4,4,411,1,1486,40187,1,1,1,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0
4,4,411,1,1486,40188,1,1,6,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1500,0,NA,NA,0,NA,NA,0
4,4,411,1,1486,40189,1,1,18,2,6,2,15,1,4,NA,NA,NA,NA,NA,NA,NA,NA,4,4,1500,0,NA,NA,0,NA,NA,0
4,4,411,1,1486,40189,2,1,15,1,4,2,16,2,5,NA,NA,NA,NA,NA,NA,NA,NA,3,3,1500,0,NA,NA,0,NA,NA,0
4,4,411,1,1486,40190,1,1,4,2,4,2,4,1,4,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0
4,4,401,2,2106,40191,1,1,4,4,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,6000,0,NA,NA,0,NA,NA,0
4,4,401,2,2106,40193,1,1,20,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0
4,4,401,2,2106,40193,2,1,20,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0
4,4,401,2,2106,40194,1,1,28,5,8,2,20,4,4,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2000,1,1,1000,0,NA,NA,0
4,4,401,2,2106,40194,2,1,28,5,8,2,20,4,4,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2000,1,1,1000,0,NA,NA,0
4,4,401,2,2106,40195,1,1,32,6,8,2,24,4,8,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2000,0,NA,NA,0,NA,NA,0
4,4,401,2,2106,40197,1,1,8,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,2,3000,7,2,1400,0,NA,NA,0
4,4,401,2,2106,40198,1,1,32,5,8,2,32,6,8,5,32,6,8,NA,NA,NA,NA,3,2,1500,2,2,1000,0,NA,NA,0
4,4,401,2,2106,40198,2,1,32,5,8,2,32,6,8,5,32,6,8,NA,NA,NA,NA,3,2,1500,2,2,1000,0,NA,NA,0
4,4,401,2,2106,40199,1,1,30,5,4,2,30,2,2,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2000,0,NA,NA,0,NA,NA,0
4,4,401,2,2106,40199,2,1,20,2,2,2,10,5,3,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2000,0,NA,NA,0,NA,NA,0
4,4,401,2,2106,40200,1,1,8,3,4,2,17,3,5,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1600,0,NA,NA,0,NA,NA,0
4,4,401,2,2106,40200,2,1,8,2,4,2,17,2,4,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1600,0,NA,NA,0,NA,NA,0
4,4,401,2,2106,40200,3,1,8,1,4,2,17,1,4,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1600,0,NA,NA,0,NA,NA,0
4,4,402,2,1080,40201,1,1,4,5,6,2,4,5,5,NA,NA,NA,NA,NA,NA,NA,NA,7,6,1500,2,1,1000,0,NA,NA,0
4,4,402,2,1080,40201,2,1,4,5,6,2,4,5,5,NA,NA,NA,NA,NA,NA,NA,NA,7,6,1200,2,1,800,0,NA,NA,0
4,4,402,2,1080,40201,3,5,4,5,6,2,4,5,6,NA,NA,NA,NA,NA,NA,NA,NA,5,5,1000,0,1,NA,0,NA,NA,0
4,4,402,2,1080,40202,1,1,48,5,6,2,45,6,5,NA,NA,NA,NA,NA,NA,NA,NA,4,5,1500,3,3,1000,0,NA,NA,0
4,4,402,2,1080,40202,2,1,48,5,6,0,45,6,5,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1500,1,2,1000,0,NA,NA,0
4,4,402,2,1080,40204,1,1,50,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,1500,3,4,1000,0,NA,NA,0
4,4,402,2,1080,40206,1,1,15,5,6,2,8,4,5,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0
4,4,402,2,1080,40206,2,1,15,5,6,2,8,4,5,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0
4,4,402,2,1080,40207,1,1,28,5,3,2,28,5,3,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3000,0,NA,NA,0,NA,NA,0
4,4,402,2,1080,40208,1,1,24,3,6,2,24,3,5,NA,NA,NA,NA,NA,NA,NA,NA,3,5,1000,1,5,500,0,NA,NA,0
4,4,402,2,1080,40209,1,2,4,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1200,1,1,800,0,NA,NA,0
4,4,402,2,1080,40209,2,2,5,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1200,2,1,800,0,NA,NA,0
4,4,402,2,1080,40210,1,1,8,4,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,3,1200,2,2,800,0,NA,NA,0
4,4,403,2,836,40211,1,1,8,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1000,1,1,800,0,NA,NA,0
4,4,403,2,836,40211,2,1,8,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,1000,1,1,800,0,NA,NA,0
4,4,403,2,836,40212,1,1,10,3,4,4,6,2,2,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1000,0,NA,NA,0,NA,NA,0
4,4,403,2,836,40213,1,1,16,6,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,2000,2,2,1000,0,NA,NA,0
2,5,506,2,830,50001,1,1,12,6,6,2,12,6,6,3,12,6,5,4,12,6,5,3,2,500,0,NA,NA,0,NA,NA,0
2,5,506,2,830,50001,2,1,12,6,6,2,12,6,6,3,12,6,5,4,12,6,5,3,2,500,0,NA,NA,0,NA,NA,0
2,5,506,2,830,50002,1,1,28,6,6,2,1,5,6,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,2,1000,0,NA,NA,1
