zone,state,lga,sector,ea,hhid,plotid,s11c1q1a1,s11c1q1a2,s11c1q1a3,s11c1q1a4,s11c1q1b1,s11c1q1b2,s11c1q1b3,s11c1q1b4,s11c1q1c1,s11c1q1c2,s11c1q1c3,s11c1q1c4,s11c1q1d1,s11c1q1d2,s11c1q1d3,s11c1q1d4,s11c1q2,s11c1q3,s11c1q4,s11c1q5,s11c1q6,s11c1q7,s11c1q8,s11c1q9,s11c1q10,tracked_obs
3,17,1719,2,1354,170016,1,1,21,7,7,9,20,7,7,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0
3,17,1719,2,1354,170016,2,1,21,7,7,9,20,7,7,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0
3,17,1719,2,1354,170017,1,1,10,5,6,3,10,5,6,NA,NA,NA,NA,NA,NA,NA,NA,10,5,300,0,NA,NA,0,NA,NA,0
3,17,1719,2,1354,170018,1,1,35,7,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0
3,17,1719,2,1354,170020,1,1,16,7,6,3,16,7,6,8,16,7,6,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0
3,17,1704,2,1080,170023,1,1,23,6,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,30,400,10,5,300,0,NA,NA,0
3,17,1704,2,1080,170024,1,6,11,4,6,7,11,4,6,9,11,4,6,3,11,4,6,0,NA,NA,0,NA,NA,0,NA,NA,0
3,17,1704,2,1080,170024,2,6,11,3,6,7,11,3,6,9,11,3,6,3,11,3,6,0,NA,NA,0,NA,NA,0,NA,NA,0
3,17,1704,2,1080,170026,1,1,30,7,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,900,0,NA,NA,0,NA,NA,0
3,17,1704,2,1080,170027,1,1,17,7,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0
3,17,1704,2,1080,170027,2,1,17,7,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0
3,17,1704,2,1080,170028,1,10,12,2,5,1,12,2,5,3,12,2,5,7,12,2,5,0,NA,NA,0,NA,NA,0,NA,NA,0
3,17,1704,2,1080,170028,2,10,12,4,5,1,12,4,5,3,12,4,5,7,12,4,5,0,NA,NA,0,NA,NA,0,NA,NA,0
3,17,1704,2,1080,170029,1,1,10,4,6,3,10,4,6,4,10,4,6,8,10,4,6,0,NA,NA,6,NA,NA,0,NA,NA,0
3,17,1704,2,1080,170029,2,5,10,4,6,6,10,4,6,7,10,4,6,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0
3,17,1704,2,1080,170030,1,1,10,5,5,3,6,4,3,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0
3,17,1704,2,1080,170030,2,1,8,4,5,3,6,4,3,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0
3,17,1704,1,2074,170032,1,10,12,2,4,9,12,2,4,8,12,2,4,7,12,2,4,5,2,1600,0,NA,NA,0,NA,NA,0
3,17,1704,1,2074,170032,2,10,12,2,4,9,12,2,4,8,12,2,4,7,12,2,4,5,2,1600,0,NA,NA,0,NA,NA,0
3,17,1704,1,2074,170032,3,10,12,2,4,9,12,2,4,8,12,2,4,7,12,2,4,0,NA,NA,0,NA,NA,0,NA,NA,0
3,17,1722,2,96,170041,1,1,20,7,8,3,20,7,8,4,20,7,8,NA,NA,NA,NA,4,3,300,0,NA,NA,0,NA,NA,0
3,17,1722,2,96,170041,2,1,20,7,8,3,20,7,8,4,20,7,8,NA,NA,NA,NA,4,3,300,0,NA,NA,0,NA,NA,0
3,17,1722,2,96,170042,1,2,2,7,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,5,500,0,NA,NA,0,NA,NA,0
3,17,1722,2,96,170043,1,1,20,4,7,3,20,4,5,4,20,4,5,5,20,4,4,0,NA,NA,0,NA,NA,0,NA,NA,0
3,17,1722,2,96,170043,2,1,20,3,5,3,20,3,5,4,20,3,5,5,20,3,4,0,NA,NA,0,NA,NA,0,NA,NA,0
3,17,1722,2,96,170044,1,1,21,7,7,2,21,7,7,3,21,7,7,4,21,7,7,0,NA,NA,0,NA,NA,0,NA,NA,0
3,17,1722,2,96,170045,1,1,10,6,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0
3,17,1722,2,96,170046,1,1,1,6,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,5,1,250,0
3,17,1722,2,96,170047,1,1,20,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0
3,17,1722,2,96,170047,2,1,20,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0
3,17,1722,2,96,170048,1,1,10,5,7,3,10,5,6,4,10,5,6,NA,NA,NA,NA,10,4,400,0,NA,NA,0,NA,NA,0
3,17,1722,2,96,170048,2,1,10,5,7,3,10,5,6,4,10,5,6,NA,NA,NA,NA,10,4,400,0,NA,NA,0,NA,NA,0
3,17,1722,2,96,170049,1,1,10,4,6,3,10,4,3,NA,NA,NA,NA,NA,NA,NA,NA,10,3,300,0,NA,NA,0,NA,NA,0
3,17,1722,2,96,170049,2,1,10,4,6,3,10,4,3,NA,NA,NA,NA,NA,NA,NA,NA,10,3,300,0,NA,NA,0,NA,NA,0
3,17,1722,2,96,170049,3,1,10,4,6,3,10,4,3,NA,NA,NA,NA,NA,NA,NA,NA,10,3,300,0,NA,NA,0,NA,NA,0
3,17,1715,2,2244,170051,1,1,1,4,7,3,1,4,7,NA,NA,NA,NA,NA,NA,NA,NA,3,4,1500,0,NA,NA,5,4,250,0
3,17,1715,2,2244,170052,1,3,4,7,7,4,4,7,7,5,4,7,7,8,4,7,7,0,NA,NA,0,NA,NA,0,NA,NA,0
3,17,1715,2,2244,170052,2,3,4,7,7,9,4,7,7,12,4,7,7,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0
3,17,1715,2,2244,170053,1,1,12,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0
3,17,1715,2,2244,170054,1,1,20,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,150,0,NA,NA,0,NA,NA,0
3,17,1715,2,2244,170055,1,1,20,4,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0
3,17,1715,2,2244,170055,2,1,20,3,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0
3,17,1715,2,2244,170055,3,1,20,5,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0
3,17,1715,2,2244,170056,1,1,10,5,5,4,10,5,5,5,10,5,5,NA,NA,NA,NA,5,5,300,0,NA,NA,0,NA,NA,0
3,17,1715,2,2244,170056,2,1,10,5,5,4,10,5,5,5,10,5,5,NA,NA,NA,NA,5,5,300,0,NA,NA,0,NA,NA,0
3,17,1715,2,2244,170057,1,1,16,7,8,4,16,7,8,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0
3,17,1715,2,2244,170057,2,1,16,7,8,4,16,7,8,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0
3,17,1715,2,2244,170057,3,1,16,7,8,4,16,7,8,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0
3,17,1715,2,2244,170058,1,1,1,1,6,3,1,1,6,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0
3,17,1715,2,2244,170059,1,1,20,7,7,2,20,7,7,3,20,7,7,NA,NA,NA,NA,3,4,200,0,NA,NA,0,NA,NA,0
3,17,1715,2,2244,170059,2,1,20,7,7,2,20,7,7,3,20,7,7,NA,NA,NA,NA,14,5,500,0,NA,NA,0,NA,NA,0
3,17,1715,2,2244,170060,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,2,300,0,NA,NA,0,NA,NA,0
3,17,1715,2,2244,170060,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,3,300,0,NA,NA,4,3,150,0
3,17,1710,2,546,170061,1,1,30,7,7,2,30,7,7,NA,NA,NA,NA,NA,NA,NA,NA,7,2,300,0,NA,NA,0,NA,NA,0
3,17,1710,2,546,170061,2,1,30,7,7,2,30,7,7,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0
3,17,1710,2,546,170061,3,1,30,7,7,2,30,7,7,NA,NA,NA,NA,NA,NA,NA,NA,7,2,300,0,NA,NA,0,NA,NA,0
3,17,1710,2,546,170062,1,1,1,3,4,7,1,3,3,10,1,7,3,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0
3,17,1710,2,546,170062,2,1,1,3,4,7,1,3,3,10,1,7,3,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0
3,17,1710,2,546,170063,1,1,16,7,6,3,16,7,6,4,16,7,6,5,16,7,6,0,NA,NA,0,NA,NA,0,NA,NA,0
3,17,1710,2,546,170064,1,1,10,4,5,3,10,4,5,NA,NA,NA,NA,NA,NA,NA,NA,10,5,200,0,NA,NA,0,NA,NA,0
3,17,1710,2,546,170066,1,1,5,7,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0
3,17,1710,2,546,170067,1,1,1,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,200,0,NA,NA,0,NA,NA,0
3,17,1710,2,546,170067,2,1,1,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,200,0,NA,NA,0,NA,NA,0
3,17,1710,2,546,170068,1,1,1,7,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,1,200,0,NA,NA,0,NA,NA,0
3,17,1710,2,546,170069,1,1,30,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0
3,17,1710,2,546,170070,1,1,2,6,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,400,0,NA,NA,0,NA,NA,0
3,17,1713,1,226,170074,1,1,16,2,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,400,0,NA,NA,0,NA,NA,0
3,17,1713,1,226,170076,1,1,8,7,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0
3,17,1713,1,226,170077,1,1,10,4,7,3,10,4,7,NA,NA,NA,NA,NA,NA,NA,NA,10,5,300,0,NA,NA,0,NA,NA,0
3,17,1713,1,226,170079,1,1,3,6,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,500,0,NA,NA,0,NA,NA,0
3,17,1716,2,1452,170081,1,1,12,2,4,6,10,2,4,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0
3,17,1716,2,1452,170082,1,1,16,7,6,3,16,7,6,4,16,7,4,5,16,7,4,0,NA,NA,0,NA,NA,0,NA,NA,0
3,17,1716,2,1452,170082,2,1,16,7,6,3,16,7,6,4,16,7,4,5,16,7,4,0,NA,NA,0,NA,NA,0,NA,NA,0
3,17,1716,2,1452,170083,1,1,20,7,5,3,20,7,5,4,20,7,5,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0
3,17,1716,2,1452,170084,1,1,16,6,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,3,300,0,NA,NA,0,NA,NA,0
3,17,1716,2,1452,170084,2,1,16,6,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,3,300,0,NA,NA,0,NA,NA,0
3,17,1716,2,1452,170084,3,1,16,6,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,3,300,0,NA,NA,0,NA,NA,0
3,17,1716,2,1452,170085,1,1,20,7,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,7,200,0,NA,NA,4,2,150,0
3,17,1716,2,1452,170085,2,1,20,7,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,7,200,0,NA,NA,4,2,150,0
3,17,1716,2,1452,170086,1,1,10,2,4,3,10,2,4,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0
3,17,1716,2,1452,170087,1,1,10,5,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,300,0,NA,NA,0,NA,NA,0
3,17,1716,2,1452,170087,2,1,10,5,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,300,0,NA,NA,0,NA,NA,0
3,17,1716,2,1452,170088,1,1,20,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0
3,17,1716,2,1452,170088,2,1,20,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0
3,17,1716,2,1452,170088,3,1,20,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0
3,17,1716,2,1452,170089,1,1,20,7,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0
3,17,1716,2,1452,170089,2,1,20,7,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0
3,17,1716,2,1452,170090,1,1,3,5,4,6,3,5,4,3,3,5,4,4,3,5,4,0,NA,NA,0,NA,NA,0,NA,NA,0
3,17,1716,2,1452,170090,2,3,3,5,4,1,3,5,4,2,3,5,4,4,3,5,4,0,NA,NA,0,NA,NA,0,NA,NA,0
3,17,1716,2,1452,170090,3,1,3,5,4,3,3,5,4,4,3,5,4,5,3,5,4,0,NA,NA,0,NA,NA,0,NA,NA,0
3,17,1716,2,1452,170090,4,1,3,5,4,6,3,5,4,3,3,5,4,4,3,5,4,0,NA,NA,0,NA,NA,0,NA,NA,0
3,17,1716,2,1452,170090,5,5,3,5,4,1,3,5,4,3,3,5,4,4,3,5,4,0,NA,NA,0,NA,NA,0,NA,NA,0
3,17,1702,2,510,170091,1,1,20,7,7,2,20,7,7,3,20,7,7,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0
3,17,1702,2,510,170091,2,1,20,7,7,2,20,7,7,3,20,7,7,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0
3,17,1702,2,510,170092,1,1,1,1,2,5,1,1,2,7,1,1,2,NA,NA,NA,NA,3,1,600,0,NA,NA,0,NA,NA,0
3,17,1702,2,510,170093,1,1,10,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0
3,17,1702,2,510,170094,1,1,10,7,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0
3,17,1702,2,510,170094,2,1,12,6,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0
3,17,1702,2,510,170095,1,1,1,1,2,3,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0
3,17,1702,2,510,170096,1,1,10,4,5,4,10,4,4,NA,NA,NA,NA,NA,NA,NA,NA,4,3,300,0,NA,NA,0,NA,NA,0
3,17,1702,2,510,170096,2,1,10,5,7,4,4,5,4,NA,NA,NA,NA,NA,NA,NA,NA,7,3,300,0,NA,NA,0,NA,NA,0
3,17,1702,2,510,170097,1,1,16,7,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,300,0,NA,NA,0,NA,NA,0
3,17,1702,2,510,170097,2,1,16,7,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,300,0,NA,NA,0,NA,NA,0
3,17,1702,2,510,170097,3,1,16,7,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,300,0,NA,NA,0,NA,NA,0
3,17,1702,2,510,170098,1,1,12,7,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,2,200,0,NA,NA,0,NA,NA,0
3,17,1702,2,510,170098,2,1,12,7,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,2,200,0,NA,NA,0,NA,NA,0
3,17,1702,2,510,170099,1,1,10,5,7,4,10,5,5,NA,NA,NA,NA,NA,NA,NA,NA,10,5,400,0,NA,NA,0,NA,NA,0
3,17,1702,2,510,170100,1,1,20,7,7,2,20,7,7,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0
3,17,1702,2,510,170100,2,1,20,7,7,2,20,7,7,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0
3,17,1727,2,634,170101,1,1,20,7,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0
3,17,1727,2,634,170101,2,1,20,3,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0
3,17,1727,2,634,170103,1,1,13,5,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,500,0,NA,NA,0,NA,NA,0
3,17,1727,2,634,170104,1,1,16,7,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,2,500,0,NA,NA,0,NA,NA,0
3,17,1727,2,634,170105,1,1,20,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0
3,17,1727,2,634,170105,2,1,20,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0
3,17,1727,2,634,170107,1,1,10,5,7,2,10,5,5,NA,NA,NA,NA,NA,NA,NA,NA,10,3,500,0,NA,NA,0,NA,NA,0
3,17,1727,2,634,170108,1,3,18,7,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0
3,17,1727,2,634,170109,1,1,20,7,7,2,20,7,7,NA,NA,NA,NA,NA,NA,NA,NA,4,3,500,0,NA,NA,0,NA,NA,0
3,17,1727,2,634,170109,2,1,20,7,7,2,20,7,7,NA,NA,NA,NA,NA,NA,NA,NA,4,3,500,0,NA,NA,0,NA,NA,0
3,17,1727,2,634,170110,1,1,1,3,9,10,1,3,9,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0
3,17,1712,2,794,170111,1,1,1,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2200,0,NA,NA,0,NA,NA,0
3,17,1712,2,794,170112,1,1,16,7,8,3,16,7,8,4,16,7,8,NA,NA,NA,NA,2,1,350,0,NA,NA,0,NA,NA,0
3,17,1712,2,794,170112,2,1,16,7,8,3,16,7,8,4,16,7,8,NA,NA,NA,NA,2,1,350,0,NA,NA,0,NA,NA,0
3,17,1712,2,794,170115,1,1,20,7,7,2,20,7,7,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0
3,17,1712,2,794,170115,2,1,20,7,7,2,20,7,7,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0
3,17,1712,2,794,170115,3,1,20,7,7,2,20,7,7,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0
3,17,1712,2,794,170116,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1000,0,NA,NA,0,NA,NA,0
3,17,1712,2,794,170117,1,1,4,7,8,3,4,7,8,4,4,7,8,NA,NA,NA,NA,4,1,500,0,NA,NA,0,NA,NA,0
3,17,1712,2,794,170117,2,1,4,7,8,3,4,7,8,4,4,7,8,NA,NA,NA,NA,4,2,500,0,NA,NA,0,NA,NA,0
3,17,1712,2,794,170118,1,1,10,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,30,500,0,NA,NA,0,NA,NA,0
3,17,1712,2,794,170119,1,1,10,5,6,3,10,5,5,NA,NA,NA,NA,NA,NA,NA,NA,10,3,400,0,NA,NA,0,NA,NA,0
3,17,1712,2,794,170119,2,1,10,5,6,3,10,5,5,NA,NA,NA,NA,NA,NA,NA,NA,10,3,400,0,NA,NA,0,NA,NA,0
3,17,1712,2,794,170120,1,1,10,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,4,500,0,NA,NA,0,NA,NA,0
3,17,1712,2,794,170120,2,1,10,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,4,500,0,NA,NA,0,NA,NA,0
3,17,1724,2,786,170121,1,1,10,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0
3,17,1724,2,786,170122,1,1,10,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0
3,17,1724,2,786,170123,1,1,20,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,300,0,NA,NA,0,NA,NA,0
3,17,1724,2,786,170123,2,1,20,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,2,300,0,NA,NA,0,NA,NA,0
3,17,1724,2,786,170123,3,1,20,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,9,300,0,NA,NA,0,NA,NA,0
3,17,1724,2,786,170124,1,1,21,7,7,2,20,7,7,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0
3,17,1724,2,786,170125,1,1,16,7,8,3,16,7,8,NA,NA,NA,NA,NA,NA,NA,NA,6,1,300,0,NA,NA,0,NA,NA,0
3,17,1724,2,786,170125,2,1,16,7,8,3,16,7,8,NA,NA,NA,NA,NA,NA,NA,NA,6,1,300,0,NA,NA,0,NA,NA,0
3,17,1724,2,786,170126,1,2,1,4,5,3,1,4,5,4,1,4,5,NA,NA,NA,NA,5,9,700,0,NA,NA,0,NA,NA,0
3,17,1724,2,786,170127,1,1,16,7,8,3,16,3,8,4,16,3,8,5,16,3,8,6,1,450,0,NA,NA,0,NA,NA,0
3,17,1724,2,786,170127,2,1,16,7,8,3,16,3,8,4,16,3,8,5,16,3,8,3,1,450,0,NA,NA,0,NA,NA,0
3,17,1724,2,786,170127,3,1,16,7,8,3,16,3,8,4,16,3,8,5,16,3,8,8,1,450,0,NA,NA,0,NA,NA,0
3,17,1724,2,786,170127,4,1,16,7,8,3,16,3,8,4,16,3,8,5,16,3,8,8,1,450,0,NA,NA,0,NA,NA,0
3,17,1724,2,786,170127,5,1,16,7,8,3,16,3,8,4,16,3,8,5,16,3,8,8,1,450,0,NA,NA,0,NA,NA,0
3,17,1724,2,786,170128,1,1,10,5,7,3,10,4,5,NA,NA,NA,NA,NA,NA,NA,NA,10,3,300,0,NA,NA,0,NA,NA,0
3,17,1724,2,786,170128,2,1,10,5,7,3,10,4,5,NA,NA,NA,NA,NA,NA,NA,NA,10,3,300,0,NA,NA,0,NA,NA,0
3,17,1724,2,786,170128,3,1,10,5,7,3,10,4,5,NA,NA,NA,NA,NA,NA,NA,NA,10,3,300,0,NA,NA,0,NA,NA,0
3,17,1724,2,786,170129,1,1,1,2,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,300,0,NA,NA,4,2,400,0
3,18,1803,2,840,180031,1,1,36,6,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
3,18,1803,2,840,180031,2,1,36,6,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
3,18,1803,2,840,180031,3,1,36,6,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
3,18,1803,2,840,180032,1,1,1,4,8,3,1,2,6,4,2,2,6,5,1,2,6,4,2,1000,NA,NA,NA,NA,NA,NA,0
3,18,1803,2,840,180032,2,1,1,2,6,3,2,2,6,NA,NA,NA,NA,NA,NA,NA,NA,4,2,1500,NA,NA,NA,NA,NA,NA,0
3,18,1803,2,840,180033,1,1,22,3,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
3,18,1803,2,840,180034,1,1,20,2,4,3,20,2,4,7,20,2,4,8,20,2,4,NA,NA,NA,NA,NA,NA,0,NA,NA,0
3,18,1803,2,840,180034,2,1,20,3,4,3,20,1,2,7,20,1,2,8,20,1,2,NA,NA,NA,NA,NA,NA,0,NA,NA,0
3,18,1803,2,840,180036,1,1,1,4,7,3,1,4,4,NA,NA,NA,NA,NA,NA,NA,NA,4,4,800,0,NA,NA,0,NA,NA,0
3,18,1803,2,840,180037,1,1,1,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,7,500,1,1,200,1,2,500,0
3,18,1803,2,840,180037,2,1,1,1,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1000,2,1,1000,2,2,1500,0
3,18,1803,2,840,180038,1,1,10,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,6,3000,0,NA,NA,12,2,4000,0
3,18,1803,2,840,180038,2,1,10,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,6,3000,0,NA,NA,12,2,4000,0
3,18,1803,2,840,180038,3,1,10,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,10,5000,0,NA,NA,16,4,6000,0
3,18,1803,2,840,180039,1,1,24,3,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,1200,0,NA,NA,3,2,900,0
3,18,1803,2,840,180039,2,1,24,2,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,1200,0,NA,NA,3,2,900,0
3,18,1803,2,840,180040,1,1,2,4,8,3,2,4,4,4,2,4,4,NA,NA,NA,NA,3,NA,NA,0,NA,NA,3,NA,NA,0
