"zone","state","lga","sector","ea","hhid","plotid","s11c1q1a1","s11c1q1a2","s11c1q1a3","s11c1q1a4","s11c1q1b1","s11c1q1b2","s11c1q1b3","s11c1q1b4","s11c1q1c1","s11c1q1c2","s11c1q1c3","s11c1q1c4","s11c1q1d1","s11c1q1d2","s11c1q1d3","s11c1q1d4","s11c1q2","s11c1q3","s11c1q4","s11c1q5","s11c1q6","s11c1q7","s11c1q8","s11c1q9","s11c1q10","s11c1q11","s11c1q12","s11c1q12_os"
3,17,1719,2,1354,170017,1,1,20,6,8,3,14,6,8,7,14,6,8,,,,,0,,,0,,,0,,,2,3,
3,17,1719,2,1354,170017,2,1,10,6,8,3,18,6,8,7,18,6,8,,,,,0,,,0,,,0,,,2,3,
3,17,1719,2,1354,170017,3,1,7,6,8,3,16,6,8,7,16,6,8,,,,,0,,,0,,,0,,,2,3,
3,17,1719,2,1354,170018,1,1,20,6,9,6,20,6,6,,,,,,,,,0,,,0,,,0,,,2,1,
3,17,1719,2,1354,170018,2,1,23,3,6,6,10,6,5,,,,,,,,,0,,,0,,,0,,,2,1,
3,17,1719,2,1354,170019,1,3,12,3,8,5,12,3,7,,,,,,,,,0,,,0,,,0,,,2,1,
3,17,1719,2,1354,170019,2,3,12,4,7,5,12,4,4,,,,,,,,,0,,,0,,,0,,,2,1,
3,17,1719,2,1354,170020,1,1,12,7,10,3,10,7,9,5,10,7,10,8,7,7,9,0,,,0,,,0,,,2,1,
3,17,1719,2,1354,170020,2,1,8,5,7,3,6,4,6,5,6,3,5,8,5,3,4,0,,,0,,,0,,,2,1,
3,17,1704,2,1080,170023,1,1,20,6,8,4,20,6,8,5,20,6,8,6,20,6,8,0,,,0,,,0,,,2,3,
3,17,1704,2,1080,170024,1,1,5,7,12,3,4,6,8,5,5,6,10,4,3,6,7,0,,,0,,,0,,,2,3,
3,17,1704,2,0,170025,1,5,26,7,16,,,,,,,,,,,,,0,,,0,,,0,,,2,3,
3,17,1704,2,1080,170026,1,1,5,4,10,,,,,,,,,,,,,4,1,1500,0,,,0,,,2,1,
3,17,1704,2,1080,170026,2,1,3,4,7,,,,,,,,,,,,,10,1,5000,0,,,0,,,2,1,
3,17,1704,2,1080,170027,1,1,20,6,8,,,,,,,,,,,,,0,,,0,,,0,,,2,3,
3,17,1704,2,1080,170028,1,1,6,7,12,3,4,5,7,4,4,3,6,,,,,0,,,0,,,0,,,2,3,
3,17,1704,2,1080,170029,1,1,6,5,12,3,5,6,10,4,4,5,10,5,4,3,7,0,,,0,,,0,,,2,3,
3,17,1704,2,1080,170029,2,1,6,5,12,3,5,6,10,4,4,5,10,5,4,3,7,0,,,0,,,0,,,2,3,
3,17,1704,2,1080,170030,1,1,10,7,12,5,3,5,7,6,3,3,7,,,,,0,,,0,,,0,,,2,3,
3,17,1722,2,96,170041,1,1,6,7,14,3,6,6,10,4,5,5,6,5,4,5,5,0,,,0,,,0,,,2,3,
3,17,1722,2,96,170041,2,1,5,6,12,3,5,4,8,4,5,5,6,5,4,5,5,0,,,0,,,0,,,2,3,
3,17,1722,2,96,170042,1,1,1,2,4,4,1,2,4,,,,,,,,,0,,,0,,,3,3,300,2,2,
3,17,1722,2,96,170043,1,1,16,6,6,3,16,6,6,4,16,6,6,5,10,5,6,0,,,0,,,0,,,2,1,
3,17,1722,2,96,170043,2,1,15,5,4,3,15,5,4,4,15,5,4,5,10,5,6,0,,,0,,,0,,,2,1,
3,17,1722,2,96,170044,1,3,8,7,16,4,8,7,16,5,8,7,16,6,8,7,16,0,,,0,,,0,,,2,2,
3,17,1722,2,96,170044,2,3,8,7,16,4,8,7,12,5,8,7,16,6,5,5,14,0,,,0,,,0,,,2,2,
3,17,1722,2,96,170045,1,1,18,6,7,,,,,,,,,,,,,0,,,0,,,0,,,2,1,
3,17,1722,2,96,170046,1,1,1,2,5,3,1,2,5,,,,,,,,,0,,,0,,,0,,,2,2,
3,17,1722,2,96,170047,1,1,8,7,12,,,,,,,,,,,,,0,,,0,,,0,,,2,2,
3,17,1722,2,96,170047,2,1,8,7,12,,,,,,,,,,,,,0,,,0,,,0,,,2,2,
3,17,1722,2,96,170048,1,1,7,6,12,3,6,5,10,4,5,6,8,5,4,4,7,0,,,0,,,0,,,2,3,
3,17,1722,2,96,170048,2,1,7,6,12,3,6,6,8,4,5,5,7,5,5,5,7,0,,,0,,,0,,,2,3,
3,17,1722,2,96,170048,3,1,7,6,12,3,6,5,7,4,5,4,6,5,4,6,6,0,,,0,,,0,,,2,3,
3,17,1722,2,96,170048,4,1,7,6,12,3,5,6,7,4,4,5,5,5,5,4,6,0,,,0,,,0,,,2,3,
3,17,1722,2,96,170049,1,1,8,7,8,3,8,7,11,,,,,,,,,3,4,6000,0,,,0,,,2,2,
3,17,1722,2,96,170049,2,1,8,7,8,3,8,7,11,,,,,,,,,3,4,6000,0,,,0,,,2,2,
3,17,1715,2,2244,170051,1,3,1,5,3,8,1,5,3,,,,,,,,,0,,,0,,,0,,,2,2,
3,17,1715,2,2244,170052,1,14,1,2,3,,,,,,,,,,,,,0,,,0,,,3,3,450,2,2,
3,17,1715,2,2244,170052,2,14,1,4,4,,,,,,,,,,,,,0,,,0,,,3,4,600,2,2,
3,17,1715,2,2244,170053,1,1,10,6,7,,,,,,,,,,,,,3,4,2000,0,,,0,,,2,1,
3,17,1715,2,2244,170053,2,1,8,6,7,,,,,,,,,,,,,0,,,0,,,0,,,2,1,
3,17,1715,2,2244,170053,3,1,15,6,7,,,,,,,,,,,,,5,10,8000,0,,,0,,,2,1,
3,17,1715,2,2244,170054,1,1,16,7,12,4,16,7,12,5,16,7,12,7,12,5,14,0,,,0,,,0,,,2,2,
3,17,1715,2,2244,170054,2,1,16,7,12,4,16,7,12,5,16,7,12,7,12,5,14,0,,,0,,,0,,,2,2,
3,17,1715,2,2244,170054,3,1,16,7,12,4,16,7,12,5,16,7,12,7,12,5,14,0,,,0,,,0,,,2,2,
3,17,1715,2,2244,170055,1,1,16,6,9,,,,,,,,,,,,,0,,,0,,,0,,,2,1,
3,17,1715,2,2244,170055,2,1,10,6,7,,,,,,,,,,,,,0,,,0,,,0,,,2,1,
3,17,1715,2,2244,170055,3,1,14,6,5,,,,,,,,,,,,,0,,,0,,,0,,,2,1,
3,17,1715,2,2244,170056,1,1,7,6,12,4,5,5,8,5,5,5,7,6,4,5,6,0,,,0,,,0,,,2,3,
3,17,1715,2,2244,170056,2,1,6,7,10,4,6,5,7,5,5,4,6,6,4,5,6,0,,,0,,,0,,,2,3,
3,17,1715,2,2244,170057,1,1,16,5,8,5,15,6,7,6,15,6,7,,,,,0,,,0,,,0,,,2,2,
3,17,1715,2,2244,170057,2,1,16,4,7,5,15,4,7,6,15,4,7,,,,,0,,,0,,,0,,,2,2,
3,17,1715,2,2244,170057,3,1,16,4,7,5,15,4,7,6,15,4,7,,,,,0,,,0,,,0,,,2,2,
3,17,1715,2,2244,170058,1,2,1,6,4,3,1,6,4,4,1,6,4,,,,,0,,,0,,,0,,,2,2,
3,17,1715,2,2244,170058,2,2,2,7,4,3,2,7,4,4,2,7,4,,,,,0,,,0,,,0,,,2,2,
3,17,1715,2,2244,170059,1,1,12,7,12,3,12,7,12,4,12,7,12,5,9,7,12,7,2,4200,0,,,0,,,2,3,
3,17,1715,2,2244,170059,2,1,12,7,12,3,12,7,12,4,12,7,12,5,9,7,12,7,2,4200,0,,,0,,,2,3,
3,17,1715,2,2244,170060,1,,,,,,,,,,,,,,,,,10,10,5000,0,,,0,,,2,3,
3,17,1715,2,2244,170060,2,,,,,,,,,,,,,,,,,0,,,0,,,0,,,2,3,
3,17,1710,2,546,170061,1,1,8,7,16,3,5,7,12,8,3,5,7,9,8,7,16,0,,,0,,,0,,,2,1,
3,17,1710,2,546,170062,1,1,7,6,12,5,5,4,8,7,4,4,6,10,4,4,6,0,,,0,,,0,,,2,3,
3,17,1710,2,546,170062,2,1,7,6,10,5,5,4,8,7,4,4,6,10,4,4,6,0,,,0,,,0,,,2,3,
3,17,1710,2,546,170063,1,1,7,6,12,3,5,5,8,4,5,5,7,5,4,4,6,0,,,0,,,0,,,2,3,
3,17,1710,2,546,170063,2,1,6,5,10,3,5,4,7,9,5,5,6,5,4,4,6,0,,,0,,,0,,,2,3,
3,17,1710,2,546,170064,1,1,7,6,12,3,5,4,8,7,3,4,7,,,,,0,,,0,,,0,,,2,3,
3,17,1710,2,546,170064,2,1,5,4,10,3,5,4,8,7,3,4,7,,,,,0,,,0,,,0,,,2,3,
3,17,1710,2,546,170065,1,1,12,7,12,,,,,,,,,,,,,5,2,5000,0,,,0,,,2,2,
3,17,1710,2,546,170066,1,1,10,5,6,,,,,,,,,,,,,5,7,12000,0,,,0,,,1,,
3,17,1710,2,546,170066,2,1,12,5,6,,,,,,,,,,,,,4,3,5000,0,,,0,,,1,,
3,17,1710,2,546,170066,3,1,14,5,6,,,,,,,,,,,,,10,5,10000,0,,,0,,,1,,
3,17,1710,2,546,170067,1,1,12,7,16,,,,,,,,,,,,,4,2,4000,0,,,0,,,2,2,
3,17,1710,2,546,170068,1,1,1,5,6,3,1,4,4,,,,,,,,,12,5,400,0,,,0,,,2,2,
3,17,1710,2,546,170068,2,1,1,6,6,,,,,,,,,,,,,10,6,300,0,,,0,,,2,2,
3,17,1710,2,546,170069,1,1,14,5,10,,,,,,,,,,,,,0,,,0,,,0,,,1,,
3,17,1710,2,546,170070,1,1,1,2,4,3,1,2,4,,,,,,,,,0,,,0,,,0,,,2,2,
3,17,1713,1,226,170079,1,1,12,7,12,3,12,7,12,,,,,,,,,6,5,15000,0,,,0,,,2,1,
3,17,1716,2,1452,170081,1,1,1,2,4,4,1,2,4,5,1,2,4,6,1,2,4,0,,,0,,,0,,,2,2,
3,17,1716,2,1452,170082,1,1,6,5,12,3,6,5,10,4,6,5,10,5,4,6,7,0,,,0,,,0,,,2,3,
3,17,1716,2,1452,170083,1,1,17,4,8,4,17,4,8,7,17,4,8,9,10,3,4,0,,,0,,,0,,,2,1,
3,17,1716,2,1452,170083,2,1,10,3,8,4,10,3,8,7,10,4,8,9,10,3,4,0,,,0,,,0,,,2,1,
3,17,1716,2,1452,170084,1,,,,,,,,,,,,,,,,,5,1,20,0,,,0,,,2,2,
3,17,1716,2,1452,170085,1,1,8,7,12,3,6,7,12,4,6,7,12,5,5,5,12,5,5,1000,0,,,0,,,2,3,
3,17,1716,2,1452,170085,2,1,8,7,12,3,6,7,12,4,6,7,12,5,5,5,10,5,5,1000,0,,,0,,,2,3,
3,17,1716,2,1452,170086,1,1,1,2,4,4,1,2,4,,,,,,,,,0,,,0,,,0,,,2,2,
3,17,1716,2,1452,170087,1,1,15,5,6,,,,,,,,,,,,,0,,,0,,,0,,,2,1,
3,17,1716,2,1452,170087,2,1,15,5,7,,,,,,,,,,,,,0,,,0,,,0,,,2,1,
3,17,1716,2,1452,170088,1,6,25,6,5,7,25,6,5,8,10,5,4,9,10,5,4,0,,,0,,,0,,,2,1,
3,17,1716,2,1452,170088,2,6,20,6,5,7,20,4,5,8,8,5,4,9,8,5,4,0,,,0,,,0,,,2,1,
3,17,1716,2,1452,170089,1,1,8,7,12,2,3,2,8,,,,,,,,,0,,,0,,,0,,,2,1,
3,17,1716,2,1452,170089,2,1,8,7,10,2,3,2,8,,,,,,,,,0,,,0,,,0,,,2,1,
3,17,1716,2,1452,170090,1,1,6,7,12,6,5,5,6,9,5,5,6,,,,,0,,,0,,,0,,,2,3,
3,17,1702,2,510,170091,1,1,9,7,15,4,9,7,15,11,9,7,15,,,,,0,,,0,,,0,,,2,2,
3,17,1702,2,510,170091,2,1,9,7,15,4,9,7,15,11,9,7,15,,,,,0,,,0,,,0,,,2,2,
3,17,1702,2,510,170091,3,1,9,7,15,4,9,7,15,11,9,7,12,,,,,0,,,0,,,0,,,2,2,
3,17,1702,2,510,170092,1,1,1,1,1,5,1,1,1,7,1,1,1,,,,,0,,,0,,,0,,,2,2,
3,17,1702,2,510,170092,2,1,1,2,2,5,1,2,2,7,1,2,2,,,,,0,,,0,,,0,,,2,2,
3,17,1702,2,510,170093,1,1,15,6,9,,,,,,,,,,,,,0,,,0,,,0,,,2,1,
3,17,1702,2,510,170093,2,1,10,6,8,,,,,,,,,,,,,0,,,0,,,0,,,2,1,
3,17,1702,2,510,170094,1,1,12,6,8,,,,,,,,,,,,,0,,,0,,,0,,,2,1,
3,17,1702,2,510,170094,2,1,14,6,8,,,,,,,,,,,,,0,,,0,,,0,,,2,1,
3,17,1702,2,510,170094,3,1,10,6,8,,,,,,,,,,,,,0,,,0,,,0,,,2,1,
3,17,1702,2,510,170095,1,1,1,1,4,3,1,1,4,,,,,,,,,0,,,0,,,0,,,2,2,
3,17,1702,2,510,170095,2,1,1,1,1,3,1,1,1,,,,,,,,,0,,,0,,,0,,,2,2,
3,17,1702,2,510,170096,1,1,14,7,8,4,12,7,9,,,,,,,,,0,,,0,,,0,,,2,3,
3,17,1702,2,510,170096,2,1,14,7,8,4,12,7,9,,,,,,,,,0,,,0,,,0,,,2,3,
3,17,1702,2,510,170097,1,1,6,6,12,4,6,6,12,12,5,4,6,,,,,0,,,0,,,0,,,2,3,
3,17,1702,2,510,170097,2,1,5,5,8,4,5,5,8,12,5,4,6,,,,,0,,,0,,,0,,,2,3,
3,17,1702,2,510,170098,1,1,6,6,12,3,4,4,5,,,,,,,,,0,,,0,,,0,,,2,3,
3,17,1702,2,510,170099,1,1,5,6,12,4,6,5,10,,,,,,,,,0,,,0,,,0,,,2,3,
3,17,1702,2,510,170099,2,1,6,6,12,4,5,6,12,,,,,,,,,0,,,0,,,0,,,2,3,
3,17,1702,2,510,170100,1,1,9,7,12,3,9,7,12,4,9,7,12,5,7,7,10,0,,,0,,,0,,,2,3,
3,17,1702,2,510,170100,2,1,9,7,12,3,9,7,12,4,9,7,12,5,7,7,10,0,,,0,,,0,,,2,3,
3,17,1727,2,634,170101,1,1,15,6,8,3,15,6,8,4,15,6,8,,,,,0,,,0,,,0,,,2,1,
3,17,1727,2,634,170101,2,1,14,6,8,3,14,6,8,4,14,6,8,,,,,0,,,0,,,0,,,2,1,
3,17,1727,2,634,170102,1,,,,,,,,,,,,,,,,,4,1,4000,0,,,0,,,2,1,
3,17,1727,2,634,170102,2,,,,,,,,,,,,,,,,,4,1,3000,0,,,0,,,2,1,
3,17,1727,2,634,170103,1,1,10,6,7,,,,,,,,,,,,,5,1,9000,0,,,0,,,1,,
3,17,1727,2,634,170103,2,1,14,6,7,,,,,,,,,,,,,2,1,2000,0,,,0,,,1,,
3,17,1727,2,634,170103,3,1,16,6,7,,,,,,,,,,,,,3,1,3000,0,,,0,,,1,,
3,17,1727,2,634,170104,1,1,1,2,7,,,,,,,,,,,,,3,2,200,0,,,0,,,2,2,
3,17,1727,2,634,170105,1,1,9,7,10,3,9,7,10,4,9,7,10,5,7,7,7,0,,,0,,,0,,,2,2,
3,17,1727,2,634,170105,2,1,9,7,10,3,9,7,10,4,9,7,10,5,7,7,7,0,,,0,,,0,,,2,2,
3,17,1727,2,634,170106,1,1,1,5,2,9,1,5,2,11,1,5,2,,,,,3,2,500,0,,,0,,,2,2,
3,17,1727,2,634,170106,2,1,1,4,1,9,1,4,1,11,1,4,1,,,,,3,3,500,0,,,0,,,2,2,
3,17,1727,2,634,170107,1,1,6,6,10,5,5,6,8,6,4,4,5,,,,,0,,,0,,,0,,,2,3,
3,17,1727,2,634,170107,2,1,7,6,12,5,5,6,8,6,4,4,6,,,,,0,,,0,,,0,,,2,3,
3,17,1727,2,634,170108,1,1,7,6,12,5,5,4,7,6,6,5,10,,,,,0,,,0,,,0,,,2,3,
3,17,1727,2,634,170109,1,1,14,7,14,3,14,7,14,4,14,7,12,6,14,7,10,6,1,6000,0,,,0,,,2,2,
3,17,1727,2,634,170109,2,1,14,7,14,3,14,7,14,4,14,7,12,6,14,7,10,3,1,2500,0,,,0,,,2,2,
3,17,1727,2,634,170110,1,1,1,2,5,4,1,2,5,10,1,2,5,,,,,3,2,4,3,2,3,3,2,3,2,2,
3,17,1712,2,794,170111,1,1,1,2,4,,,,,,,,,,,,,4,2,500,0,,,0,,,2,2,
3,17,1712,2,794,170111,2,1,1,7,4,,,,,,,,,,,,,1,4,400,0,,,2,4,200,2,2,
3,17,1712,2,794,170112,1,1,7,7,12,3,6,6,10,4,6,5,8,,,,,0,,,0,,,0,,,2,3,
3,17,1712,2,794,170112,2,1,6,7,10,3,6,5,8,4,6,6,10,,,,,0,,,0,,,0,,,2,3,
3,17,1712,2,794,170113,1,1,12,7,16,,,,,,,,,,,,,5,1,3000,6,2,2000,0,,,2,2,
3,17,1712,2,794,170113,2,1,12,7,16,,,,,,,,,,,,,7,1,4900,0,,,0,,,2,2,
3,17,1712,2,794,170113,3,1,12,7,10,,,,,,,,,,,,,13,1,15000,8,2,2500,0,,,2,2,
3,17,1712,2,794,170114,1,1,30,6,7,,,,,,,,,,,,,4,3,4500,0,,,0,,,2,1,
3,17,1712,2,794,170114,2,1,25,6,7,,,,,,,,,,,,,4,2,4000,0,,,0,,,2,1,
3,17,1712,2,794,170114,3,1,20,6,7,,,,,,,,,,,,,4,3,5000,0,,,0,,,2,1,
3,17,1712,2,794,170115,1,5,12,7,15,3,12,7,14,,,,,,,,,5,3,7500,0,,,0,,,2,2,
3,17,1712,2,794,170115,2,5,12,7,15,3,12,7,14,,,,,,,,,5,3,7500,0,,,0,,,2,2,
3,17,1712,2,794,170115,3,5,12,7,15,3,12,7,14,,,,,,,,,5,3,7500,0,,,0,,,2,2,
3,17,1712,2,794,170116,1,1,1,2,2,,,,,,,,,,,,,1,1,400,0,,,0,,,2,2,
3,17,1712,2,794,170117,1,1,12,7,17,,,,,,,,,,,,,3,2,3000,0,,,0,,,2,3,
3,17,1712,2,794,170117,2,1,12,7,14,,,,,,,,,,,,,5,3,7500,0,,,0,,,2,3,
3,17,1712,2,794,170118,1,1,10,6,8,,,,,,,,,,,,,10,2,15000,0,,,0,,,2,1,
3,17,1712,2,794,170119,1,1,7,6,12,3,5,6,10,5,4,5,7,,,,,0,,,0,,,0,,,2,3,
3,17,1712,2,794,170119,2,1,7,6,10,3,5,6,8,5,5,4,6,,,,,0,,,0,,,0,,,2,3,
3,17,1712,2,794,170120,1,1,7,6,12,3,4,5,7,5,4,5,6,,,,,0,,,0,,,0,,,2,3,
3,17,1712,2,794,170120,2,1,7,6,10,3,4,5,7,5,4,5,6,,,,,0,,,0,,,0,,,2,3,
3,17,1724,2,786,170121,1,1,15,6,8,3,14,6,7,4,14,6,7,,,,,0,,,0,,,0,,,2,1,
3,17,1724,2,786,170121,2,1,15,6,8,3,14,6,7,4,14,6,7,,,,,0,,,0,,,0,,,2,1,
3,17,1724,2,786,170122,1,,,,,,,,,,,,,,,,,3,3,4000,0,,,0,,,2,1,
3,17,1724,2,786,170122,2,,,,,,,,,,,,,,,,,2,3,2000,0,,,0,,,2,1,
3,17,1724,2,786,170123,1,,,,,,,,,,,,,,,,,5,2,300,0,,,0,,,2,2,
3,17,1724,2,786,170123,2,,,,,,,,,,,,,,,,,5,1,300,0,,,0,,,2,2,
3,17,1724,2,786,170124,1,1,12,7,15,5,12,7,15,6,12,7,15,,,,,0,,,0,,,0,,,2,1,
3,17,1724,2,786,170125,1,1,7,6,12,3,6,6,10,4,5,6,8,5,4,5,7,0,,,0,,,0,,,2,3,
3,17,1724,2,786,170125,2,1,6,6,10,6,5,6,8,7,5,6,8,10,4,5,7,0,,,0,,,0,,,2,3,
3,17,1724,2,786,170126,1,2,1,6,4,3,1,6,4,4,1,6,4,,,,,4,3,400,0,,,0,,,2,2,
3,17,1724,2,786,170127,1,1,6,7,12,3,6,5,10,4,5,5,8,9,4,4,7,0,,,0,,,0,,,2,3,
3,17,1724,2,786,170127,2,1,6,7,10,3,6,5,8,4,6,5,8,9,4,4,7,0,,,0,,,0,,,2,3,
3,17,1724,2,786,170128,1,1,16,6,8,,,,,,,,,,,,,0,,,0,,,0,,,2,1,
3,17,1724,2,786,170128,2,1,14,6,8,,,,,,,,,,,,,4,2,4000,0,,,0,,,2,1,
3,17,1724,2,786,170129,1,1,1,2,4,5,1,2,4,,,,,,,,,3,2,500,0,,,0,,,2,2,
3,17,1724,2,786,170130,1,1,24,7,17,,,,,,,,,,,,,5,1,2000,0,,,0,,,2,2,
3,17,1724,2,786,170130,2,1,24,7,15,,,,,,,,,,,,,10,1,4000,0,,,0,,,2,2,
3,18,1803,2,840,180031,1,1,14,5,12,,,,,,,,,,,,,0,,,0,,,0,,,2,3,
3,18,1803,2,840,180031,2,,,,,,,,,,,,,,,,,0,,,0,,,0,,,2,3,
3,18,1803,2,840,180031,3,,,,,,,,,,,,,,,,,3,4,1500,0,,,2,3,1200,2,3,
3,18,1803,2,840,180032,1,1,1,7,14,3,1,7,14,4,1,7,14,5,1,7,14,2,1,4000,2,1,1000,2,1,2000,2,3,
3,18,1803,2,840,180032,2,1,1,3,12,3,1,4,14,,,,,,,,,2,1,4000,2,1,1000,0,,,2,3,
3,18,1803,2,840,180033,1,1,24,5,6,,,,,,,,,,,,,6,3,6000,0,,,0,,,2,2,
3,18,1803,2,840,180034,1,1,16,7,4,7,16,1,3,8,16,4,4,10,16,4,3,0,,,0,,,0,,,2,2,
3,18,1803,2,840,180035,1,1,3,4,6,,,,,,,,,,,,,5,3,2500,4,4,800,0,,,2,3,
3,18,1803,2,840,180036,1,1,4,5,16,3,3,4,12,,,,,,,,,10,2,5000,5,5,1000,0,,,1,,
3,18,1803,2,840,180036,2,1,4,5,16,3,3,4,12,,,,,,,,,10,2,5000,5,5,1000,0,,,1,,
3,18,1803,2,840,180037,1,1,1,,7,,,,,,,,,,,,,1,1,2000,0,,,0,,,2,1,
3,18,1803,2,840,180037,2,1,2,7,16,2,7,6,8,,,,,,,,,2,7,3000,2,6,1000,0,,,2,1,
3,18,1803,2,840,180038,1,1,15,5,4,3,18,6,4,5,10,4,2,,,,,6,4,15000,0,,,8,2,8000,2,3,
3,18,1803,2,840,180038,2,1,18,4,10,3,20,5,4,5,10,3,2,,,,,6,4,18000,0,,,8,3,13000,2,3,
3,18,1803,2,840,180038,3,1,6,2,6,3,15,6,4,5,10,2,2,,,,,4,2,12000,0,,,8,2,7500,2,3,
3,18,1803,2,840,180039,1,1,1,2,4,,,,,,,,,,,,,5,1,2000,0,,,0,,,2,1,
3,18,1803,2,0,180040,1,1,20,6,7,3,16,5,5,4,16,5,5,,,,,0,,,0,,,0,,,2,3,
3,18,1803,2,0,180040,2,,,,,,,,,,,,,,,,,0,,,0,,,0,,,2,3,
3,18,1803,2,0,180040,3,,,,,,,,,,,,,,,,,0,,,0,,,0,,,2,3,
3,18,1816,1,378,180041,1,1,4,4,16,3,4,4,16,4,4,4,14,5,4,4,10,0,,,0,,,0,,,2,3,
3,18,1816,1,378,180041,2,1,4,4,16,3,4,4,16,4,4,4,14,5,4,4,10,0,,,0,,,0,,,2,3,
3,18,1816,1,378,180042,1,1,1,5,14,,,,,,,,,,,,,5,1,2500,0,,,0,,,1,,
3,18,1816,1,378,180042,2,1,1,4,8,,,,,,,,,,,,,3,1,1500,0,,,0,,,1,,
3,18,1816,1,378,180043,1,1,17,6,4,,,,,,,,,,,,,5,14,1500,0,,,0,,,2,3,
3,18,1816,1,378,180043,2,,,,,,,,,,,,,,,,,4,14,1200,0,,,0,,,2,3,
3,18,1816,1,378,180044,1,1,20,6,5,,,,,,,,,,,,,10,2,4000,0,,,0,,,2,3,
3,18,1816,1,378,180044,2,1,7,6,5,,,,,,,,,,,,,8,1,2000,0,,,0,,,2,3,
3,18,1816,1,378,180044,3,1,10,6,5,,,,,,,,,,,,,10,2,4000,0,,,0,,,2,3,
3,18,1816,1,378,180045,1,1,4,4,16,,,,,,,,,,,,,4,1,2000,0,,,0,,,2,3,
3,18,1816,1,378,180045,2,1,4,4,16,,,,,,,,,,,,,4,1,2000,0,,,0,,,2,3,
3,18,1816,1,378,180046,1,5,4,1,4,,,,,,,,,,,,,2,6,2000,0,,,4,2,1200,2,3,
3,18,1816,1,378,180047,1,1,18,4,4,4,10,2,1,,,,,,,,,10,1,7500,0,,,0,,,2,2,
3,18,1816,1,378,180047,2,1,18,4,6,4,8,2,1,,,,,,,,,7,1,5000,0,,,0,,,2,2,
3,18,1816,1,378,180047,3,1,18,4,6,4,8,2,1,,,,,,,,,5,1,5000,0,,,0,,,2,2,
3,18,1816,1,378,180047,4,1,18,4,3,4,2,2,1,,,,,,,,,4,1,3000,0,,,0,,,2,2,
3,18,1805,2,534,180051,1,1,8,4,4,,,,,,,,,,,,,0,,,0,,,0,,,2,2,
3,18,1805,2,534,180051,2,1,8,3,4,,,,,,,,,,,,,0,,,0,,,0,,,2,2,
3,18,1805,2,534,180052,1,1,4,6,6,3,4,2,1,,,,,,,,,6,5,7000,0,,,0,,,2,2,
3,18,1805,2,534,180052,2,1,6,6,6,3,4,2,1,,,,,,,,,4,2,5000,0,,,3,4,800,2,2,
3,18,1805,2,534,180053,1,1,12,5,4,4,12,5,4,5,12,5,4,,,,,3,30,1500,0,,,0,,,2,2,
3,18,1805,2,534,180053,2,,,,,,,,,,,,,,,,,3,30,1500,0,,,0,,,2,2,
3,18,1805,2,534,180053,3,,,,,,,,,,,,,,,,,3,20,1500,0,,,0,,,2,2,
3,18,1805,2,534,180054,1,1,15,5,5,4,15,4,1,,,,,,,,,6,30,2400,0,,,0,,,2,2,
3,18,1805,2,534,180054,2,,,,,,,,,,,,,,,,,6,25,2100,0,,,0,,,2,2,
3,18,1805,2,534,180054,3,,,,,,,,,,,,,,,,,6,30,2400,0,,,0,,,2,2,
3,18,1805,2,534,180055,1,3,8,6,6,,,,,,,,,,,,,0,,,0,,,0,,,2,2,
3,18,1805,2,534,180055,2,3,2,6,5,,,,,,,,,,,,,0,,,0,,,4,2,2000,2,2,
3,18,1805,2,534,180055,3,3,4,5,5,,,,,,,,,,,,,0,,,0,,,0,,,2,2,
3,18,1805,2,534,180056,1,1,24,6,16,3,24,6,16,,,,,,,,,0,,,0,,,0,,,2,2,
3,18,1805,2,534,180056,2,1,24,6,16,3,15,6,10,,,,,,,,,0,,,0,,,0,,,2,2,
3,18,1805,2,534,180057,1,1,25,7,5,6,25,6,3,,,,,,,,,2,3,4000,0,,,0,,,2,2,
3,18,1805,2,534,180057,2,1,25,6,5,6,25,6,3,,,,,,,,,2,2,6000,0,,,0,,,2,2,
3,18,1805,2,534,180057,3,1,25,7,5,6,25,6,3,,,,,,,,,0,,,0,,,0,,,2,2,
3,18,1805,2,534,180058,1,1,2,1,4,3,2,6,14,4,1,7,6,5,1,4,3,2,4,2000,0,,,0,,,2,1,
3,18,1805,2,534,180058,2,1,2,6,4,3,2,5,14,4,1,5,4,5,1,4,2,2,4,2000,0,,,0,,,2,1,
3,18,1805,2,534,180058,3,1,2,5,4,3,2,5,10,4,2,4,5,5,1,6,4,2,4,2000,0,,,2,4,1000,2,1,
3,18,1805,2,534,180059,1,1,22,5,4,,,,,,,,,,,,,5,2,5000,0,,,0,,,2,2,
3,18,1805,2,534,180059,2,1,2,5,4,,,,,,,,,,,,,5,1,2500,0,,,0,,,2,3,
3,18,1805,2,534,180059,3,1,22,5,4,,,,,,,,,,,,,0,,,0,,,0,,,2,3,
3,18,1805,2,534,180060,1,1,8,6,6,,,,,,,,,,,,,0,,,0,,,0,,,2,3,
3,18,1805,2,534,180060,2,1,2,6,6,,,,,,,,,,,,,0,,,0,,,0,,,2,3,
3,18,1805,2,534,180060,3,1,4,6,4,,,,,,,,,,,,,0,,,0,,,0,,,2,3,
3,18,1817,2,370,180061,1,1,3,6,17,,,,,,,,,,,,,12,1,6000,0,,,0,,,1,,
