household_id,household_id2,ea_id,ea_id2,coord_desc,dist_road,dist_popcenter,dist_market,dist_borderpost,dist_admctr,pop_density,af_bio_1,af_bio_8,af_bio_12,af_bio_13,af_bio_16,fsrad3_agpct,fsrad3_lcmaj,ssa_aez09,srtm,twi,srtm_5_15,sq1,sq2,sq3,sq4,sq5,sq6,sq7,anntot_avg,wetQ_avg,wetQ_avgstart,h2013_tot,h2013_wetQ,h2013_wetQstart,eviarea_avg,evimax_avg,grn_avg,sen_avg,h2013_eviarea,h2013_evimax,h2013_grn,h2013_sen,lat_dd_mod,lon_dd_mod
03090101202046,030901088801202046,03090101202,030901088801202,1,11.2,14.4,57.2,212.6,61.4,100-200,171,166,1542,369,972,35,20,323,2089,16,9,1,1,1,1,1,1,1,1242,730,16,2020,990,15,61,0.5161,209,283,60,0.5097,215,283,11.1913400617,36.9496969313
03090101202061,030901088801202061,03090101202,030901088801202,1,10.9,14.3,57.5,212.3,61.2,100-200,171,166,1542,369,972,35,20,323,2078,13,9,1,1,1,1,1,1,1,1240,729,16,2018,988,15,61,0.5161,209,283,60,0.5097,215,283,11.1913400617,36.9496969313
03090101202076,030901088801202076,03090101202,030901088801202,1,11.1,14.4,57.3,212.5,61.3,100-200,171,166,1542,369,972,35,20,323,2087,13,9,1,1,1,1,1,1,1,1242,730,16,2020,989,15,61,0.5161,209,283,60,0.5097,215,283,11.1913400617,36.9496969313
03090101202092,030901088801202092,03090101202,030901088801202,1,11.5,14.5,56.6,213.1,62,100-200,171,166,1547,368,972,32,20,323,2079,15,9,1,1,1,1,1,1,1,1247,732,16,2027,992,15,61,0.5161,209,283,60,0.5097,215,283,11.1913400617,36.9496969313
03090101202107,030901088801202107,03090101202,030901088801202,1,11.2,14.2,56.7,212.9,62.1,100-200,171,166,1547,368,972,31,20,323,2076,19,9,1,1,1,1,1,1,1,1248,733,16,2027,992,15,61,0.5161,209,283,60,0.5097,215,283,11.1913400617,36.9496969313
03090101202122,030901088801202122,03090101202,030901088801202,1,10.6,13.7,57.4,212.2,61.9,100-200,171,166,1542,369,972,32,20,323,2070,12,9,1,1,1,1,1,1,1,1245,732,16,2022,989,15,61,0.5161,209,283,60,0.5097,215,283,11.1913400617,36.9496969313
03090101202137,030901088801202137,03090101202,030901088801202,1,11.1,14.3,57.1,212.6,61.6,100-200,171,166,1542,369,972,35,20,323,2083,13,9,1,1,1,1,1,1,1,1244,731,16,2022,990,15,61,0.5161,209,283,60,0.5097,215,283,11.1913400617,36.9496969313
03090202501002,030902088802501002,03090202501,030902088802501,1,11,13.8,28.3,230,78.1,200-300,149,142,1887,420,1068,39,20,323,2539,16,9,2,2,1,1,1,1,2,1282,720,16,2025,926,14,61,0.5161,209,283,60,0.5097,215,283,10.9346269955,37.0039728964
03090202501029,030902088802501029,03090202501,030902088802501,1,8.8,13.1,26.3,229.3,80.4,200-300,150,143,1887,419,1066,35,20,323,2543,12,9,2,2,1,1,1,1,2,1285,720,16,2017,915,14,61,0.5161,209,283,60,0.5097,215,283,10.9346269955,37.0039728964
03090202501056,030902088802501056,03090202501,030902088802501,1,8.8,13.1,26.3,229.3,80.4,200-300,150,143,1887,419,1066,35,20,323,2543,12,9,2,2,1,1,1,1,2,1285,720,16,2017,915,14,61,0.5161,209,283,60,0.5097,215,283,10.9346269955,37.0039728964
03090202501061,030902088802501061,03090202501,030902088802501,1,8.7,13.1,26.3,229.3,80.4,200-300,150,143,1887,419,1066,35,20,323,2543,12,9,2,2,1,1,1,1,2,1285,720,16,2017,915,14,61,0.5161,209,283,60,0.5097,215,283,10.9346269955,37.0039728964
03090202501085,030902088802501085,03090202501,030902088802501,1,7.4,10.3,27.5,226.6,81,200-300,148,141,1927,425,1078,35,20,323,2550,12,9,2,2,1,1,1,1,2,1301,730,16,2029,924,14,61,0.5161,209,283,60,0.5097,215,283,10.9346269955,37.0039728964
03090202501112,030902088802501112,03090202501,030902088802501,1,7.9,10.4,28.2,226.7,80.2,200-300,149,142,1917,424,1075,35,20,323,2547,13,9,2,2,1,1,1,1,2,1300,731,16,2031,928,14,61,0.5161,209,283,60,0.5097,215,283,10.9346269955,37.0039728964
03090202501139,030902088802501139,03090202501,030902088802501,1,7.7,9.6,29.2,225.9,79.8,200-300,150,143,1907,422,1072,36,20,323,2524,12,9,2,2,1,1,1,1,2,1304,734,16,2037,933,14,61,0.5161,209,283,60,0.5097,215,283,10.9346269955,37.0039728964
03090202501140,030902088802501140,03090202501,030902088802501,1,7.8,9.7,29.2,225.9,79.7,200-300,150,143,1907,422,1072,36,20,323,2530,13,9,2,2,1,1,1,1,2,1304,734,16,2037,934,14,61,0.5161,209,283,60,0.5097,215,283,10.9346269955,37.0039728964
03090202501194,030902088802501194,03090202501,030902088802501,1,8.4,10.6,28.6,226.9,79.6,200-300,149,142,1910,423,1074,35,20,323,2542,12,9,2,2,1,1,1,1,2,1299,731,16,2033,930,14,61,0.5161,209,283,60,0.5097,215,283,10.9346269955,37.0039728964
03090202501222,030902088802501222,03090202501,030902088802501,1,8.9,11.4,28,227.7,79.7,200-300,147,140,1927,426,1078,35,20,323,2571,12,9,2,2,1,1,1,1,2,1294,727,16,2028,926,14,61,0.5161,209,283,60,0.5097,215,283,10.9346269955,37.0039728964
03090202501249,030902088802501249,03090202501,030902088802501,1,9.6,11.9,28.4,228.2,79.1,200-300,147,140,1925,426,1079,35,20,323,2575,14,9,2,2,1,1,1,1,2,1292,726,16,2029,928,14,61,0.5161,209,283,60,0.5097,215,283,10.9346269955,37.0039728964
03090203201002,030902088803201002,03090203201,030902088803201,1,2.1,15.5,15.5,233.6,89,200-300,151,143,1866,412,1055,22,20,323,2502,12,9,2,2,1,1,1,1,2,1238,684,16,1947,854,13,61,0.5161,209,283,60,0.5097,215,283,10.8293373184,37.064423275
03090203201014,030902088803201014,03090203201,030902088803201,1,2.6,15.9,15.9,233.9,88.5,100-200,144,137,1922,423,1074,16,130,323,2523,14,9,2,2,1,1,1,1,2,1239,685,16,1948,854,13,61,0.5161,209,283,60,0.5097,215,283,10.8293373184,37.064423275
03090203201020,030902088803201020,03090203201,030902088803201,1,2.8,15.7,15.7,234.3,88.6,100-200,144,137,1922,423,1074,8,130,323,2598,11,9,2,2,1,1,1,1,2,1236,683,16,1945,851,13,61,0.5161,209,283,60,0.5097,215,283,10.8293373184,37.064423275
03090203201038,030902088803201038,03090203201,030902088803201,1,2.8,15.7,15.7,234.3,88.6,100-200,144,137,1922,423,1074,8,130,323,2598,11,9,2,2,1,1,1,1,2,1236,683,16,1945,851,13,61,0.5161,209,283,60,0.5097,215,283,10.8293373184,37.064423275
03090203201056,030902088803201056,03090203201,030902088803201,1,2.9,15.2,15.2,234.6,89,100-200,147,140,1897,418,1065,8,130,323,2604,11,9,2,2,1,1,1,1,2,1233,681,16,1941,848,13,61,0.5161,209,283,60,0.5097,215,283,10.8293373184,37.064423275
03090203201063,030902088803201063,03090203201,030902088803201,1,2.9,15.2,15.2,234.6,88.9,100-200,147,140,1897,418,1065,13,130,323,2629,13,9,2,2,1,1,1,1,2,1233,681,16,1941,848,13,61,0.5161,209,283,60,0.5097,215,283,10.8293373184,37.064423275
03090203201075,030902088803201075,03090203201,030902088803201,1,3.3,15.5,15.5,234.9,88.6,100-200,143,135,1922,424,1075,16,130,323,2655,12,9,2,2,1,1,1,1,2,1232,681,16,1941,848,13,61,0.5161,209,283,60,0.5097,215,283,10.8293373184,37.064423275
03090203201093,030902088803201093,03090203201,030902088803201,1,2.7,14.7,14.7,234.7,89.5,100-200,147,140,1897,418,1065,8,130,323,2584,13,9,2,2,1,1,1,1,2,1231,679,16,1938,846,13,61,0.5161,209,283,60,0.5097,215,283,10.8293373184,37.064423275
03090203201111,030902088803201111,03090203201,030902088803201,1,2.4,14.7,14.7,234.3,89.5,100-200,147,140,1897,418,1065,7,130,323,2553,12,9,2,2,1,1,1,1,2,1233,680,16,1940,848,13,61,0.5161,209,283,60,0.5097,215,283,10.8293373184,37.064423275
03090203201129,030902088803201129,03090203201,030902088803201,1,2.3,15.3,15.3,234,89.1,100-200,144,137,1922,423,1074,14,130,323,2523,15,9,2,2,1,1,1,1,2,1236,683,16,1945,851,13,61,0.5161,209,283,60,0.5097,215,283,10.8293373184,37.064423275
03090203201147,030902088803201147,03090203201,030902088803201,1,2.1,14.5,14.5,234.1,89.8,100-200,147,140,1897,418,1065,9,130,323,2546,12,9,2,2,1,1,1,1,2,1233,680,16,1940,848,13,61,0.5161,209,283,60,0.5097,215,283,10.8293373184,37.064423275
03090203201165,030902088803201165,03090203201,030902088803201,1,1.9,14.4,14.4,234,90,200-300,151,144,1865,412,1055,7,130,323,2531,12,9,2,2,1,1,1,1,2,1233,680,16,1940,848,13,61,0.5161,209,283,60,0.5097,215,283,10.8293373184,37.064423275
,030903080100101027,,030903080100101,1,8.6,12.6,25.4,214.7,96.8,2000-5000,159,152,1811,401,1042,24,20,323,2330,13,9,2,2,1,1,1,1,2,1321,728,17,2000,902,13,61,0.5161,209,283,60,0.5097,215,283,10.8585208676,36.8876491238
,030903080100101054,,030903080100101,1,8.7,12.8,25.5,214.6,97,2000-5000,159,152,1811,401,1042,21,20,323,2325,13,9,2,2,1,1,1,1,2,1320,728,17,2000,902,13,61,0.5161,209,283,60,0.5097,215,283,10.8585208676,36.8876491238
,030903080100101081,,030903080100101,1,8.5,12.5,25.5,214.7,96.7,500-1000,159,152,1817,402,1043,24,20,323,2338,12,9,2,2,1,1,1,1,2,1321,729,17,2001,902,13,61,0.5161,209,283,60,0.5097,215,283,10.8585208676,36.8876491238
,030903080100101108,,030903080100101,1,8.7,12.7,25.4,214.7,96.9,2000-5000,159,152,1811,401,1042,21,20,323,2330,13,9,2,2,1,1,1,1,2,1320,728,17,2000,902,13,61,0.5161,209,283,60,0.5097,215,283,10.8585208676,36.8876491238
,030903080100101135,,030903080100101,1,8.7,12.7,25.5,214.6,96.9,2000-5000,159,152,1811,401,1042,21,20,323,2325,13,9,2,2,1,1,1,1,2,1320,728,17,2000,902,13,61,0.5161,209,283,60,0.5097,215,283,10.8585208676,36.8876491238
,030903080100101162,,030903080100101,1,8.7,12.6,25.1,215.1,96.7,2000-5000,159,152,1817,402,1043,21,20,323,2340,13,9,2,2,1,1,1,1,2,1319,727,17,1998,900,13,61,0.5161,209,283,60,0.5097,215,283,10.8585208676,36.8876491238
,030903080100101189,,030903080100101,1,8.6,12.6,25.4,214.7,96.8,2000-5000,159,152,1811,401,1042,24,20,323,2330,13,9,2,2,1,1,1,1,2,1321,728,17,2000,902,13,61,0.5161,209,283,60,0.5097,215,283,10.8585208676,36.8876491238
,030903080100101210,,030903080100101,1,8.6,12.6,25.5,214.7,96.8,2000-5000,159,152,1811,401,1042,24,20,323,2330,13,9,2,2,1,1,1,1,2,1321,728,17,2000,902,13,61,0.5161,209,283,60,0.5097,215,283,10.8585208676,36.8876491238
,030903080100101243,,030903080100101,1,8.5,12.5,25.5,214.7,96.8,2000-5000,159,152,1811,401,1042,24,20,323,2335,17,9,2,2,1,1,1,1,2,1321,728,17,2001,902,13,61,0.5161,209,283,60,0.5097,215,283,10.8585208676,36.8876491238
,030903080100101270,,030903080100101,1,8.7,12.7,25.4,214.7,96.9,2000-5000,159,152,1811,401,1042,21,20,323,2328,12,9,2,2,1,1,1,1,2,1320,727,17,1999,902,13,61,0.5161,209,283,60,0.5097,215,283,10.8585208676,36.8876491238
,030903080100101297,,030903080100101,1,8.5,12.5,25.5,214.7,96.7,500-1000,159,152,1817,402,1043,24,20,323,2338,12,9,2,2,1,1,1,1,2,1321,729,17,2001,902,13,61,0.5161,209,283,60,0.5097,215,283,10.8585208676,36.8876491238
,030903080100101324,,030903080100101,1,9.7,17.4,32.7,206,102,200-300,163,156,1790,398,1039,23,20,323,2249,12,9,1,1,1,1,1,1,1,1342,743,17,2038,944,13,61,0.5161,209,283,60,0.5097,215,283,10.8585208676,36.8876491238
,030903080100101351,,030903080100101,1,9,12.9,25,215.1,97,2000-5000,159,152,1817,402,1043,21,20,323,2328,12,9,2,2,1,1,1,1,2,1318,726,17,1997,899,13,61,0.5161,209,283,60,0.5097,215,283,10.8585208676,36.8876491238
,030903080100101378,,030903080100101,1,8.9,12.9,25.1,214.9,97,2000-5000,159,152,1811,401,1042,21,20,323,2324,13,9,2,2,1,1,1,1,2,1318,726,17,1998,900,13,61,0.5161,209,283,60,0.5097,215,283,10.8585208676,36.8876491238
,030903080100101405,,030903080100101,1,8.6,12.6,25.4,214.8,96.8,2000-5000,159,152,1811,401,1042,24,20,323,2333,12,9,2,2,1,1,1,1,2,1320,728,17,2000,901,13,61,0.5161,209,283,60,0.5097,215,283,10.8585208676,36.8876491238
03090400702004,030904088800702004,03090400702,030904088800702,1,5.6,16.2,16.2,187.5,105.5,200-300,174,167,1733,397,1040,39,20,323,2058,12,9,1,1,1,1,1,1,1,1437,821,17,2188,1127,15,61,0.5161,209,283,60,0.5097,215,283,10.9370696143,36.6547551047
03090400702016,030904088800702016,03090400702,030904088800702,1,6,17.1,17.1,188.6,105.1,200-300,174,168,1731,396,1039,34,20,323,2021,12,9,1,1,1,1,1,1,1,1437,820,17,2190,1126,15,61,0.5161,209,283,60,0.5097,215,283,10.9370696143,36.6547551047
03090400702022,030904088800702022,03090400702,030904088800702,1,6.3,17.3,17.3,188.8,105.3,200-300,177,170,1722,396,1039,34,20,323,2044,12,9,1,1,1,1,1,1,1,1437,820,17,2192,1127,15,61,0.5161,209,283,60,0.5097,215,283,10.9370696143,36.6547551047
03090400702040,030904088800702040,03090400702,030904088800702,1,7,17.1,17.1,188.7,105.9,200-300,177,170,1722,396,1039,31,20,323,1987,15,9,1,1,1,1,1,1,1,1436,818,17,2197,1131,15,61,0.5161,209,283,60,0.5097,215,283,10.9370696143,36.6547551047
03090400702058,030904088800702058,03090400702,030904088800702,1,7.7,17.8,17.8,189.5,106,200-300,176,169,1722,395,1037,21,20,323,1981,13,8,1,1,1,1,1,1,1,1436,817,17,2201,1133,15,61,0.5161,209,283,60,0.5097,215,283,10.9370696143,36.6547551047
03090400702076,030904088800702076,03090400702,030904088800702,1,7.6,17.4,17.4,189,106.2,200-300,179,171,1716,396,1039,24,20,323,1969,13,8,1,1,1,1,1,1,1,1436,817,17,2201,1134,15,61,0.5161,209,283,60,0.5097,215,283,10.9370696143,36.6547551047
03090400702094,030904088800702094,03090400702,030904088800702,1,7,16.8,16.8,188.4,106,200-300,177,170,1722,396,1039,35,20,323,1959,13,8,1,1,1,1,1,1,1,1436,818,17,2197,1132,15,61,0.5161,209,283,60,0.5097,215,283,10.9370696143,36.6547551047
03090400702112,030904088800702112,03090400702,030904088800702,1,6.3,16,16,187.5,106,200-300,174,167,1733,397,1040,35,20,323,2010,11,9,1,1,1,1,1,1,1,1436,820,17,2193,1131,15,61,0.5161,209,283,60,0.5097,215,283,10.9370696143,36.6547551047
03090400702130,030904088800702130,03090400702,030904088800702,1,6.8,16.3,16.3,187.8,106.2,200-300,179,172,1718,397,1042,35,20,323,1949,13,8,1,1,1,1,1,1,1,1436,819,17,2196,1132,15,61,0.5161,209,283,60,0.5097,215,283,10.9370696143,36.6547551047
03090400702148,030904088800702148,03090400702,030904088800702,1,7.2,16.4,16.4,188,106.4,200-300,179,172,1718,397,1042,35,20,323,1948,17,8,1,1,1,1,1,1,1,1436,818,17,2199,1134,15,61,0.5161,209,283,60,0.5097,215,283,10.9370696143,36.6547551047
03090400702166,030904088800702166,03090400702,030904088800702,1,7.1,15.9,15.9,187.5,106.7,200-300,179,172,1718,397,1042,35,20,323,1938,19,8,1,1,1,1,1,1,1,1436,818,17,2199,1135,15,61,0.5161,209,283,60,0.5097,215,283,10.9370696143,36.6547551047
03090501102003,030905088801102003,03090501102,030905088801102,1,15.9,17.8,39.2,232.2,68.2,200-300,159,152,1717,393,1021,31,20,323,2344,14,9,2,2,1,1,1,1,2,1260,724,17,2060,989,15,61,0.5161,209,283,60,0.5097,215,283,11.0636624461,37.0703789795
03090501102018,030905088801102018,03090501102,030905088801102,1,16.5,18.4,39.5,232.1,67.7,200-300,161,155,1695,390,1015,30,20,323,2336,11,9,2,2,1,1,1,1,2,1256,722,17,2060,991,15,61,0.5161,209,283,60,0.5097,215,283,11.0636624461,37.0703789795
03090501102033,030905088801102033,03090501102,030905088801102,1,16.8,18.6,39.5,232.2,67.5,200-300,161,155,1695,390,1015,26,20,323,2310,12,9,2,2,1,1,1,1,2,1255,721,17,2059,991,15,61,0.5161,209,283,60,0.5097,215,283,11.0636624461,37.0703789795
03090501102048,030905088801102048,03090501102,030905088801102,1,16.9,19.1,40.6,231.2,66.7,200-300,161,156,1678,387,1010,27,20,323,2279,17,9,2,2,1,1,1,1,2,1252,722,17,2062,998,15,61,0.5161,209,283,60,0.5097,215,283,11.0636624461,37.0703789795
03090501102063,030905088801102063,03090501102,030905088801102,1,17.7,19.8,40.9,231.2,66.1,200-300,163,157,1659,384,1005,27,20,323,2276,12,9,2,2,1,1,1,1,2,1247,719,17,2062,1000,15,61,0.5161,209,283,60,0.5097,215,283,11.0636624461,37.0703789795
03090501102067,030905088801102067,03090501102,030905088801102,1,14.4,16.8,40.3,230.5,68.4,200-300,160,154,1703,390,1016,35,20,323,2330,13,9,2,2,1,1,1,1,2,1267,731,17,2065,995,15,61,0.5161,209,283,60,0.5097,215,283,11.0636624461,37.0703789795
03090501102079,030905088801102079,03090501102,030905088801102,1,17.5,19.6,40.7,231.3,66.3,200-300,163,157,1659,384,1005,27,20,323,2265,12,9,2,2,1,1,1,1,2,1248,719,17,2061,999,15,61,0.5161,209,283,60,0.5097,215,283,11.0636624461,37.0703789795
03090501102094,030905088801102094,03090501102,030905088801102,1,17.7,19.5,40,232.2,66.7,200-300,163,157,1663,384,1006,28,20,323,2259,14,9,2,2,1,1,1,1,2,1249,718,17,2059,994,15,61,0.5161,209,283,60,0.5097,215,283,11.0636624461,37.0703789795
03090501102110,030905088801102110,03090501102,030905088801102,1,16.8,18.6,39.2,232.6,67.7,200-300,161,155,1691,389,1014,27,20,323,2300,11,9,2,2,1,1,1,1,2,1255,720,17,2058,989,15,61,0.5161,209,283,60,0.5097,215,283,11.0636624461,37.0703789795
03090501102125,030905088801102125,03090501102,030905088801102,1,16.5,18.1,38.6,233,68.3,200-300,159,152,1717,393,1021,25,20,323,2348,11,9,2,2,1,1,1,1,2,1258,721,17,2057,985,15,61,0.5161,209,283,60,0.5097,215,283,11.0636624461,37.0703789795
03090501102131,030905088801102131,03090501102,030905088801102,1,15.9,17.5,38.2,233.3,68.9,200-300,158,152,1735,396,1026,28,20,323,2352,13,9,2,2,1,1,1,1,2,1262,723,17,2057,982,15,61,0.5161,209,283,60,0.5097,215,283,11.0636624461,37.0703789795
03090501102141,030905088801102141,03090501102,030905088801102,1,15.7,17.8,39.7,231.6,68,200-300,160,153,1706,391,1018,35,20,323,2315,13,9,2,2,1,1,1,1,2,1260,725,17,2061,992,15,61,0.5161,209,283,60,0.5097,215,283,11.0636624461,37.0703789795
03090600105003,030906020100105003,03090600105,030906020100105,1,42.1,51.4,67.6,158.3,97.7,300-400,232,224,1513,390,1018,32,20,323,1212,14,8,1,1,1,2,1,1,3,1278,787,17,1946,964,15,61,0.5161,209,283,60,0.5097,215,283,11.5649164965,36.4628430612
03090600105011,030906020100105011,03090600105,030906020100105,1,43,50.9,68,158.2,96.6,50-100,231,223,1512,390,1018,33,20,323,1236,13,8,1,1,1,2,1,1,3,1272,783,17,1945,966,15,61,0.5161,209,283,60,0.5097,215,283,11.5649164965,36.4628430612
03090600105019,030906020100105019,03090600105,030906020100105,1,42.2,51.5,67.7,158.2,97.7,50-100,232,224,1509,389,1016,32,20,313,1211,14,3,1,1,1,2,1,1,3,1278,787,17,1945,963,15,61,0.5161,209,283,60,0.5097,215,283,11.5649164965,36.4628430612
03090600105035,030906020100105035,03090600105,030906020100105,1,42,51.3,67.5,158.5,97.6,300-400,232,224,1513,390,1018,32,20,323,1213,13,8,1,1,1,2,1,1,3,1278,787,17,1947,966,15,61,0.5161,209,283,60,0.5097,215,283,11.5649164965,36.4628430612
03090600105043,030906020100105043,03090600105,030906020100105,1,42,51.4,67.5,158.4,97.7,300-400,232,224,1513,390,1018,32,20,323,1213,13,8,1,1,1,2,1,1,3,1278,787,17,1946,965,15,61,0.5161,209,283,60,0.5097,215,283,11.5649164965,36.4628430612
03090600105059,030906020100105059,03090600105,030906020100105,1,42.1,51.3,67.5,158.4,97.6,300-400,232,224,1513,390,1018,32,20,323,1213,13,8,1,1,1,2,1,1,3,1278,787,17,1947,966,15,61,0.5161,209,283,60,0.5097,215,283,11.5649164965,36.4628430612
03090600105067,030906020100105067,03090600105,030906020100105,1,42.1,51.2,67.5,158.5,97.6,300-400,232,224,1513,390,1018,32,20,323,1209,12,8,1,1,1,2,1,1,3,1278,787,17,1947,966,15,61,0.5161,209,283,60,0.5097,215,283,11.5649164965,36.4628430612
03090600105075,030906020100105075,03090600105,030906020100105,1,42.2,51.6,67.8,158.2,97.8,50-100,232,224,1509,389,1016,32,20,313,1211,14,3,1,1,1,2,1,1,3,1278,787,17,1944,963,15,61,0.5161,209,283,60,0.5097,215,283,11.5649164965,36.4628430612
03090600105091,030906020100105091,03090600105,030906020100105,1,42,51.3,67.4,158.5,97.7,300-400,232,224,1513,390,1018,32,20,323,1211,14,8,1,1,1,2,1,1,3,1278,787,17,1947,966,15,61,0.5161,209,283,60,0.5097,215,283,11.5649164965,36.4628430612
03100101106002,031001088801106002,03100101106,031001088801106,1,0.1,45.7,45.7,242.5,286.7,5000-10000,218,225,952,240,545,44,20,322,1429,13,3,2,2,4,3,2,2,5,707,471,18,1625,896,20,44,0.428,194,262,47,0.4473,191,260,10.7206898499,39.8860291278
03100101106022,031001088801106022,03100101106,031001088801106,1,0.1,45.7,45.7,242.4,286.8,5000-10000,218,225,952,240,545,44,20,322,1429,13,3,2,2,4,3,2,2,5,707,471,18,1625,896,20,44,0.428,194,262,47,0.4473,191,260,10.7206898499,39.8860291278
03100101106036,031001088801106036,03100101106,031001088801106,1,0.1,45.7,45.7,242.3,286.8,5000-10000,218,225,952,240,545,49,20,322,1431,16,3,2,2,4,3,2,2,5,707,471,18,1624,895,20,44,0.428,194,262,47,0.4473,191,260,10.7206898499,39.8860291278
03100101106038,031001088801106038,03100101106,031001088801106,1,0.4,45.6,45.6,242.8,286.4,5000-10000,218,225,952,240,545,44,20,322,1424,15,3,2,2,4,3,2,2,5,707,472,18,1626,897,20,44,0.428,194,262,47,0.4473,191,260,10.7206898499,39.8860291278
03100101106053,031001088801106053,03100101106,031001088801106,1,0.1,45.8,45.8,242.4,286.9,5000-10000,218,225,950,239,541,44,20,322,1426,14,3,2,2,4,3,2,2,5,707,471,18,1625,896,20,44,0.428,194,262,47,0.4473,191,260,10.7206898499,39.8860291278
03100101106077,031001088801106077,03100101106,031001088801106,1,0.1,45.9,45.9,242.4,286.9,5000-10000,218,225,950,239,541,44,20,322,1427,13,3,2,2,4,3,2,2,5,707,471,18,1624,896,20,44,0.428,194,262,47,0.4473,191,260,10.7206898499,39.8860291278
03100101106094,031001088801106094,03100101106,031001088801106,1,0.1,45.9,45.9,242.4,286.9,200-300,218,225,950,239,541,44,20,322,1428,13,3,2,2,4,3,2,2,5,707,471,18,1624,896,20,44,0.428,194,262,47,0.4473,191,260,10.7206898499,39.8860291278
03100101106122,031001088801106122,03100101106,031001088801106,1,0,45.9,45.9,242.2,287,5000-10000,218,225,952,240,545,44,20,322,1430,13,3,2,2,4,3,2,2,5,707,471,18,1624,895,20,44,0.428,194,262,47,0.4473,191,260,10.7206898499,39.8860291278
03100101106126,031001088801106126,03100101106,031001088801106,1,0,45.9,45.9,242.3,287,200-300,218,225,950,239,541,44,20,322,1428,13,3,2,2,4,3,2,2,5,707,471,18,1624,896,20,44,0.428,194,262,47,0.4473,191,260,10.7206898499,39.8860291278
03100101106142,031001088801106142,03100101106,031001088801106,1,0.1,46,46,242.3,287.1,200-300,218,225,950,239,541,44,20,322,1430,13,3,2,2,4,3,2,2,5,707,471,18,1624,896,20,44,0.428,194,262,47,0.4473,191,260,10.7206898499,39.8860291278
03100101106159,031001088801106159,03100101106,031001088801106,1,0,46,46,242.3,287.1,200-300,218,225,950,239,541,44,20,322,1430,13,3,2,2,4,3,2,2,5,707,471,18,1624,896,20,44,0.428,194,262,47,0.4473,191,260,10.7206898499,39.8860291278
03100101106174,031001088801106174,03100101106,031001088801106,1,0.2,46.1,46.1,242.4,287,200-300,218,225,950,239,541,44,20,322,1425,13,3,2,2,4,3,2,2,5,707,471,18,1625,896,20,44,0.428,194,262,47,0.4473,191,260,10.7206898499,39.8860291278
03100201601004,031002088801601004,03100201601,031002088801601,1,2.9,34.2,34.2,206.9,290.3,100-200,212,214,906,222,491,4,110,322,1542,11,13,1,1,2,1,1,1,3,689,432,19,1435,709,20,44,0.428,194,262,47,0.4473,191,260,11.1136181517,40.017211804
03100201601019,031002088801601019,03100201601,031002088801601,1,3.2,34.2,34.2,207,290.4,100-200,212,214,906,222,491,6,110,322,1559,11,8,1,1,2,1,1,1,3,689,432,19,1435,709,20,44,0.428,194,262,47,0.4473,191,260,11.1136181517,40.017211804
03100201601034,031002088801601034,03100201601,031002088801601,1,3.3,34.2,34.2,207.1,290.4,100-200,212,214,906,222,491,6,110,322,1553,11,8,1,1,2,1,1,1,3,689,432,19,1435,710,20,44,0.428,194,262,47,0.4473,191,260,11.1136181517,40.017211804
03100201601049,031002088801601049,03100201601,031002088801601,1,3.4,34.4,34.4,206.9,290.6,100-200,212,214,906,222,491,6,110,322,1553,10,8,1,1,2,1,1,1,3,688,431,19,1434,709,20,44,0.428,194,262,47,0.4473,191,260,11.1136181517,40.017211804
03100201601059,031002088801601059,03100201601,031002088801601,1,4.2,34.4,34.4,206.9,291,100-200,211,213,909,222,494,10,110,322,1506,12,13,1,1,2,1,1,1,3,687,431,19,1432,710,20,44,0.428,194,262,47,0.4473,191,260,11.1136181517,40.017211804
03100201601065,031002088801601065,03100201601,031002088801601,1,4.3,34.5,34.5,206.9,291,100-200,211,213,909,222,494,10,110,322,1529,12,13,1,1,2,1,1,1,3,687,431,19,1432,710,20,44,0.428,194,262,47,0.4473,191,260,11.1136181517,40.017211804
03100201601080,031002088801601080,03100201601,031002088801601,1,0.2,36.7,36.7,204.4,290.8,100-200,219,222,854,212,460,0,110,322,1377,15,13,1,1,4,1,1,1,4,688,428,20,1443,704,28,44,0.428,194,262,47,0.4473,191,260,11.1136181517,40.017211804
03100201601096,031002088801601096,03100201601,031002088801601,1,5,34.4,34.4,207.1,291.2,100-200,208,209,923,219,502,16,110,322,1533,14,13,1,1,2,1,1,1,3,686,430,19,1431,710,20,44,0.428,194,262,47,0.4473,191,260,11.1136181517,40.017211804
03100201601111,031002088801601111,03100201601,031002088801601,1,5.3,33.9,33.9,207.6,290.8,100-200,212,214,909,223,496,17,110,322,1600,11,13,1,1,2,1,1,1,3,687,432,19,1430,712,20,44,0.428,194,262,47,0.4473,191,260,11.1136181517,40.017211804
03100201601126,031002088801601126,03100201601,031002088801601,1,5.3,33.8,33.8,207.7,290.7,100-200,212,214,909,223,496,17,110,322,1583,11,13,1,1,2,1,1,1,3,687,432,19,1431,712,20,44,0.428,194,262,47,0.4473,191,260,11.1136181517,40.017211804
03100201601150,031002088801601150,03100201601,031002088801601,1,5.6,33.8,33.8,207.7,290.8,100-200,212,214,909,223,496,14,110,322,1563,11,13,1,1,2,1,1,1,3,687,432,19,1430,712,20,44,0.428,194,262,47,0.4473,191,260,11.1136181517,40.017211804
