"holder_id","household_id","household_id2","rural","pw_w3","ea_id","saq01","saq02","saq03","saq04","saq05","saq06","pp_saq07","pp_s7q01","pp_s7q02","pp_s7q03","pp_s7q04","pp_s7q05","pp_s7q06","pp_s7q06_1","pp_s7q07","pp_s7q08","pp_s7q09","pp_s7q10_a","pp_s7q10_b","pp_s7q11","pp_s7q12","pp_s7q12a","pp_s7q12b","pp_s7q12c","pp_s7q12d","pp_s7q12e","pp_s7q13","pp_s7q14","pp_s7q15","pp_s7q15a","pp_s7q15b","pp_s7q16a","pp_s7q16b","pp_s7q16b_2","pp_s7q16b_3","pp_s7q16c_a","pp_s7q16c_b","pp_s7q16c_c","pp_s7q17","pp_s7q18_a","pp_s7q18_b","pp_s7q19","pp_s7q20_a","pp_s7q20_b","pp_s7q20_c","pp_s7q20a","pp_s7q20b_a","pp_s7q20b_b","pp_s7q20b_c","pp_s7q20c","pp_s7q20d","pp_s7q20e","pp_s7q20f","pp_s7q21","pp_s7q21b","pp_s7q22","pp_s7q23_a","pp_s7q23_b","pp_s7q23_c","pp_s7q24","pp_s7q25","pp_s7q26","pp_s7q27","pp_s7q28","pp_s7q29","pp_s7q30","pp_s7q31","pp_s7q32","pp_s7q33","obs","STRUCTURE_ERROR","hh_saq01","hh_saq02","hh_saq03","hh_saq04","hh_saq05","hh_saq06","hh_saq07","hh_saq08"
"0101010160100201","01010101601002","010101088801601002",1,2897.15502929688,"01010101601",1,1,1,16,1,2,1,2,1,,1,,2,,2,2,5,4,,0,6,1,4,3,2,,50,50,0,0,0,50,0,0,0,,,,2,,,,,,,2,,,,,2,,2,2,2,2,,,,3,3,2,7,2,7,7,2,2,2,1,,1,1,1,8,88,16,1,2
"0101010160101701","01010101601017","010101088801601017",1,2897.15502929688,"01010101601",1,1,1,16,1,17,1,1,2,7,1,,1,1,,1,,6,,1,1,1,8,6,1,3,0,0,0,0,0,0,0,0,0,,,,1,7,2007,6,4,,,2,,,,,2,,2,1,3,5,,,,3,2,2,1,3,1,2,2,3,2,1,,1,1,1,8,88,16,1,17
"0101010160103401","01010101601034","010101088801601034",1,2897.15502929688,"01010101601",1,1,1,16,1,34,1,2,2,7,2,1,2,,2,2,5,6,,0,7,0,1,0,2,,0,0,0,0,0,0,0,0,0,,,,2,,,,,,,2,,,,,2,,2,6,6,6,,,,3,3,6,6,6,6,6,6,6,6,1,,1,1,1,8,88,16,1,34
"0101010160104901","01010101601049","010101088801601049",1,2897.15502929688,"01010101601",1,1,1,16,1,49,1,2,2,3,2,2,2,,2,2,3,6,,0,5,0,2,1,2,,0,0,0,0,0,0,0,0,0,,,,1,5,2007,1,12,,,2,,,,,2,,2,2,6,2,,,,3,3,2,2,6,6,6,2,6,6,1,,1,1,1,8,88,16,1,49
"0101010160106401","01010101601064","010101088801601064",1,2897.15502929688,"01010101601",1,1,1,16,1,64,1,2,2,7,2,7,1,1,,2,2,6,,0,6,0,2,1,2,,0,0,0,0,0,0,0,0,0,,,,2,,,,,,,2,,,,,2,,2,5,5,6,,,,3,3,5,1,5,1,1,5,5,1,1,,1,1,1,8,88,16,1,64
"0101010160108001","01010101601080","010101088801601080",1,2897.15502929688,"01010101601",1,1,1,16,1,80,1,1,1,,1,,1,1,,2,2,4,,0,6,0,5,3,2,,6,6,0,0,0,6,0,0,0,,,,1,5,2007,3,4,12,,2,,,,,2,,2,2,2,2,,,,3,3,2,2,2,2,2,2,2,2,1,,1,1,1,8,88,16,1,80
"0101010160108701","01010101601087","010101088801601087",1,2445.65063476563,"01010101601",1,1,1,16,1,87,1,2,2,7,2,5,2,,6,1,,6,,2,,2,2,1,2,,0,0,0,0,0,0,0,0,0,,,,1,3,2007,7,12,6,,2,,,,,2,,2,1,1,1,3,5,6,3,2,3,2,3,1,2,3,3,3,1,,1,1,1,8,88,16,1,87
"0101010160110101","01010101601101","010101088801601101",1,2897.15502929688,"01010101601",1,1,1,16,1,101,1,1,1,,1,,1,1,,1,,4,,2,,1,9,7,2,,50,50,0,0,0,50,0,0,0,,,,1,7,2007,7,3,4,,2,,,,,2,,2,5,5,5,,,,3,3,5,5,5,1,2,5,5,5,1,,1,1,1,8,88,16,1,101
"0101010160111601","01010101601116","010101088801601116",1,2897.15502929688,"01010101601",1,1,1,16,1,116,1,1,1,,1,,2,,2,1,,4,,2,,0,9,8,2,,50,50,0,0,0,50,0,0,0,,,,1,6,2007,19,4,7,,2,,,,,2,,2,1,2,5,,,,3,3,3,1,3,1,5,3,3,5,1,,1,1,1,8,88,16,1,116
"0101010160113102","01010101601131","010101088801601131",1,2897.15502929688,"01010101601",1,1,1,16,1,131,2,1,1,,1,,1,1,,1,,4,,1,1,1,12,10,2,,50,0,50,0,0,0,500,0,0,,,,1,6,2007,20,4,3,2,2,,,,,2,,2,2,3,2,,,,3,3,2,5,2,5,2,2,2,2,1,,1,1,1,8,88,16,1,131
"0101010160114601","01010101601146","010101088801601146",1,2897.15502929688,"01010101601",1,1,1,16,1,146,1,1,2,3,2,2,1,1,,2,2,6,,0,1,0,8,7,2,,0,0,0,0,0,0,0,0,0,,,,1,8,2007,3,1,3,7,2,,,,,2,,2,1,6,5,,,,3,3,1,5,6,6,6,5,6,6,1,,1,1,1,8,88,16,1,146
"0101020140300101","01010201403001","010102088801403001",1,2492.767578125,"01010201403",1,1,2,14,3,1,1,1,1,,1,,2,,1,1,,4,,4,,4,15,12,2,,219,109,1103,0,0,109,110,0,0,,,,1,7,2007,20,1,,,2,,,,,2,,2,5,5,5,,,,3,3,2,2,5,1,2,5,5,2,1,,1,1,2,8,88,14,3,1
"0101020140301101","01010201403011","010102088801403011",1,2492.767578125,"01010201403",1,1,2,14,3,11,1,1,1,,1,,2,,2,1,,4,,1,2,1,12,10,2,,150,100,50,0,0,85,36,0,0,4,,,2,,,,,,,2,,,,,2,,2,5,5,2,,,,3,3,2,4,2,3,2,2,2,2,1,,1,1,2,8,88,14,3,11
"0101020140301601","01010201403016","010102088801403016",1,2492.767578125,"01010201403",1,1,2,14,3,16,1,1,1,,1,,2,,2,1,,4,,2,,2,13,10,1,3,150,100,50,0,0,77,50,0,0,4,,,1,7,2007,20,1,3,,2,,,,,2,,2,5,2,1,3,4,5,3,3,5,2,1,1,2,2,1,2,1,,1,1,2,8,88,14,3,16
"0101020140302601","01010201403026","010102088801403026",1,2492.767578125,"01010201403",1,1,2,14,3,26,1,1,1,,1,,2,,2,1,,4,,1,2,1,7,5,2,,50,50,0,0,0,50,0,0,0,,,,1,10,2006,6,7,2,,2,,,,,2,,2,2,4,2,,,,3,3,2,2,2,2,2,2,2,2,1,,1,1,2,8,88,14,3,26
"0101020140303101","01010201403031","010102088801403031",1,2492.767578125,"01010201403",1,1,2,14,3,31,1,1,1,,1,,2,,2,1,,4,,2,,3,14,11,2,,260,200,60,0,0,180,60,0,0,4,,,1,11,2007,12,7,2,3,2,,,,,2,,2,5,5,5,,,,3,3,5,2,1,1,2,2,5,5,1,,1,1,2,8,88,14,3,31
"0101020140303601","01010201403036","010102088801403036",1,2492.767578125,"01010201403",1,1,2,14,3,36,1,1,1,,1,,2,,1,1,,4,,2,,2,16,13,2,,150,100,50,0,0,100,50,0,0,,,,1,7,2007,4,1,,,2,,,,,2,,2,5,5,5,,,,3,3,5,2,5,1,2,5,5,5,1,,1,1,2,8,88,14,3,36
"0101020140304601","01010201403046","010102088801403046",1,2492.767578125,"01010201403",1,1,2,14,3,46,1,1,1,,1,,2,,1,1,,4,,2,,2,18,15,2,,304,250,54,0,0,250,54,0,0,,,,1,6,2007,12,1,7,,2,,,,,2,,2,5,5,5,,,,3,3,5,1,5,1,2,5,5,2,1,,1,1,2,8,88,14,3,46
"0101020140306101","01010201403061","010102088801403061",1,2492.767578125,"01010201403",1,1,2,14,3,61,1,1,1,,1,,2,,1,1,,4,,5,,5,20,19,2,,333,300,33,0,0,300,33,0,0,,,,1,9,2007,10,1,7,11,2,,,,,2,,2,5,5,5,,,,3,3,5,2,1,5,2,5,5,5,1,,1,1,2,8,88,14,3,61
"0101020140309101","01010201403091","010102088801403091",1,2492.767578125,"01010201403",1,1,2,14,3,91,1,1,1,,1,,2,,1,1,,4,,2,,2,12,10,2,,130,100,30,0,0,100,30,0,0,,,,1,7,2007,20,1,3,7,2,,,,,2,,2,5,5,5,,,,3,3,5,1,5,1,2,2,5,5,1,,1,1,2,8,88,14,3,91
"0101020140310601","01010201403106","010102088801403106",1,2492.767578125,"01010201403",1,1,2,14,3,106,1,1,1,,1,,2,,1,1,,4,,2,,2,15,13,2,,156,100,56,0,0,100,50,0,0,,,,1,6,2007,20,1,7,,2,,,,,2,,2,5,5,5,,,,3,3,5,1,5,1,2,5,5,3,1,,1,1,2,8,88,14,3,106
"0101020140312101","01010201403121","010102088801403121",1,2492.767578125,"01010201403",1,1,2,14,3,121,1,1,1,,1,,2,,1,1,,4,,4,,3,12,10,1,1,208,200,8,0,0,192,8,0,0,2,,,1,9,2007,20,1,3,7,2,,,,,2,,2,1,1,5,,,,3,3,5,1,5,1,2,2,5,5,1,,1,1,2,8,88,14,3,121
"0101020140313601","01010201403136","010102088801403136",1,2492.767578125,"01010201403",1,1,2,14,3,136,1,2,2,7,2,7,2,,2,2,5,6,,1,2,1,5,2,2,,0,0,0,0,0,0,0,0,0,,,,2,,,,,,,2,,,,,2,,2,2,2,7,,,,1,1,2,2,2,2,2,2,2,2,1,,1,1,2,8,88,14,3,136
"0101030010600401","01010300106004","010103010100106004",2,1352.4267578125,"01010300106",1,1,3,1,6,4,1,1,1,,1,,2,,2,1,,2,,0,6,0,3,2,2,,1,1,0,0,0,1,0,0,0,,,,1,10,2007,5,1,3,,2,,,,,2,,2,6,2,2,,,,3,3,5,5,6,6,6,5,6,6,1,,1,1,3,1,1,1,6,4
"0101030010601601","01010300106016","010103010100106016",2,1352.4267578125,"01010300106",1,1,3,1,6,16,1,2,2,2,2,2,2,,2,2,2,6,,0,7,0,1,0,2,,0,0,0,0,0,0,0,0,0,,,,1,10,2007,17,7,,,2,,,,,2,,2,6,6,6,,,,1,1,6,6,6,6,6,6,6,6,1,,1,1,3,1,1,1,6,16
"0101030010604001","01010300106040","010103010100106040",2,1352.4267578125,"01010300106",1,1,3,1,6,40,1,1,2,7,2,5,2,,2,2,5,6,,1,2,1,2,1,2,,0,0,0,0,0,0,0,0,0,,,,1,5,2007,20,1,,,2,,,,,2,,2,5,6,5,,,,1,1,5,5,6,6,6,5,6,6,1,,1,1,3,1,1,1,6,40
"0101030010605201","01010300106052","010103010100106052",2,1352.4267578125,"01010300106",1,1,3,1,6,52,1,2,2,7,2,1,2,,4,2,3,6,,0,5,0,5,4,2,,0,0,0,0,0,0,0,0,0,,,,2,,,,,,,2,,,,,2,,2,2,6,6,,,,2,3,2,2,6,6,6,2,6,6,1,,1,1,3,1,1,1,6,52
"0101030010606401","01010300106064","010103010100106064",2,1352.4267578125,"01010300106",1,1,3,1,6,64,1,2,2,7,2,7,2,,4,2,5,6,,0,7,0,1,0,2,,0,0,0,0,0,0,0,0,0,,,,2,,,,,,,2,,,,,2,,2,6,6,6,,,,1,1,6,6,6,6,6,6,6,6,1,,1,1,3,1,1,1,6,64
"0101030010607601","01010300106076","010103010100106076",2,1352.4267578125,"01010300106",1,1,3,1,6,76,1,1,2,1,2,1,2,,2,2,5,6,,0,6,0,2,1,2,,0,0,0,0,0,0,0,0,0,,,,1,9,2005,10,1,,,2,,,,,2,,2,6,6,6,,,,3,3,5,5,6,6,6,5,6,6,1,,1,1,3,1,1,1,6,76
"0101030010608801","01010300106088","010103010100106088",2,1352.4267578125,"01010300106",1,1,3,1,6,88,1,2,2,7,2,2,2,,6,2,5,6,,0,7,0,1,0,2,,0,0,0,0,0,0,0,0,0,,,,1,9,2007,10,9,1,,2,,,,,2,,2,6,6,6,,,,3,3,6,6,6,6,6,6,6,6,1,,1,1,3,1,1,1,6,88
"0101030010610001","01010300106100","010103010100106100",2,1352.4267578125,"01010300106",1,1,3,1,6,100,1,2,2,7,2,7,2,,6,2,5,6,,0,7,0,1,0,2,,0,0,0,0,0,0,0,0,0,,,,1,8,2006,20,1,5,,2,,,,,2,,2,6,6,6,,,,1,1,6,6,6,6,6,6,6,6,1,,1,1,3,1,1,1,6,100
"0101030010611201","01010300106112","010103010100106112",2,1352.4267578125,"01010300106",1,1,3,1,6,112,1,2,2,7,2,7,2,,2,2,5,6,6,0,7,0,1,0,2,,0,0,0,0,0,0,0,0,0,,,,1,5,2006,4,1,,,2,,,,,2,,2,6,5,6,,,,3,3,6,6,5,5,6,6,5,6,1,,1,1,3,1,1,1,6,112
"0101030010612401","01010300106124","010103010100106124",2,1352.4267578125,"01010300106",1,1,3,1,6,124,1,2,2,7,2,1,2,,4,2,5,6,,0,7,0,1,0,2,,0,0,0,0,0,0,0,0,0,,,,2,,,,,,,2,,,,,2,,2,6,6,6,,,,3,3,6,6,6,6,6,6,6,6,1,,1,1,3,1,1,1,6,124
"0101030010613601","01010300106136","010103010100106136",2,1352.4267578125,"01010300106",1,1,3,1,6,136,1,1,1,,1,,1,4,,1,,4,,0,6,0,14,13,2,,4,3,1,0,0,3,1,0,0,,,,2,,,,,,,2,,,,,2,,2,5,5,1,2,,,3,1,5,2,5,1,5,5,5,5,1,,1,1,3,1,1,1,6,136
"0101030180400401","01010301804004","010103088801804004",1,3971.76220703125,"01010301804",1,1,3,18,4,4,1,1,1,,1,,2,,2,1,,4,,1,4,1,15,12,1,3,50,25,25,0,0,25,25,0,0,,,,1,6,2007,11,1,,,2,,,,,2,,2,3,5,3,2,4,5,3,3,5,5,5,3,7,5,5,6,1,,1,1,3,8,88,18,4,4
"0101030180401901","01010301804019","010103088801804019",1,3971.76220703125,"01010301804",1,1,3,18,4,19,1,1,2,7,2,5,2,,2,2,5,6,,0,6,0,2,1,2,,0,0,0,0,0,0,0,0,0,,,,2,,,,,,,2,,,,,2,,2,2,5,7,,,,3,3,7,6,7,6,7,6,6,6,1,,1,1,3,8,88,18,4,19
"0101030180403401","01010301804034","010103088801804034",1,3971.76220703125,"01010301804",1,1,3,18,4,34,1,1,1,,1,,2,,2,1,,4,,1,2,1,11,10,2,,50,25,25,0,0,25,25,0,0,,,,1,7,2007,12,8,3,1,2,,,,,2,,2,3,3,3,2,4,5,3,3,5,3,3,3,2,5,5,2,1,,1,1,3,8,88,18,4,34
"0101030180404901","01010301804049","010103088801804049",1,3971.76220703125,"01010301804",1,1,3,18,4,49,1,1,1,,1,,2,,2,1,,4,,0,7,0,12,9,2,,30,15,15,0,0,15,15,0,0,,,,1,7,2007,12,11,,,2,,,,,2,,2,2,2,2,,,,3,3,2,2,2,2,2,2,2,2,1,,1,1,3,8,88,18,4,49
"0101030180406901","01010301804069","010103088801804069",1,3971.76220703125,"01010301804",1,1,3,18,4,69,1,1,2,2,1,,2,,2,1,,6,,0,7,0,12,11,2,,0,0,0,0,0,0,0,0,0,,,,2,,,,,,,2,,,,,2,,2,2,2,7,,,,3,3,2,2,2,2,2,2,2,2,1,,1,1,3,8,88,18,4,69
"0101030180408501","01010301804085","010103088801804085",1,3971.76220703125,"01010301804",1,1,3,18,4,85,1,1,1,,1,,2,,2,1,,4,,2,,2,9,8,2,,50,25,25,0,0,24,22,0,0,4,,,1,6,2007,11,11,,,2,,,,,2,,2,3,5,3,4,2,5,3,3,5,4,5,3,4,5,5,5,1,,1,1,3,8,88,18,4,85
"0101030180410001","01010301804100","010103088801804100",1,3971.76220703125,"01010301804",1,1,3,18,4,100,1,1,1,,1,,2,,2,1,,5,,1,3,1,8,5,2,,10,6,4,0,0,6,4,0,0,,,,2,,,,,,,2,,,,,2,,2,2,2,7,,,,3,3,2,2,2,2,2,2,2,2,1,,1,1,3,8,88,18,4,100
"0101030180411501","01010301804115","010103088801804115",1,3971.76220703125,"01010301804",1,1,3,18,4,115,1,1,1,,1,,2,,2,1,,4,,1,2,1,17,15,2,,80,40,40,0,0,40,40,0,0,,,,1,7,2007,12,3,8,,2,,,,,2,,2,3,2,2,,,,3,3,2,2,2,2,2,2,2,2,1,,1,1,3,8,88,18,4,115
"0101030180413001","01010301804130","010103088801804130",1,3971.76220703125,"01010301804",1,1,3,18,4,130,1,1,1,,1,,2,,2,1,,4,,1,4,1,11,10,2,,50,25,25,0,0,25,25,0,0,,,,2,,,,,,,2,,,,,2,,2,1,5,1,2,4,5,3,3,5,5,5,5,2,5,5,5,1,,1,1,3,8,88,18,4,130
"0101030180414501","01010301804145","010103088801804145",1,3971.76220703125,"01010301804",1,1,3,18,4,145,1,1,1,,1,,2,,2,1,,4,,2,,2,15,12,2,,50,25,25,0,0,25,25,0,0,,,,1,6,2007,2,3,8,,2,,,,,2,,2,3,3,2,,,,3,3,5,2,1,3,2,5,5,2,1,,1,1,3,8,88,18,4,145
"0101050020400101","01010500204001","010105088800204001",1,3921.96020507813,"01010500204",1,1,5,2,4,1,1,1,1,,1,,2,,5,1,,4,,2,,2,5,2,2,,50,0,50,0,0,0,50,0,0,,,,2,,,,,,,2,,,,,2,,2,3,3,3,2,3,4,3,3,5,3,5,3,4,5,5,5,1,,1,1,5,8,88,2,4,1
"0101050020402501","01010500204025","010105088800204025",1,3921.96020507813,"01010500204",1,1,5,2,4,25,1,1,1,,1,,2,,5,1,,4,,2,,1,9,7,1,3,100,50,50,0,0,50,50,0,0,,,,1,6,2005,20,1,2,,2,,,,,2,,2,1,1,1,2,3,4,3,3,5,1,5,1,2,5,5,5,1,,1,1,5,8,88,2,4,25
"0101050020404901","01010500204049","010105088800204049",1,3921.96020507813,"01010500204",1,1,5,2,4,49,1,1,1,,1,,2,,5,1,,4,,2,,2,15,13,2,,76,38,38,0,0,38,38,0,0,,,,1,7,2003,10,1,2,4,2,,,,,2,,2,1,1,1,2,4,5,3,3,5,1,5,1,2,5,5,5,1,,1,1,5,8,88,2,4,49
"0101050020407301","01010500204073","010105088800204073",1,3921.96020507813,"01010500204",1,1,5,2,4,73,1,1,1,,1,,2,,5,1,,4,,2,,2,7,5,2,,50,50,0,0,0,50,0,0,0,,,,2,,,,,,,2,,,,,2,,2,1,1,1,2,4,8,3,3,5,1,5,1,2,5,5,5,1,,1,1,5,8,88,2,4,73
"0101050020409701","01010500204097","010105088800204097",1,3921.96020507813,"01010500204",1,1,5,2,4,97,1,1,1,,1,,2,,5,1,,4,,2,,2,4,3,2,,100,50,50,0,0,5,26,0,0,3,,,1,6,2003,20,3,4,,2,,,,,2,,2,1,1,1,6,8,4,3,3,5,1,5,1,2,5,5,5,1,,1,1,5,8,88,2,4,97
"0101050020412101","01010500204121","010105088800204121",1,3921.96020507813,"01010500204",1,1,5,2,4,121,1,1,2,7,2,5,2,,2,1,,6,,2,,2,4,2,2,,0,0,0,0,0,0,0,0,0,,,,1,5,2004,20,1,2,3,2,,,,,2,,2,1,1,1,3,2,4,3,3,5,1,5,1,4,5,5,5,1,,1,1,5,8,88,2,4,121
"0101050020414201","01010500204142","010105088800204142",1,2491.40942382813,"01010500204",1,1,5,2,4,142,1,2,2,7,2,5,2,,4,2,5,6,,0,5,0,2,1,2,,0,0,0,0,0,0,0,0,0,,,,2,,,,,,,2,,,,,2,,2,4,6,5,,,,3,3,5,5,6,6,6,5,6,6,1,,1,1,5,8,88,2,4,142
"0101050020414501","01010500204145","010105088800204145",1,3921.96020507813,"01010500204",1,1,5,2,4,145,1,1,2,7,2,5,2,,2,1,,6,,0,1,0,3,1,2,,0,0,0,0,0,0,0,0,0,,,,2,,,,,,,2,,,,,2,,2,3,6,3,3,5,6,3,3,5,3,6,6,6,5,6,6,1,,1,1,5,8,88,2,4,145
"0101050020416901","01010500204169","010105088800204169",1,3921.96020507813,"01010500204",1,1,5,2,4,169,1,1,1,,1,,2,,3,1,,4,,1,2,1,7,3,2,,50,50,0,0,0,50,0,0,0,,,,1,7,2003,4,1,4,,2,,,,,2,,2,3,3,3,3,2,8,3,3,5,3,5,3,4,5,5,5,1,,1,1,5,8,88,2,4,169
"0101050020419301","01010500204193","010105088800204193",1,3921.96020507813,"01010500204",1,1,5,2,4,193,1,1,2,3,2,1,2,,2,1,,6,,1,2,1,9,4,2,,0,0,0,0,0,0,0,0,0,,,,1,7,2003,10,2,7,11,2,,,,,2,,2,1,5,1,2,3,6,3,3,5,1,5,1,2,5,5,5,1,,1,1,5,8,88,2,4,193
"0101050020421701","01010500204217","010105088800204217",1,3921.96020507813,"01010500204",1,1,5,2,4,217,1,1,2,7,1,,2,,5,1,,6,,1,2,1,14,10,2,,0,0,0,0,0,0,0,0,0,,,,1,7,2003,15,1,2,11,2,,,,,2,,2,1,1,1,7,8,,3,3,5,1,5,1,2,5,5,6,1,,1,1,5,8,88,2,4,217
"0101060040200201","01010600402002","010106088800402002",1,3426.1669921875,"01010600402",1,1,6,4,2,2,1,1,1,,1,,2,,2,1,,4,,2,,0,9,5,2,,100,50,50,0,0,50,50,0,0,,,,1,7,2007,20,1,4,,2,,,,,2,,2,2,2,2,,,,3,3,2,2,2,5,2,2,2,2,1,,1,1,6,8,88,4,2,2
"0101060040201401","01010600402014","010106088800402014",1,270.486846923828,"01010600402",1,1,6,4,2,14,1,1,2,3,2,2,2,,2,2,2,6,,2,,2,3,2,2,,0,0,0,0,0,0,0,0,0,,,,2,,,,,,,2,,,,,2,,2,2,2,7,,,,3,3,2,7,2,7,7,2,2,2,1,,1,1,6,8,88,4,2,14
"0101060040202101","01010600402021","010106088800402021",1,3426.1669921875,"01010600402",1,1,6,4,2,21,1,1,1,,1,,2,,6,1,,4,,2,,2,12,11,2,,100,50,50,0,0,50,50,0,0,,,,1,7,2007,10,1,,,2,,,,,2,,2,1,3,1,5,,,3,3,5,5,5,1,2,5,5,5,1,,1,1,6,8,88,4,2,21
"0101060040203901","01010600402039","010106088800402039",1,3426.1669921875,"01010600402",1,1,6,4,2,39,1,1,1,,1,,2,,1,1,,4,,2,,2,14,12,1,3,150,75,75,0,0,75,75,0,0,,,,1,7,2007,20,1,2,4,2,,,,,2,,2,1,4,1,5,,,3,3,5,5,5,5,4,5,5,4,1,,1,1,6,8,88,4,2,39
"0101060040205701","01010600402057","010106088800402057",1,3426.1669921875,"01010600402",1,1,6,4,2,57,1,1,1,,1,,2,,1,1,,4,,3,,3,10,9,2,,100,50,50,0,0,50,50,0,0,,,,1,7,2007,10,1,4,,2,,,,,2,,2,1,2,2,,,,3,3,5,5,5,5,2,5,5,5,1,,1,1,6,8,88,4,2,57
"0101060040207501","01010600402075","010106088800402075",1,3426.1669921875,"01010600402",1,1,6,4,2,75,1,1,1,,1,,1,1,,1,,4,,1,2,1,14,12,1,3,50,50,0,0,0,50,0,0,0,,,,1,7,2007,10,1,,,2,,,,,2,,2,1,3,1,2,,,3,3,5,5,5,5,5,5,5,5,1,,1,1,6,8,88,4,2,75
"0101060040209401","01010600402094","010106088800402094",1,3426.1669921875,"01010600402",1,1,6,4,2,94,1,1,1,,1,,2,,6,1,,4,,2,,2,8,7,2,,25,0,25,0,0,25,0,0,0,,,,1,7,2006,15,1,4,,2,,,,,2,,2,1,3,1,9,,,1,3,1,1,1,1,1,1,1,1,1,,1,1,6,8,88,4,2,94
"0101060040211201","01010600402112","010106088800402112",1,3426.1669921875,"01010600402",1,1,6,4,2,112,1,1,1,,1,,2,,6,1,,4,,2,,2,12,11,2,,100,50,50,0,0,50,50,0,0,,,,1,7,2007,20,1,,,2,,,,,2,,2,1,1,1,5,,,1,3,5,1,5,1,2,5,5,5,1,,1,1,6,8,88,4,2,112
"0101060040213001","01010600402130","010106088800402130",1,3426.1669921875,"01010600402",1,1,6,4,2,130,1,1,1,,1,,2,,6,1,,4,,3,,2,14,12,2,,100,50,50,0,0,50,50,0,0,,,,1,6,2007,20,1,,,2,,,,,2,,2,1,1,1,2,,,3,3,5,5,5,5,2,5,5,2,1,,1,1,6,8,88,4,2,130
"0101060040214801","01010600402148","010106088800402148",1,3426.1669921875,"01010600402",1,1,6,4,2,148,1,1,2,2,2,2,2,,2,2,5,6,,3,,3,11,10,1,3,0,0,0,0,0,0,0,0,0,,,,1,7,2007,12,1,3,,2,,,,,2,,2,1,3,1,3,,,1,3,5,5,5,5,2,5,5,5,1,,1,1,6,8,88,4,2,148
"0101060040216001","01010600402160","010106088800402160",1,270.486846923828,"01010600402",1,1,6,4,2,160,1,1,1,,1,,2,,2,1,,4,,1,3,1,5,4,1,3,50,25,25,0,0,25,25,0,0,,,,1,7,2007,20,1,,,2,,,,,2,,2,2,3,2,,,,3,3,2,2,2,5,2,2,2,2,1,,1,1,6,8,88,4,2,160
"0101060040216701","01010600402167","010106088800402167",1,3426.1669921875,"01010600402",1,1,6,4,2,167,1,1,2,7,2,2,1,2,,2,1,6,,0,7,0,6,5,2,,0,0,0,0,0,0,0,0,0,,,,1,7,2006,15,1,3,4,2,,,,,2,,2,2,3,7,,,,3,3,2,2,2,2,2,2,2,2,1,,1,1,6,8,88,4,2,167
"0102010020700201","01020100207002","010201088800207002",1,3320.48193359375,"01020100207",1,2,1,2,7,2,1,1,2,3,1,,1,1,,1,,6,,1,2,1,10,8,2,,0,0,0,0,0,0,0,0,0,,,,1,7,2007,20,1,9,,2,,,,,2,,2,2,3,2,,,,1,3,5,1,5,1,2,1,1,2,1,,1,2,1,8,88,2,7,2
"0102010020701201","01020100207012","010201088800207012",1,3320.48193359375,"01020100207",1,2,1,2,7,12,1,1,2,3,2,2,2,,2,1,,6,,0,6,0,3,2,2,,0,0,0,0,0,0,0,0,0,,,,2,,,,,,,2,,,,,2,,2,1,6,6,,,,3,3,1,1,6,6,6,1,6,6,1,,1,2,1,8,88,2,7,12
"0102010020701701","01020100207017","010201088800207017",1,3320.48193359375,"01020100207",1,2,1,2,7,17,1,2,1,,1,,1,1,,1,,1,,2,,2,3,2,2,,25,25,0,0,0,25,0,0,0,,,,1,7,2007,20,1,9,,2,,,,,2,,2,1,3,6,,,,3,3,2,2,5,1,2,1,1,2,1,,1,2,1,8,88,2,7,17
"0102010020702701","01020100207027","010201088800207027",1,3320.48193359375,"01020100207",1,2,1,2,7,27,1,1,1,,1,,1,1,,1,,1,,2,,2,8,5,2,,50,50,0,0,0,50,0,0,0,,,,1,7,2007,20,1,9,,2,,,,,2,,2,5,3,1,5,7,,3,3,5,2,5,1,2,1,1,2,1,,1,2,1,8,88,2,7,27
"0102010020704701","01020100207047","010201088800207047",1,3320.48193359375,"01020100207",1,2,1,2,7,47,1,1,2,3,2,2,1,1,,2,3,6,,2,,3,4,3,2,,0,0,0,0,0,0,0,0,0,,,,2,,,,,,,2,,,,,2,,2,1,3,6,,,,3,3,5,2,5,1,7,1,1,7,1,,1,2,1,8,88,2,7,47
"0102010020706201","01020100207062","010201088800207062",1,3320.48193359375,"01020100207",1,2,1,2,7,62,1,2,2,7,2,7,2,,6,2,5,6,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,2,,,,,,,,,,,,,,,6,6,6,,,,,,6,6,6,6,6,6,6,6,1,,1,2,1,8,88,2,7,62
"0102010020707701","01020100207077","010201088800207077",1,3320.48193359375,"01020100207",1,2,1,2,7,77,1,1,2,3,2,2,1,1,,2,4,6,,0,1,0,8,6,2,,0,0,0,0,0,0,0,0,0,,,,2,,,,,,,2,,,,,2,,2,2,6,6,,,,3,3,2,2,6,6,6,2,6,6,1,,1,2,1,8,88,2,7,77
"0102010020709201","01020100207092","010201088800207092",1,3320.48193359375,"01020100207",1,2,1,2,7,92,1,1,1,,1,,2,,2,1,,3,,2,,3,9,7,2,,15,0,15,0,0,0,15,0,0,,,,1,7,2007,20,1,9,,2,,,,,2,,2,5,7,2,,,,3,3,5,5,5,1,2,5,5,2,1,,1,2,1,8,88,2,7,92
