"holder_id","household_id","household_id2","rural","pw_w3","ea_id","saq01","saq02","saq03","saq04","saq05","saq06","pp_saq07","pp_s7q01","pp_s7q02","pp_s7q03","pp_s7q04","pp_s7q05","pp_s7q06","pp_s7q06_1","pp_s7q07","pp_s7q08","pp_s7q09","pp_s7q10_a","pp_s7q10_b","pp_s7q11","pp_s7q12","pp_s7q12a","pp_s7q12b","pp_s7q12c","pp_s7q12d","pp_s7q12e","pp_s7q13","pp_s7q14","pp_s7q15","pp_s7q15a","pp_s7q15b","pp_s7q16a","pp_s7q16b","pp_s7q16b_2","pp_s7q16b_3","pp_s7q16c_a","pp_s7q16c_b","pp_s7q16c_c","pp_s7q17","pp_s7q18_a","pp_s7q18_b","pp_s7q19","pp_s7q20_a","pp_s7q20_b","pp_s7q20_c","pp_s7q20a","pp_s7q20b_a","pp_s7q20b_b","pp_s7q20b_c","pp_s7q20c","pp_s7q20d","pp_s7q20e","pp_s7q20f","pp_s7q21","pp_s7q21b","pp_s7q22","pp_s7q23_a","pp_s7q23_b","pp_s7q23_c","pp_s7q24","pp_s7q25","pp_s7q26","pp_s7q27","pp_s7q28","pp_s7q29","pp_s7q30","pp_s7q31","pp_s7q32","pp_s7q33","obs","STRUCTURE_ERROR","hh_saq01","hh_saq02","hh_saq03","hh_saq04","hh_saq05","hh_saq06","hh_saq07","hh_saq08"
"0501020010100401","05010200101004","050102010100101004",2,956.449768066406,"05010200101",5,1,2,1,1,4,1,2,2,7,2,7,2,,3,2,2,6,,,,0,1,0,2,,0,0,0,0,0,0,0,0,0,,,,2,,,,,,,2,,,,,2,,2,6,4,6,,,,3,2,6,6,5,2,7,6,5,7,1,,5,1,2,1,1,1,1,4
"0501020010101601","05010200101016","050102010100101016",2,956.449768066406,"05010200101",5,1,2,1,1,16,1,2,2,7,2,7,2,,3,2,2,6,,,,,1,0,2,,0,0,0,0,0,0,0,0,0,,,,2,,,,,,,2,,,,,2,,2,6,2,6,,,,3,2,6,6,2,2,7,6,2,7,1,,5,1,2,1,1,1,1,16
"0501020010102801","05010200101028","050102010100101028",2,956.449768066406,"05010200101",5,1,2,1,1,28,1,2,2,7,2,7,2,,3,2,2,6,,,,,1,0,,,0,0,0,0,0,0,0,0,0,,,,2,,,,,,,2,,,,,2,,2,6,2,6,,,,3,2,6,6,2,2,7,6,2,7,1,,5,1,2,1,1,1,1,28
"0501020010104001","05010200101040","050102010100101040",2,956.449768066406,"05010200101",5,1,2,1,1,40,1,2,2,7,2,7,2,,3,2,3,6,,,,0,1,0,2,,0,0,0,0,0,0,0,0,0,,,,2,,,,,,,2,,,,,2,,2,6,2,6,,,,2,2,6,6,2,2,7,6,2,7,1,,5,1,2,1,1,1,1,40
"0501020010105201","05010200101052","050102010100101052",2,956.449768066406,"05010200101",5,1,2,1,1,52,1,2,2,7,2,7,2,,2,2,2,6,,,,,1,0,2,,0,0,0,0,0,0,0,0,0,,,,2,,,,,,,2,,,,,2,,2,6,7,6,,,,3,2,6,6,1,7,7,6,1,7,1,,5,1,2,1,1,1,1,52
"0501020010107601","05010200101076","050102010100101076",2,956.449768066406,"05010200101",5,1,2,1,1,76,1,2,2,7,2,7,2,,3,2,2,6,,,,0,1,0,2,,0,0,0,0,0,0,0,0,0,,,,2,,,,,,,2,,,,,2,,2,6,2,6,,,,3,2,6,6,2,2,7,6,2,7,1,,5,1,2,1,1,1,1,76
"0501020010110001","05010200101100","050102010100101100",2,956.449768066406,"05010200101",5,1,2,1,1,100,1,2,2,7,2,7,2,,3,2,2,6,,,,0,1,0,2,,0,0,0,0,0,0,0,0,0,,,,2,,,,,,,2,,,,,2,,2,6,5,6,,,,3,2,6,6,5,2,7,6,5,7,1,,5,1,2,1,1,1,1,100
"0501020010111201","05010200101112","050102010100101112",2,956.449768066406,"05010200101",5,1,2,1,1,112,1,2,2,7,2,7,2,,3,2,2,6,,,,0,1,0,2,,0,0,0,0,0,0,0,0,0,,,,2,,,,,,,2,,,,,2,,2,6,2,6,,,,3,2,6,6,5,1,7,6,5,7,1,,5,1,2,1,1,1,1,112
"0501020010113601","05010200101136","050102010100101136",2,956.449768066406,"05010200101",5,1,2,1,1,136,1,2,2,7,2,7,2,,3,2,2,6,,,,0,1,0,2,,0,0,0,0,0,0,0,0,0,,,,2,,,,,,,2,,,,,2,,2,6,6,6,,,,,2,6,6,6,6,6,6,6,6,1,,5,1,2,1,1,1,1,136
"0501020240100401","05010202401004","050102088802401004",1,193.223022460938,"05010202401",5,1,2,24,1,4,1,2,2,4,2,4,2,,1,2,1,6,,0,6,0,5,3,2,,0,0,0,0,0,0,0,0,0,,,,2,,,,,,,2,,,,,2,,2,3,5,3,2,3,,,,7,5,2,3,7,7,2,7,1,,5,1,2,8,88,24,1,4
"0501020240102501","05010202401025","050102088802401025",1,193.223022460938,"05010202401",5,1,2,24,1,25,1,2,2,4,2,4,2,,1,2,1,6,,2,,2,4,2,2,,0,0,0,0,0,0,0,0,0,,,,2,,,,,,,2,,,,,2,,2,3,2,2,,,,,,7,7,2,3,4,7,2,2,1,,5,1,2,8,88,24,1,25
"0501020240104601","05010202401046","050102088802401046",1,193.223022460938,"05010202401",5,1,2,24,1,46,1,2,2,4,2,4,2,,1,2,1,6,,0,6,0,3,1,2,,0,0,0,0,0,0,0,0,0,,,,2,,,,,,,2,,,,,2,,2,1,4,1,2,4,8,,,7,7,4,1,4,7,4,4,1,,5,1,2,8,88,24,1,46
"0501020240106901","05010202401069","050102088802401069",1,193.223022460938,"05010202401",5,1,2,24,1,69,1,2,2,4,2,4,2,,1,2,1,6,,0,6,0,3,2,2,,0,0,0,0,0,0,0,0,0,,,,2,,,,,,,2,,,,,2,,2,3,4,3,2,5,,,,7,7,3,3,4,3,3,3,1,,5,1,2,8,88,24,1,69
"0501020240109001","05010202401090","050102088802401090",1,193.223022460938,"05010202401",5,1,2,24,1,90,1,2,2,4,2,4,2,,1,2,1,6,,0,6,0,3,2,2,,0,0,0,0,0,0,0,0,0,,,,2,,,,,,,2,,,,,2,,2,1,2,2,,,,,,7,7,5,1,7,7,5,7,1,,5,1,2,8,88,24,1,90
"0501020240111101","05010202401111","050102088802401111",1,193.223022460938,"05010202401",5,1,2,24,1,111,1,2,2,4,2,4,2,,1,2,1,6,,0,6,0,4,2,2,,0,0,0,0,0,0,0,0,0,,,,2,,,,,,,2,,,,,2,,2,3,3,3,2,4,,,,7,7,3,3,7,3,3,6,1,,5,1,2,8,88,24,1,111
"0501020240113301","05010202401133","050102088802401133",1,193.223022460938,"05010202401",5,1,2,24,1,133,1,2,2,4,2,4,2,,2,1,,6,,2,,2,3,2,2,,0,0,0,0,0,0,0,0,0,,,,2,,,,,,,2,,,,,2,,2,1,1,1,1,5,,,,7,7,1,1,2,7,1,1,1,,5,1,2,8,88,24,1,133
"0501020240116101","05010202401161","050102088802401161",1,193.223022460938,"05010202401",5,1,2,24,1,161,1,2,2,7,2,7,2,,6,2,5,6,,,,0,1,0,,,0,0,0,0,0,0,0,0,0,,,,2,,,,,,,,,,,,,,,6,1,6,,,,,,6,6,1,1,1,6,1,1,1,,5,1,2,8,88,24,1,161
"0501020240116801","05010202401168","050102088802401168",1,145.579010009766,"05010202401",5,1,2,24,1,168,1,2,2,7,2,7,2,,1,2,1,6,,,,0,1,0,,,0,0,0,0,0,0,0,0,0,,,,2,,,,,,,,,,,,,,2,6,2,6,,,,,,6,6,2,2,2,6,2,2,1,,5,1,2,8,88,24,1,168
"0501020240119101","05010202401191","050102088802401191",1,193.223022460938,"05010202401",5,1,2,24,1,191,1,1,2,4,2,4,2,,1,2,1,6,,1,2,1,5,4,2,,0,0,0,0,0,0,0,0,0,,,,2,,,,,,,2,,,,,2,,2,5,2,2,,,,,,7,7,1,1,5,7,1,1,1,,5,1,2,8,88,24,1,191
"0501020240121601","05010202401216","050102088802401216",1,193.223022460938,"05010202401",5,1,2,24,1,216,1,2,2,7,2,4,1,1,,2,1,6,,0,7,0,1,0,2,,0,0,0,0,0,0,0,0,0,,,,2,,,,,,,2,,,,,2,,2,6,2,6,,,,,,6,6,2,7,7,6,1,7,1,,5,1,2,8,88,24,1,216
"0501020240124001","05010202401240","050102088802401240",1,145.579010009766,"05010202401",5,1,2,24,1,240,1,2,2,7,2,4,2,,1,2,1,5,,0,7,0,1,0,2,,0,0,0,0,0,0,0,0,0,,,,2,,,,,,,2,,,,,2,,2,7,7,7,,,,,,7,7,7,7,7,7,7,7,1,,5,1,2,8,88,24,1,240
"0501030110100201","05010301101002","050103088801101002",1,297.9873046875,"05010301101",5,1,3,11,1,2,1,2,2,7,2,4,2,,3,2,2,6,,,,,2,0,2,,0,0,0,0,0,0,0,0,0,,,,2,,,,,,,2,,,,,2,,2,6,2,7,,,,3,2,6,6,5,1,7,6,5,7,1,,5,1,3,8,88,11,1,2
"0501030110101401","05010301101014","050103088801101014",1,297.9873046875,"05010301101",5,1,3,11,1,14,1,2,2,7,2,4,2,,2,2,2,6,,0,7,0,2,0,2,,0,0,0,0,0,0,0,0,0,,,,2,,,,,,,2,,,,,2,,2,6,2,7,,,,1,2,6,6,1,1,7,6,1,7,1,,5,1,3,8,88,11,1,14
"0501030110101501","05010301101015","050103088801101015",1,43.821662902832,"05010301101",5,1,3,11,1,15,1,2,2,7,2,4,2,,3,2,2,6,,0,5,0,3,1,2,,0,0,0,0,0,0,0,0,0,,,,2,,,,,,,2,,,,,2,,2,1,2,7,,,,1,2,7,7,1,5,7,7,5,7,1,,5,1,3,8,88,11,1,15
"0501030110102701","05010301101027","050103088801101027",1,297.9873046875,"05010301101",5,1,3,11,1,27,1,2,2,7,2,6,2,,2,2,2,6,,,,0,3,0,2,,0,0,0,0,0,0,0,0,0,,,,2,,,,,,,2,,,,,2,,2,6,3,7,,,,1,2,6,6,5,1,2,6,5,2,1,,5,1,3,8,88,11,1,27
"0501030110104001","05010301101040","050103088801101040",1,297.9873046875,"05010301101",5,1,3,11,1,40,1,2,2,7,2,6,2,,2,2,2,6,,0,7,0,3,1,2,,0,0,0,0,0,0,0,0,0,,,,2,,,,,,,2,,,,,2,,2,3,4,7,,,,2,2,7,7,5,2,7,7,5,7,1,,5,1,3,8,88,11,1,40
"0501030110105201","05010301101052","050103088801101052",1,297.9873046875,"05010301101",5,1,3,11,1,52,1,2,2,7,2,4,2,,2,2,2,6,,0,7,0,3,1,2,,0,0,0,0,0,0,0,0,0,,,,2,,,,,,,2,,,,,2,,2,1,2,7,,,,1,2,7,7,5,5,7,7,5,7,1,,5,1,3,8,88,11,1,52
"0501030110106501","05010301101065","050103088801101065",1,297.9873046875,"05010301101",5,1,3,11,1,65,1,2,2,4,2,4,2,,2,2,2,6,,0,7,0,3,1,2,,0,0,0,0,0,0,0,0,0,,,,2,,,,,,,2,,,,,2,,2,2,2,7,,,,1,2,7,7,2,2,7,7,2,7,1,,5,,,,,,,
"0501030110108901","05010301101089","050103088801101089",1,297.9873046875,"05010301101",5,1,3,11,1,89,1,2,2,7,2,6,2,,2,2,2,6,,0,,0,2,0,2,,0,0,0,0,0,0,0,0,0,,,,2,,,,,,,2,,,,,2,,2,6,2,7,,,,1,2,6,6,5,1,7,6,1,7,1,,5,1,3,8,88,11,1,89
"0501030110110101","05010301101101","050103088801101101",1,297.9873046875,"05010301101",5,1,3,11,1,101,1,2,2,7,2,4,1,1,,2,2,6,,0,7,0,3,1,2,,0,0,0,0,0,0,0,0,0,,,,2,,,,,,,2,,,,,2,,2,5,4,7,,,,1,2,7,7,1,2,7,7,2,7,1,,5,1,3,8,88,11,1,101
"0501030110111401","05010301101114","050103088801101114",1,297.9873046875,"05010301101",5,1,3,11,1,114,1,2,2,7,2,4,2,,3,2,2,6,,0,7,1,3,1,2,,0,0,0,0,0,0,0,0,0,,,,2,,,,,,,2,,,,,2,,2,1,3,7,,,,1,2,7,7,1,1,4,7,5,4,1,,5,1,3,8,88,11,1,114
"0501040110200201","05010401102002","050104088801102002",1,263.794097900391,"05010401102",5,1,4,11,2,2,1,2,2,4,2,4,2,,1,2,3,6,,0,5,0,7,3,2,,0,0,0,0,0,0,0,0,0,,,,2,,,,,,,2,,,,,2,,2,1,2,2,,,,,,5,5,5,5,2,5,5,2,1,,5,1,4,8,88,11,2,2
"0501040110202901","05010401102029","050104088801102029",1,263.794097900391,"05010401102",5,1,4,11,2,29,1,2,2,1,2,1,2,,1,2,3,6,,0,5,0,16,5,2,,0,0,0,0,0,0,0,0,0,,,,2,,,,,,,2,,,,,2,,2,1,1,1,6,5,3,3,2,1,1,1,1,2,5,5,2,1,,5,1,4,8,88,11,2,29
"0501040110205701","05010401102057","050104088801102057",1,263.794097900391,"05010401102",5,1,4,11,2,57,1,2,2,1,2,1,2,,3,2,1,6,,0,5,0,9,5,2,,0,0,0,0,0,0,0,0,0,,,,2,,,,,,,2,,,,,2,,2,3,2,1,6,2,,3,,1,1,1,2,2,5,5,2,1,,5,1,4,8,88,11,2,57
"0501040110208801","05010401102088","050104088801102088",1,263.794097900391,"05010401102",5,1,4,11,2,88,1,2,2,4,2,7,2,,3,2,2,6,,0,5,0,8,4,2,,0,0,0,0,0,0,0,0,0,,,,2,,,,,,,2,,,,,2,,2,1,1,1,6,7,4,3,,1,2,1,1,4,1,1,4,1,,5,1,4,8,88,11,2,88
"0501040110211601","05010401102116","050104088801102116",1,263.794097900391,"05010401102",5,1,4,11,2,116,1,2,2,7,2,5,2,,3,2,5,6,,0,,0,2,0,,,0,0,0,0,0,0,0,0,0,,,,1,12,2007,15,12,12,,2,,,,,2,,2,6,2,6,,,,,2,6,6,2,1,2,6,2,2,1,,5,1,4,8,88,11,2,116
"0501040110214801","05010401102148","050104088801102148",1,263.794097900391,"05010401102",5,1,4,11,2,148,1,1,2,7,2,4,2,,1,2,1,6,,0,5,0,15,10,2,,0,0,0,0,0,0,0,0,0,,,,2,,,,,,,2,,,,,2,,2,3,4,4,,,,1,,3,5,5,2,4,5,5,4,1,,5,1,4,8,88,11,2,148
"0501040110215201","05010401102152","050104088801102152",1,126.733818054199,"05010401102",5,1,4,11,2,152,1,2,2,7,2,7,2,,6,2,5,6,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,2,,,,,,,,,,,,,,,6,6,6,,,,,,6,6,6,6,6,6,6,6,1,,5,1,4,8,88,11,2,152
"0501040110218201","05010401102182","050104088801102182",1,263.794097900391,"05010401102",5,1,4,11,2,182,1,2,2,7,2,7,2,,6,2,5,6,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,2,,,,,,,,,,,,,,,6,6,6,,,,,,6,6,6,6,6,6,6,6,1,,5,1,4,8,88,11,2,182
"0501040110221401","05010401102214","050104088801102214",1,263.794097900391,"05010401102",5,1,4,11,2,214,1,2,1,,1,,2,,3,1,,1,3,0,5,0,21,15,1,3,150,50,100,0,0,20,31,0,0,,,,2,,,,,,,2,,,,,2,,1,1,1,1,5,2,4,2,2,1,1,1,1,2,1,1,5,1,,5,1,4,8,88,11,2,214
"0501040110224301","05010401102243","050104088801102243",1,263.794097900391,"05010401102",5,1,4,11,2,243,1,2,1,,2,6,2,,3,2,1,6,,2,,2,16,14,2,,0,0,0,0,0,0,0,0,0,,,,2,,,,,,,2,,,,,2,,2,1,5,2,,,,3,,5,5,5,1,2,5,5,2,1,,5,1,4,8,88,11,2,243
"0501040110227101","05010401102271","050104088801102271",1,263.794097900391,"05010401102",5,1,4,11,2,271,1,2,2,4,2,6,2,,1,2,1,6,,0,5,0,10,8,2,,0,0,0,0,0,0,0,0,0,,,,2,,,,,,,2,,,,,2,,2,1,5,2,,,,,,5,5,5,5,2,5,5,2,1,,5,1,4,8,88,11,2,271
"0501040170100101","05010401701001","050104088801701001",1,357.167083740234,"05010401701",5,1,4,17,1,1,1,2,2,7,2,4,2,,1,2,1,6,,,,,1,0,,,0,0,0,0,0,0,0,0,0,,,,2,,,,,,,2,,,,,2,,2,6,1,6,,,,3,2,6,6,5,1,7,2,2,2,1,,5,1,4,8,88,17,1,1
"0501040170101901","05010401701019","050104088801701019",1,357.167083740234,"05010401701",5,1,4,17,1,19,1,2,2,7,2,4,2,,1,2,1,6,,,,,1,0,,,0,0,0,0,0,0,0,0,0,,,,2,,,,,,,2,,,,,2,,2,6,3,6,,,,3,2,6,6,5,4,4,6,5,5,1,,5,1,4,8,88,17,1,19
"0501040170103707","05010401701037","050104088801701037",1,357.167083740234,"05010401701",5,1,4,17,1,37,7,2,2,7,2,4,2,,1,2,1,6,,0,6,0,3,1,2,,0,0,0,0,0,0,0,0,0,,,,2,,,,,,,2,,,,,2,,2,3,3,1,2,,,3,2,5,6,5,2,2,6,5,2,1,,5,1,4,8,88,17,1,37
"0501040170105501","05010401701055","050104088801701055",1,357.167083740234,"05010401701",5,1,4,17,1,55,1,2,2,7,2,4,2,,1,2,1,6,,1,6,1,11,8,2,,0,0,0,0,0,0,0,0,0,,,,2,,,,,,,2,,,,,2,,2,1,2,5,,,,3,2,5,2,5,2,2,5,5,2,1,,5,1,4,8,88,17,1,55
"0501040170107301","05010401701073","050104088801701073",1,357.167083740234,"05010401701",5,1,4,17,1,73,1,2,2,7,2,4,2,,1,2,1,6,,2,,2,17,12,2,,0,0,0,0,0,0,0,0,0,,,,2,,,,,,,2,,,,,2,,2,1,2,2,,,,3,2,1,1,5,1,2,5,5,2,1,,5,1,4,8,88,17,1,73
"0501040170110901","05010401701109","050104088801701109",1,357.167083740234,"05010401701",5,1,4,17,1,109,1,2,2,7,2,4,2,,1,2,1,6,,,,,1,0,2,,0,0,0,0,0,0,0,0,0,,,,2,,,,,,,2,,,,,2,,2,6,3,6,,,,3,2,6,6,5,5,5,6,5,5,1,,5,1,4,8,88,17,1,109
"0501040170112801","05010401701128","050104088801701128",1,357.167083740234,"05010401701",5,1,4,17,1,128,1,2,2,4,2,4,2,,1,2,1,6,,0,6,0,11,5,2,,0,0,0,0,0,0,0,0,0,,,,2,,,,,,,2,,,,,2,,2,1,2,5,,,,3,2,1,1,5,3,2,5,2,2,1,,5,1,4,8,88,17,1,128
"0501040170114201","05010401701142","050104088801701142",1,97.5866241455078,"05010401701",5,1,4,17,1,142,1,2,2,7,2,4,2,,1,2,1,6,,,,,1,0,,,0,0,0,0,0,0,0,0,0,,,,2,,,,,,,2,,,,,2,,2,6,6,6,,,,3,2,6,6,6,6,6,6,6,6,1,,5,1,4,8,88,17,1,142
"0501040170114701","05010401701147","050104088801701147",1,357.167083740234,"05010401701",5,1,4,17,1,147,1,2,2,4,2,4,2,,1,1,,6,,0,5,0,9,6,2,,0,0,0,0,0,0,0,0,0,,,,2,,,,,,,2,,,,,2,,2,3,2,5,,,,3,2,5,5,5,4,4,5,5,4,1,,5,1,4,8,88,17,1,147
"0501040170116901","05010401701169","050104088801701169",1,357.167083740234,"05010401701",5,1,4,17,1,169,1,2,2,4,2,4,2,,1,2,1,6,,0,5,0,10,6,2,,0,0,0,0,0,0,0,0,0,,,,2,,,,,,,2,,,,,2,,2,3,3,3,2,,,3,2,3,3,3,3,3,3,3,3,1,,5,1,4,8,88,17,1,169
"0501040170118101","05010401701181","050104088801701181",1,97.5866241455078,"05010401701",5,1,4,17,1,181,1,2,2,7,2,7,2,,3,2,1,6,,,,,1,0,,,0,0,0,0,0,0,0,0,0,,,,2,,,,,,,2,,,,,2,,2,6,1,6,,,,,3,6,6,5,5,2,6,5,5,1,,5,1,4,8,88,17,1,181
"0502020010203201","05020200102032","050202088800102032",2,1104.07568359375,"05020200102",5,2,2,1,2,32,1,1,2,7,2,4,2,,1,2,1,6,6,0,5,0,4,2,2,,0,0,0,0,0,0,0,0,0,,,,2,,,,,,,2,,,,,2,,2,1,1,7,,,,,,5,1,7,7,6,5,7,6,1,,5,2,2,8,88,1,2,32
"0502020010212701","05020200102127","050202088800102127",2,1104.07568359375,"05020200102",5,2,2,1,2,127,1,2,1,,2,4,2,,1,2,1,5,,0,6,0,2,1,2,,100,50,50,0,0,50,50,0,0,,,,1,7,2007,1,6,,,2,,,,,2,,2,3,6,3,4,6,,,,5,3,6,6,6,3,6,6,1,,5,2,2,8,88,1,2,127
"0502020010220302","05020200102203","050202088800102203",2,1104.07568359375,"05020200102",5,2,2,1,2,203,2,2,2,7,2,7,2,,6,2,5,6,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,2,,,,,,,,,,,,,,,2,2,6,6,6,6,,,6,6,6,6,6,6,6,6,1,,5,2,2,8,88,1,2,203
"0502020100100201","05020201001002","050202088801001002",1,1808.38513183594,"05020201001",5,2,2,10,1,2,1,2,2,3,2,4,2,,1,2,1,6,6,1,2,1,12,7,2,,0,0,0,0,0,0,0,0,0,,,,2,,,,,,,2,,,,,2,2,2,1,5,1,2,6,5,,,5,2,5,3,6,5,2,6,1,,5,2,2,8,88,10,1,2
"0502020100101701","05020201001017","050202088801001017",1,1808.38513183594,"05020201001",5,2,2,10,1,17,1,2,2,3,2,4,2,,1,2,1,6,6,2,,2,8,6,2,,0,0,0,0,0,0,0,0,0,,,,2,,,,,,,2,,,,,2,,2,1,3,6,,,,,,5,2,5,1,2,5,5,2,1,,5,2,2,8,88,10,1,17
"0502020100103201","05020201001032","050202088801001032",1,1808.38513183594,"05020201001",5,2,2,10,1,32,1,2,2,3,2,4,2,,1,2,1,6,6,1,2,1,7,5,1,3,0,0,0,0,0,0,0,0,0,,,,2,,,,,,,2,,,,,2,,2,3,5,3,2,2,6,,,5,2,5,3,6,5,5,6,1,,5,2,2,8,88,10,1,32
"0502020100104701","05020201001047","050202088801001047",1,1808.38513183594,"05020201001",5,2,2,10,1,47,1,1,2,3,2,4,2,,1,2,1,6,6,2,,2,8,5,2,,0,0,0,0,0,0,0,0,0,,,,2,,,,,,,2,,,,,2,,2,1,5,7,,,,,,5,2,5,1,6,5,5,6,1,,5,2,2,8,88,10,1,47
"0502020100106301","05020201001063","050202088801001063",1,1808.38513183594,"05020201001",5,2,2,10,1,63,1,2,2,3,2,4,2,,1,2,1,6,6,1,2,1,5,4,1,3,0,0,0,0,0,0,0,0,0,,,,2,,,,,,,2,,,,,2,,2,1,5,1,3,5,,,,5,2,5,1,6,2,5,6,1,,5,2,2,8,88,10,1,63
"0502020100107801","05020201001078","050202088801001078",1,1808.38513183594,"05020201001",5,2,2,10,1,78,1,1,2,3,2,4,2,,1,2,1,6,6,1,2,1,9,7,2,,0,0,0,0,0,0,0,0,0,,,,2,,,,,,,2,,,,,2,,2,1,5,6,2,5,3,,,5,2,5,1,6,5,5,6,1,,5,2,2,8,88,10,1,78
"0502020100109401","05020201001094","050202088801001094",1,1808.38513183594,"05020201001",5,2,2,10,1,94,1,1,2,3,2,4,2,,1,2,1,6,6,1,2,1,10,8,1,3,0,0,0,0,0,0,0,0,0,,,,2,,,,,,,2,,,,,2,,2,1,5,1,2,5,,,,5,2,5,1,6,5,5,6,1,,5,2,2,8,88,10,1,94
"0502020100111001","05020201001110","050202088801001110",1,1808.38513183594,"05020201001",5,2,2,10,1,110,1,1,2,3,2,4,2,,1,2,1,6,6,1,2,1,11,9,2,,0,0,0,0,0,0,0,0,0,,,,2,,,,,,,2,,,,,2,,2,1,5,1,2,5,3,,,5,2,5,1,6,5,5,6,1,,5,2,2,8,88,10,1,110
"0502020100112501","05020201001125","050202088801001125",1,1808.38513183594,"05020201001",5,2,2,10,1,125,1,2,2,3,2,4,2,,1,2,1,6,6,0,6,0,6,4,2,,0,0,0,0,0,0,0,0,0,,,,2,,,,,,,2,,,,,2,,2,3,3,7,,,,,,2,2,2,3,6,2,2,6,1,,5,2,2,8,88,10,1,125
"0502020100114001","05020201001140","050202088801001140",1,1808.38513183594,"05020201001",5,2,2,10,1,140,1,2,2,3,2,4,2,,1,2,1,6,6,2,,1,7,5,2,,0,0,0,0,0,0,0,0,0,,,,2,,,,,,,2,,,,,2,,2,1,5,1,5,2,3,,,5,1,1,1,4,5,5,2,1,,5,2,2,8,88,10,1,140
"0502040890100101","05020408901001","050204088808901001",1,3159.33374023438,"05020408901",5,2,4,89,1,1,1,1,2,5,2,4,2,,1,2,1,6,,0,7,0,2,1,2,,0,0,0,0,0,0,0,0,0,,,,2,,,,,,,2,,,,,2,,2,1,6,1,6,,,,,1,1,6,6,6,1,6,6,1,,5,2,4,8,88,89,1,1
"0502040890100501","05020408901005","050204088808901005",1,3159.33374023438,"05020408901",5,2,4,89,1,5,1,1,2,5,2,4,2,,1,2,1,6,,0,7,0,5,3,2,,0,0,0,0,0,0,0,0,0,,,,2,,,,,,,2,,,,,2,,2,2,3,7,,,,,,7,7,2,2,2,2,2,2,1,,5,2,4,8,88,89,1,5
"0502040890101101","05020408901011","050204088808901011",1,3159.33374023438,"05020408901",5,2,4,89,1,11,1,2,2,4,2,4,2,,1,2,1,6,,0,7,0,3,1,2,,0,0,0,0,0,0,0,0,0,,,,2,,,,,,,2,,,,,,,2,5,2,7,,,,,,2,2,2,5,2,2,2,2,1,,5,2,4,8,88,89,1,11
"0502040890101301","05020408901013","050204088808901013",1,3159.33374023438,"05020408901",5,2,4,89,1,13,1,1,2,5,2,4,2,,1,2,1,6,,4,,4,2,1,2,,0,0,0,0,0,0,0,0,0,,,,2,,,,,,,2,,,,,2,,2,1,4,7,,,,,,7,7,1,2,2,7,1,2,1,,5,2,4,8,88,89,1,13
"0502040890101901","05020408901019","050204088808901019",1,3159.33374023438,"05020408901",5,2,4,89,1,19,1,1,2,4,2,4,2,,1,2,1,6,,0,7,0,6,4,2,,0,0,0,0,0,0,0,0,0,,,,2,,,,,,,2,,,,,2,,2,1,3,7,,,,,,7,7,1,1,7,7,1,7,1,,5,2,4,8,88,89,1,19
"0502040890102501","05020408901025","050204088808901025",1,3159.33374023438,"05020408901",5,2,4,89,1,25,1,1,2,3,2,4,2,,1,2,1,6,,0,7,0,3,1,2,,0,0,0,0,0,0,0,0,0,,,,2,,,,,,,2,,,,,2,,2,1,3,7,,,,,,7,7,1,1,2,7,1,2,1,,5,2,4,8,88,89,1,25
"0502040890103101","05020408901031","050204088808901031",1,3159.33374023438,"05020408901",5,2,4,89,1,31,1,1,2,5,2,4,2,,1,2,1,6,,0,7,0,6,3,2,,0,0,0,0,0,0,0,0,0,,,,2,,,,,,,2,,,,,2,,2,1,4,7,,,,,,7,7,1,1,2,7,1,2,1,,5,2,4,8,88,89,1,31
"0502040890103701","05020408901037","050204088808901037",1,3159.33374023438,"05020408901",5,2,4,89,1,37,1,2,2,5,2,4,2,,1,2,1,6,,0,7,0,3,2,2,,0,0,0,0,0,0,0,0,0,,,,2,,,,,,,2,,,,,2,,2,1,2,7,,,,,,7,6,1,1,2,7,1,2,1,,5,2,4,8,88,89,1,37
"0502040890104301","05020408901043","050204088808901043",1,3159.33374023438,"05020408901",5,2,4,89,1,43,1,1,2,5,2,4,2,,1,2,1,6,,0,7,0,5,4,2,,0,0,0,0,0,0,0,0,0,,,,2,,,,,,,2,,,,,2,,2,1,2,7,,,,,,7,7,1,2,2,7,5,2,1,,5,2,4,8,88,89,1,43
"0502040890104901","05020408901049","050204088808901049",1,3159.33374023438,"05020408901",5,2,4,89,1,49,1,2,2,7,2,4,2,,2,1,,6,,2,,2,4,3,2,,0,0,0,0,0,0,0,0,0,,,,2,,,,,,,2,,,,,2,,2,1,4,6,,,,,,6,6,1,1,2,6,1,2,1,,5,2,4,8,88,89,1,49
"0502040890105501","05020408901055","050204088808901055",1,3159.33374023438,"05020408901",5,2,4,89,1,55,1,1,2,5,2,4,2,,1,2,1,6,,1,7,1,7,5,2,,0,0,0,0,0,0,0,0,0,,,,2,,,,,,,2,,,,,2,,2,1,3,7,,,,,,7,2,1,3,2,7,5,2,1,,5,2,4,8,88,89,1,55
