"household_id2","ea_id2","dist_road","dist_popcenter","dist_market","dist_borderpost","dist_admctr","pop_density","af_bio_1","af_bio_8","af_bio_12","af_bio_13","af_bio_16","fsrad3_agpct","fsrad3_lcmaj","ssa_aez09","srtm","twi","srtm_5_15","sq1","sq2","sq3","sq4","sq5","sq6","sq7","anntot_avg","wetQ_avg","wetQ_avgstart","h2015_tot","h2015_wetQ","h2015_wetQstart","eviarea_avg","evimax_avg","grn_avg","sen_avg","h2015_eviarea","h2015_evimax","h2015_grn","h2015_sen","lat_dd_mod","lon_dd_mod"
"030201088800703129","030201088800703",61,70,111,257,143,"100-200",206,197,832,261,597,35,30,322,1850,11,13,1,1,1,1,1,1,1,652,511,18,733,513,18,43,0.444,186,258,35,0.399,185,256,12.3562967332,38.4524416164
"030201088800703147","030201088800703",61,70,111,257,143,"100-200",213,204,817,257,585,26,110,322,1828,10,13,1,1,1,1,1,1,1,652,511,18,732,513,18,43,0.444,186,258,35,0.399,185,256,12.3562967332,38.4524416164
"030201088800703165","030201088800703",62,69,111,258,144,"100-200",213,205,815,256,583,28,110,322,1752,11,13,1,1,1,1,1,1,1,651,511,18,730,514,18,43,0.444,186,258,35,0.399,185,256,12.3562967332,38.4524416164
"030202088802508005","030202088802508",6,18,68,204,69,"100-200",205,196,1040,335,774,3,130,323,1833,15,3,1,1,1,3,1,1,4,820,582,17,1104,715,17,43,0.444,186,258,35,0.399,185,256,12.0498233904,37.8003237608
"030202088802508017","030202088802508",6,18,69,204,69,"100-200",205,196,1040,335,774,3,130,323,1832,13,3,1,1,1,3,1,1,4,820,583,17,1104,715,17,43,0.444,186,258,35,0.399,185,256,12.0498233904,37.8003237608
"030202088802508023","030202088802508",6,18,69,204,69,"100-200",205,196,1040,335,774,3,130,323,1830,14,3,1,1,1,3,1,1,4,821,583,17,1106,715,17,43,0.444,186,258,35,0.399,185,256,12.0498233904,37.8003237608
"030202088802508035","030202088802508",6,18,68,204,68,"100-200",205,196,1040,335,774,2,130,323,1822,12,8,1,1,1,3,1,1,4,823,584,17,1113,716,17,43,0.444,186,258,35,0.399,185,256,12.0498233904,37.8003237608
"030202088802508041","030202088802508",7,17,67,205,67,"100-200",205,197,1042,336,775,0,110,323,1809,12,3,1,1,1,3,1,1,4,830,588,17,1125,720,17,43,0.444,186,258,35,0.399,185,256,12.0498233904,37.8003237608
"030202088802508059","030202088802508",6,18,68,204,68,"100-200",205,196,1040,335,774,1,130,323,1832,14,3,1,1,1,3,1,1,4,822,584,17,1109,716,17,43,0.444,186,258,35,0.399,185,256,12.0498233904,37.8003237608
"030202088802508077","030202088802508",6,18,68,204,68,"100-200",205,196,1042,336,775,0,130,323,1826,14,3,1,1,1,3,1,1,4,824,585,17,1113,717,17,43,0.444,186,258,35,0.399,185,256,12.0498233904,37.8003237608
"030202088802508095","030202088802508",6,17,68,204,68,"100-200",205,196,1042,336,775,0,110,323,1816,14,3,1,1,1,3,1,1,4,826,586,17,1118,718,17,43,0.444,186,258,35,0.399,185,256,12.0498233904,37.8003237608
"030202088802508113","030202088802508",6,17,68,204,68,"100-200",205,196,1042,336,775,0,110,323,1816,13,3,1,1,1,3,1,1,4,827,586,17,1119,718,17,43,0.444,186,258,35,0.399,185,256,12.0498233904,37.8003237608
"030202088802508131","030202088802508",6,18,68,204,68,"100-200",205,196,1042,336,775,0,130,323,1828,13,3,1,1,1,3,1,1,4,824,584,17,1111,717,17,43,0.444,186,258,35,0.399,185,256,12.0498233904,37.8003237608
"030202088802508149","030202088802508",7,17,67,205,67,"100-200",205,197,1042,336,775,2,110,323,1815,14,3,1,1,1,3,1,1,4,829,587,17,1121,719,17,43,0.444,186,258,35,0.399,185,256,12.0498233904,37.8003237608
"030202088802508167","030202088802508",7,17,68,205,68,"100-200",205,196,1042,336,775,0,110,323,1821,14,3,1,1,1,3,1,1,4,827,586,17,1116,719,17,43,0.444,186,258,35,0.399,185,256,12.0498233904,37.8003237608
"030204088800906003","030204088800906",3,15,88,250,88,"200-300",141,131,1407,411,976,25,20,323,2655,13,14,1,1,1,1,1,1,1,856,567,18,1266,720,19,43,0.444,186,258,35,0.399,185,256,11.8176445144,38.1602257763
"030204088800906013","030204088800906",4,16,90,251,90,"200-300",150,139,1394,409,976,27,20,323,2767,12,9,1,1,2,1,1,1,2,852,564,18,1256,715,19,43,0.444,186,258,35,0.399,185,256,11.8176445144,38.1602257763
"030204088800906018","030204088800906",4,16,89,251,89,"200-300",150,139,1394,409,976,27,20,323,2760,12,9,1,1,2,1,1,1,2,852,564,18,1257,715,19,43,0.444,186,258,35,0.399,185,256,11.8176445144,38.1602257763
"030204088800906033","030204088800906",5,15,89,249,89,"200-300",155,144,1380,408,972,18,20,323,2606,11,14,1,1,1,1,1,1,1,854,568,18,1263,720,19,43,0.444,186,258,35,0.399,185,256,11.8176445144,38.1602257763
"030204088800906048","030204088800906",4,17,90,252,90,"200-300",151,140,1384,407,971,27,20,323,2705,11,14,1,1,2,1,1,1,2,849,562,18,1249,710,19,43,0.444,186,258,35,0.399,185,256,11.8176445144,38.1602257763
"030204088800906063","030204088800906",4,16,90,251,90,"200-300",143,133,1403,410,975,31,20,323,2769,11,9,1,1,2,1,1,1,2,851,564,18,1256,714,19,43,0.444,186,258,35,0.399,185,256,11.8176445144,38.1602257763
"030204088800906078","030204088800906",3,17,90,251,90,"300-400",143,133,1403,410,975,32,20,323,2778,12,9,1,1,2,1,1,1,2,851,563,18,1254,713,19,43,0.444,186,258,35,0.399,185,256,11.8176445144,38.1602257763
"030204088800906093","030204088800906",2,15,88,251,88,"200-300",142,133,1416,413,983,29,20,323,2741,12,9,1,1,1,1,1,1,1,856,566,18,1267,720,19,43,0.444,186,258,35,0.399,185,256,11.8176445144,38.1602257763
"030204088800906108","030204088800906",3,16,90,251,90,"200-300",143,133,1403,410,975,31,20,323,2774,13,9,1,1,2,1,1,1,2,851,564,18,1255,714,19,43,0.444,186,258,35,0.399,185,256,11.8176445144,38.1602257763
"030204088800906123","030204088800906",4,16,90,251,90,"200-300",143,133,1403,410,975,31,20,323,2769,11,9,1,1,2,1,1,1,2,851,564,18,1256,714,19,43,0.444,186,258,35,0.399,185,256,11.8176445144,38.1602257763
"030204088800906138","030204088800906",3,16,89,251,89,"300-400",143,133,1403,410,975,28,20,323,2774,12,9,1,1,2,1,1,1,2,852,564,18,1257,714,19,43,0.444,186,258,35,0.399,185,256,11.8176445144,38.1602257763
"030204088800906160","030204088800906",1,22,94,257,94,"300-400",129,122,1385,405,952,43,20,323,2967,11,9,1,1,3,1,1,1,3,835,548,18,1204,678,19,43,0.444,186,258,35,0.399,185,256,11.8176445144,38.1602257763
"030205088801907002","030205088801907",3,49,114,284,114,"100-200",109,106,1335,395,908,15,20,323,3357,11,9,1,1,3,1,1,1,3,750,502,18,1010,496,19,43,0.444,186,258,35,0.399,185,256,11.6454398842,38.4188571016
"030205088801907018","030205088801907",3,49,115,285,115,"100-200",109,106,1337,395,908,15,20,323,3297,14,9,1,1,3,1,1,1,3,747,501,18,999,494,19,43,0.444,186,258,35,0.399,185,256,11.6454398842,38.4188571016
"030205088801907033","030205088801907",3,50,115,285,115,"100-200",113,109,1327,393,904,16,20,323,3295,11,9,1,1,3,1,1,1,3,746,500,18,996,493,19,43,0.444,186,258,35,0.399,185,256,11.6454398842,38.4188571016
"030205088801907049","030205088801907",4,51,116,286,116,"100-200",110,106,1334,394,906,19,20,323,3076,11,14,1,1,3,1,1,1,3,743,498,18,985,489,19,43,0.444,186,258,35,0.399,185,256,11.6454398842,38.4188571016
"030205088801907066","030205088801907",5,51,115,286,115,"100-200",128,123,1297,387,895,12,110,323,2992,10,14,1,1,3,1,1,1,3,744,498,18,995,490,19,43,0.444,186,258,35,0.399,185,256,11.6454398842,38.4188571016
"030205088801907081","030205088801907",4,49,114,284,114,"100-200",111,107,1337,395,909,19,20,323,3215,14,9,1,1,3,1,1,1,3,751,502,18,1021,497,19,43,0.444,186,258,35,0.399,185,256,11.6454398842,38.4188571016
"030205088801907096","030205088801907",4,50,114,285,114,"100-200",116,112,1325,393,905,19,20,323,3084,12,14,1,1,3,1,1,1,3,748,500,18,1011,494,19,43,0.444,186,258,35,0.399,185,256,11.6454398842,38.4188571016
"030205088801907112","030205088801907",4,49,114,284,114,"100-200",123,118,1314,391,903,21,20,323,3103,10,9,1,1,3,1,1,1,3,751,501,18,1021,496,19,43,0.444,186,258,35,0.399,185,256,11.6454398842,38.4188571016
"030205088801907128","030205088801907",4,49,114,285,114,"100-200",116,112,1325,393,905,22,20,323,3133,13,14,1,1,3,1,1,1,3,749,501,18,1015,495,19,43,0.444,186,258,35,0.399,185,256,11.6454398842,38.4188571016
"030205088801907143","030205088801907",4,49,114,285,114,"100-200",116,112,1325,393,905,22,20,323,3141,15,14,1,1,3,1,1,1,3,749,501,18,1014,495,19,43,0.444,186,258,35,0.399,185,256,11.6454398842,38.4188571016
"030205088801907173","030205088801907",4,49,114,284,114,"100-200",111,107,1337,395,909,20,20,323,3162,11,9,1,1,3,1,1,1,3,751,501,18,1021,497,19,43,0.444,186,258,35,0.399,185,256,11.6454398842,38.4188571016
"030207010100110003","030207010100110",38,53,95,284,95,"300-400",158,147,1329,377,915,3,110,323,2552,11,9,1,1,3,1,1,1,4,787,524,18,963,525,18,43,0.444,186,258,35,0.399,185,256,11.4068193647,38.2392937807
"030207010100110014","030207010100110",38,53,95,284,95,"300-400",158,147,1329,377,915,3,110,323,2552,11,9,1,1,3,1,1,1,4,787,524,18,963,525,18,43,0.444,186,258,35,0.399,185,256,11.4068193647,38.2392937807
"030207010100110025","030207010100110",38,53,95,284,95,"300-400",158,147,1329,377,915,3,110,323,2546,13,9,1,1,3,1,1,1,4,787,524,18,963,525,18,43,0.444,186,258,35,0.399,185,256,11.4068193647,38.2392937807
"030207010100110036","030207010100110",38,53,95,284,95,"300-400",158,147,1329,377,915,3,110,323,2539,11,9,1,1,3,1,1,1,4,786,524,18,961,524,18,43,0.444,186,258,35,0.399,185,256,11.4068193647,38.2392937807
"030207010100110047","030207010100110",38,53,95,284,95,"300-400",158,147,1329,377,915,3,110,323,2545,12,9,1,1,3,1,1,1,4,786,524,18,961,524,18,43,0.444,186,258,35,0.399,185,256,11.4068193647,38.2392937807
"030207010100110058","030207010100110",38,53,95,285,95,"300-400",158,147,1329,377,915,3,110,323,2545,13,9,1,1,3,1,1,1,4,786,524,18,961,523,18,43,0.444,186,258,35,0.399,185,256,11.4068193647,38.2392937807
"030207010100110069","030207010100110",39,52,94,284,94,"400-500",158,147,1329,377,915,0,110,323,2558,11,9,1,1,3,1,1,1,4,788,525,18,966,527,18,43,0.444,186,258,35,0.399,185,256,11.4068193647,38.2392937807
"030207010100110080","030207010100110",38,53,94,284,94,"300-400",158,147,1329,377,915,2,110,323,2552,12,9,1,1,3,1,1,1,4,788,525,18,966,527,18,43,0.444,186,258,35,0.399,185,256,11.4068193647,38.2392937807
"030207010100110091","030207010100110",38,53,95,285,95,"100-200",158,147,1329,377,915,3,110,323,2533,13,9,1,1,3,1,1,1,4,786,524,18,960,523,18,43,0.444,186,258,35,0.399,185,256,11.4068193647,38.2392937807
"030207010100110102","030207010100110",38,53,95,284,95,"300-400",158,147,1329,377,915,3,110,323,2551,11,9,1,1,3,1,1,1,4,787,524,18,962,524,18,43,0.444,186,258,35,0.399,185,256,11.4068193647,38.2392937807
"030207010100110113","030207010100110",38,53,95,284,95,"300-400",158,147,1329,377,915,3,110,323,2539,11,9,1,1,3,1,1,1,4,786,524,18,961,523,18,43,0.444,186,258,35,0.399,185,256,11.4068193647,38.2392937807
"030207010100110124","030207010100110",38,53,95,285,95,"100-200",158,147,1329,377,915,3,110,323,2545,12,9,1,1,3,1,1,1,4,786,524,18,960,523,18,43,0.444,186,258,35,0.399,185,256,11.4068193647,38.2392937807
"030207010100110135","030207010100110",38,53,95,284,95,"300-400",158,147,1329,377,915,3,110,323,2551,11,9,1,1,3,1,1,1,4,787,524,18,962,524,18,43,0.444,186,258,35,0.399,185,256,11.4068193647,38.2392937807
"030207010100110146","030207010100110",38,53,95,285,95,"100-200",158,147,1329,377,915,3,110,323,2535,12,9,1,1,3,1,1,1,4,786,523,18,959,522,18,43,0.444,186,258,35,0.399,185,256,11.4068193647,38.2392937807
"030207010100110157","030207010100110",38,53,95,285,95,"100-200",158,147,1329,377,915,3,110,323,2535,12,9,1,1,3,1,1,1,4,786,524,18,960,523,18,43,0.444,186,258,35,0.399,185,256,11.4068193647,38.2392937807
"030207088803703003","030207088803703",45,52,107,300,107,"100-200",164,154,1255,357,863,0,110,323,2438,12,9,1,1,2,2,1,1,4,756,512,18,873,469,19,43,0.444,186,258,35,0.399,185,256,11.2385732357,38.311340877
"030207088803703008","030207088803703",39,54,99,289,99,"100-200",159,149,1302,371,898,0,110,323,2557,12,9,1,1,2,2,1,1,4,766,510,18,906,483,19,43,0.444,186,258,35,0.399,185,256,11.3772201358,38.278018676
"030207088803703019","030207088803703",45,51,105,298,105,"100-200",167,157,1244,355,858,0,110,323,2437,11,9,1,1,2,2,1,1,4,760,512,18,883,474,19,43,0.444,186,258,35,0.399,185,256,11.2385732357,38.311340877
"030207088803703035","030207088803703",46,53,107,300,107,"100-200",167,157,1237,353,853,0,110,323,2400,12,9,1,1,2,2,1,1,4,754,510,18,866,466,19,43,0.444,186,258,35,0.399,185,256,11.2385732357,38.311340877
"030207088803703051","030207088803703",46,53,107,300,107,"100-200",167,157,1237,353,853,0,110,323,2429,12,9,1,1,2,2,1,1,4,753,510,18,863,464,19,43,0.444,186,258,35,0.399,185,256,11.2385732357,38.311340877
"030207088803703066","030207088803703",46,53,107,300,107,"100-200",167,157,1237,353,853,0,110,323,2414,13,9,1,1,2,2,1,1,4,753,510,18,865,465,19,43,0.444,186,258,35,0.399,185,256,11.2385732357,38.311340877
"030207088803703081","030207088803703",45,53,107,301,107,"100-200",166,156,1244,354,856,0,110,323,2427,12,9,1,1,2,2,1,1,4,755,512,18,869,467,19,43,0.444,186,258,35,0.399,185,256,11.2385732357,38.311340877
"030207088803703096","030207088803703",45,53,107,301,107,"100-200",166,156,1244,354,856,0,110,323,2397,11,9,1,1,2,2,1,1,4,754,512,18,868,466,19,43,0.444,186,258,35,0.399,185,256,11.2385732357,38.311340877
"030207088803703111","030207088803703",45,53,108,301,108,"100-200",180,170,1160,336,805,0,110,323,2361,11,14,1,1,2,2,1,1,4,754,512,18,867,466,19,43,0.444,186,258,35,0.399,185,256,11.2385732357,38.311340877
"030207088803703126","030207088803703",45,52,107,301,107,"100-200",166,156,1244,354,856,0,110,323,2422,13,9,1,1,2,2,1,1,4,756,513,18,872,468,19,43,0.444,186,258,35,0.399,185,256,11.2385732357,38.311340877
"030207088803703141","030207088803703",45,52,108,301,108,"100-200",165,155,1249,355,859,0,110,323,2407,11,9,1,1,2,2,1,1,4,755,513,18,870,467,19,43,0.444,186,258,35,0.399,185,256,11.2385732357,38.311340877
"030209010100104006","030209010100104",0,21,29,200,29,"500-1000",192,183,1284,397,933,33,20,323,1941,14,3,1,1,1,1,1,1,1,1009,696,18,1413,847,17,43,0.444,186,258,35,0.399,185,256,11.7869471206,37.5908030302
"030209010100104020","030209010100104",0,21,29,200,29,"500-1000",192,183,1284,397,933,33,20,323,1941,14,3,1,1,1,1,1,1,1,1009,696,18,1412,847,17,43,0.444,186,258,35,0.399,185,256,11.7869471206,37.5908030302
"030209010100104034","030209010100104",0,21,29,201,29,"500-1000",191,183,1292,398,936,30,20,323,1947,13,8,1,1,1,1,1,1,1,1009,696,18,1410,847,17,43,0.444,186,258,35,0.399,185,256,11.7869471206,37.5908030302
"030209010100104048","030209010100104",0,21,29,201,29,"500-1000",192,183,1284,397,933,30,20,323,1950,16,8,1,1,1,1,1,1,1,1008,695,18,1409,847,17,43,0.444,186,258,35,0.399,185,256,11.7869471206,37.5908030302
"030209010100104062","030209010100104",0,21,29,201,29,"500-1000",191,183,1292,398,936,30,20,323,1951,13,8,1,1,1,1,1,1,1,1009,696,18,1410,847,17,43,0.444,186,258,35,0.399,185,256,11.7869471206,37.5908030302
"030209010100104076","030209010100104",0,21,29,201,29,"500-1000",191,183,1292,398,936,33,20,323,1944,13,8,1,1,1,1,1,1,1,1009,696,18,1411,847,17,43,0.444,186,258,35,0.399,185,256,11.7869471206,37.5908030302
"030209010100104090","030209010100104",0,21,29,200,29,"500-1000",192,183,1284,397,933,33,20,323,1941,14,3,1,1,1,1,1,1,1,1009,696,18,1413,847,17,43,0.444,186,258,35,0.399,185,256,11.7869471206,37.5908030302
"030209010100104132","030209010100104",0,21,29,201,29,"500-1000",192,183,1284,397,933,30,20,323,1950,16,8,1,1,1,1,1,1,1,1008,695,18,1409,847,17,43,0.444,186,258,35,0.399,185,256,11.7869471206,37.5908030302
"030209010100104146","030209010100104",0,21,29,200,29,"500-1000",191,183,1292,398,936,33,20,323,1942,13,8,1,1,1,1,1,1,1,1010,696,18,1414,847,17,43,0.444,186,258,35,0.399,185,256,11.7869471206,37.5908030302
"030209088800708006","030209088800708",10,26,26,210,26,"100-200",183,174,1349,406,963,13,110,323,2092,13,9,1,1,1,1,1,1,1,1003,696,18,1239,837,17,43,0.444,186,258,35,0.399,185,256,11.6890721348,37.6074550557
"030209088800708018","030209088800708",10,26,26,210,26,"100-200",185,176,1337,405,959,13,110,323,2103,13,9,1,1,1,1,1,1,1,1003,696,18,1238,837,17,43,0.444,186,258,35,0.399,185,256,11.6890721348,37.6074550557
"030209088800708024","030209088800708",10,26,26,210,26,"100-200",183,174,1349,406,963,13,110,323,2092,13,9,1,1,1,1,1,1,1,1003,696,18,1238,837,17,43,0.444,186,258,35,0.399,185,256,11.6890721348,37.6074550557
"030209088800708042","030209088800708",10,26,26,210,26,"100-200",183,173,1348,405,961,19,20,323,2110,12,9,1,1,1,1,1,1,1,1002,695,18,1237,837,17,43,0.444,186,258,35,0.399,185,256,11.6890721348,37.6074550557
"030209088800708060","030209088800708",10,26,26,210,26,"100-200",183,173,1351,406,964,18,20,323,2090,12,9,1,1,1,1,1,1,1,1002,695,18,1236,837,17,43,0.444,186,258,35,0.399,185,256,11.6890721348,37.6074550557
"030209088800708066","030209088800708",10,26,26,210,26,"100-200",183,174,1349,406,963,18,20,323,2086,14,9,1,1,1,1,1,1,1,1002,695,18,1236,837,17,43,0.444,186,258,35,0.399,185,256,11.6890721348,37.6074550557
"030209088800708079","030209088800708",10,26,26,210,26,"100-200",183,173,1351,406,964,18,20,323,2087,12,9,1,1,1,1,1,1,1,1002,695,18,1236,837,17,43,0.444,186,258,35,0.399,185,256,11.6890721348,37.6074550557
"030209088800708097","030209088800708",10,26,26,211,26,"200-300",183,173,1351,406,964,18,20,323,2084,12,9,1,1,1,1,1,1,1,1002,695,18,1236,837,17,43,0.444,186,258,35,0.399,185,256,11.6890721348,37.6074550557
"030209088800708115","030209088800708",11,26,26,211,26,"200-300",183,173,1351,406,964,13,20,323,2076,12,9,1,1,1,1,1,1,1,1002,695,18,1235,837,17,43,0.444,186,258,35,0.399,185,256,11.6890721348,37.6074550557
"030209088800708133","030209088800708",10,26,26,210,26,"100-200",183,174,1349,406,963,18,20,323,2078,12,9,1,1,1,1,1,1,1,1002,695,18,1236,837,17,43,0.444,186,258,35,0.399,185,256,11.6890721348,37.6074550557
"030209088800708151","030209088800708",9,24,24,209,24,"100-200",189,181,1332,406,960,6,110,323,2000,12,8,1,1,1,1,1,1,1,1007,699,18,1251,834,17,43,0.444,186,258,35,0.399,185,256,11.6890721348,37.6074550557
"030209088800708169","030209088800708",1,9,9,205,9,"200-300",190,184,1390,420,999,35,20,323,1907,12,3,1,1,1,1,1,1,1,1026,725,18,1199,780,17,53,0.45,186,266,58,0.471,178,266,11.6158919435,37.4626255675
"030301088800204001","030301088800204",47,60,114,279,153,"50-100",180,176,878,277,624,23,110,322,2368,11,9,2,1,4,1,1,1,4,663,509,18,761,523,18,40,0.399,198,265,33,0.381,202,265,12.2543903131,38.6525748751
"030301088800204002","030301088800204",47,60,114,279,153,"50-100",180,176,878,277,624,23,110,322,2368,11,9,2,1,4,1,1,1,4,664,509,18,761,523,18,40,0.399,198,265,33,0.381,202,265,12.2543903131,38.6525748751
"030301088800204010","030301088800204",44,60,111,283,154,"100-200",163,160,930,295,662,43,30,322,2471,12,9,2,1,4,1,1,1,4,664,506,18,764,516,18,40,0.399,198,265,33,0.381,202,265,12.2543903131,38.6525748751
"030301088800204021","030301088800204",47,60,114,279,153,"50-100",180,176,878,277,624,23,110,322,2379,12,9,2,1,4,1,1,1,4,663,509,18,761,523,18,40,0.399,198,265,33,0.381,202,265,12.2543903131,38.6525748751
"030301088800204030","030301088800204",47,60,114,280,154,"50-100",171,167,905,287,644,25,110,322,2358,11,9,2,1,4,1,1,1,4,662,508,18,760,522,18,40,0.399,198,265,33,0.381,202,265,12.2543903131,38.6525748751
"030301088800204040","030301088800204",47,60,114,280,154,"50-100",171,167,905,287,644,33,30,322,2367,12,9,2,1,4,1,1,1,4,662,508,18,760,522,18,40,0.399,198,265,33,0.381,202,265,12.2543903131,38.6525748751
"030301088800204049","030301088800204",47,60,114,280,154,"50-100",171,167,905,287,644,33,30,322,2367,12,9,2,1,4,1,1,1,4,663,508,18,760,522,18,40,0.399,198,265,33,0.381,202,265,12.2543903131,38.6525748751
"030301088800204058","030301088800204",47,60,114,280,154,"50-100",171,167,905,287,644,33,30,322,2377,11,9,2,1,4,1,1,1,4,663,508,18,760,521,18,40,0.399,198,265,33,0.381,202,265,12.2543903131,38.6525748751
"030301088800204067","030301088800204",47,60,114,280,154,"50-100",171,167,905,287,644,33,30,322,2361,11,9,2,1,4,1,1,1,4,663,508,18,761,522,18,40,0.399,198,265,33,0.381,202,265,12.2543903131,38.6525748751
"030301088800204076","030301088800204",47,60,114,279,153,"50-100",180,176,878,277,624,23,110,322,2360,10,9,2,1,4,1,1,1,4,663,509,18,761,523,18,40,0.399,198,265,33,0.381,202,265,12.2543903131,38.6525748751
"030301088800204085","030301088800204",46,60,113,281,154,"50-100",169,166,907,288,646,25,20,322,2389,12,9,2,1,4,1,1,1,4,662,507,18,759,520,18,40,0.399,198,265,33,0.381,202,265,12.2543903131,38.6525748751
"030302010100108012","030302010100108",0,15,21,242,248,">20000",212,223,863,200,430,0,130,322,1629,14,13,1,1,2,2,1,1,4,555,394,19,345,230,20,40,0.399,198,265,33,0.381,202,265,12.0062359062,39.6076476069
"030302010100108025","030302010100108",0,15,21,241,248,">20000",212,223,863,200,430,0,130,322,1647,12,13,1,1,2,2,1,1,4,555,394,19,345,230,20,40,0.399,198,265,33,0.381,202,265,12.0062359062,39.6076476069
"030302010100108038","030302010100108",0,15,21,242,248,">20000",212,223,863,200,430,0,130,322,1636,13,13,1,1,2,2,1,1,4,555,394,19,345,230,20,40,0.399,198,265,33,0.381,202,265,12.0062359062,39.6076476069
"030302010100108051","030302010100108",0,15,21,242,247,">20000",212,223,863,200,430,0,130,322,1635,13,8,1,1,2,2,1,1,4,555,395,19,345,230,20,40,0.399,198,265,33,0.381,202,265,12.0062359062,39.6076476069
"030302010100108064","030302010100108",0,15,21,242,247,">20000",212,223,863,200,430,0,130,322,1627,14,8,1,1,2,2,1,1,4,555,395,19,345,230,20,40,0.399,198,265,33,0.381,202,265,12.0062359062,39.6076476069
"030302010100108077","030302010100108",0,15,21,242,247,">20000",212,223,863,200,430,0,130,322,1624,13,8,1,1,2,2,1,1,4,555,395,19,345,230,20,40,0.399,198,265,33,0.381,202,265,12.0062359062,39.6076476069
"030302010100108090","030302010100108",0,15,21,242,248,">20000",212,223,863,200,430,0,130,322,1624,13,8,1,1,2,2,1,1,4,555,394,19,345,230,20,40,0.399,198,265,33,0.381,202,265,12.0062359062,39.6076476069
"030302010100108103","030302010100108",1,15,21,242,248,">20000",212,223,863,200,430,0,130,322,1616,14,8,1,1,2,2,1,1,4,555,394,19,345,230,20,40,0.399,198,265,33,0.381,202,265,12.0062359062,39.6076476069
"030302010100108129","030302010100108",1,15,21,242,248,">20000",212,223,863,200,430,0,130,322,1615,15,8,1,1,2,2,1,1,4,555,394,19,345,230,20,40,0.399,198,265,33,0.381,202,265,12.0062359062,39.6076476069
"030302010100108142","030302010100108",1,15,22,242,248,">20000",212,223,863,200,430,0,130,322,1617,12,13,1,1,2,2,1,1,4,555,394,19,345,230,20,40,0.399,198,265,33,0.381,202,265,12.0062359062,39.6076476069
"030302010100108155","030302010100108",1,15,22,242,248,"100-200",212,223,863,200,430,0,130,322,1604,12,8,1,1,2,2,1,1,4,554,394,19,344,230,20,40,0.399,198,265,33,0.381,202,265,12.0062359062,39.6076476069
"030302088802104009","030302088802104",14,22,29,225,264,"100-200",207,220,886,198,427,4,130,322,1762,10,13,1,1,4,1,1,1,4,545,375,19,330,218,20,40,0.399,198,265,33,0.381,202,265,11.991803995,39.7800216474
"030302088802104016","030302088802104",14,23,29,225,264,"100-200",203,217,899,201,434,7,130,322,1764,12,13,1,1,4,1,1,1,4,545,375,19,330,218,20,40,0.399,198,265,33,0.381,202,265,11.991803995,39.7800216474
"030302088802104032","030302088802104",14,23,29,225,264,"100-200",203,216,902,202,437,18,20,322,1845,11,13,1,1,4,1,1,1,4,546,376,19,330,219,20,40,0.399,198,265,33,0.381,202,265,11.991803995,39.7800216474
"030302088802104047","030302088802104",14,23,29,225,264,"100-200",203,216,902,202,437,19,20,322,1854,10,13,1,1,4,1,1,1,4,546,376,19,330,219,20,40,0.399,198,265,33,0.381,202,265,11.991803995,39.7800216474
"030302088802104063","030302088802104",12,24,26,226,262,"100-200",205,218,892,201,433,32,30,322,1721,12,13,1,1,4,1,1,1,4,549,378,19,333,221,20,40,0.399,198,265,33,0.381,202,265,11.991803995,39.7800216474
"030302088802104078","030302088802104",14,23,29,225,264,"100-200",203,216,902,202,437,19,20,322,1854,10,13,1,1,4,1,1,1,4,546,376,19,330,219,20,40,0.399,198,265,33,0.381,202,265,11.991803995,39.7800216474
"030302088802104093","030302088802104",13,24,27,225,263,"100-200",201,215,907,204,442,34,20,322,1828,11,13,1,1,4,1,1,1,4,548,377,19,332,220,20,40,0.399,198,265,33,0.381,202,265,11.991803995,39.7800216474
"030302088802104108","030302088802104",13,24,27,225,263,"200-300",204,217,896,201,435,36,20,322,1730,12,13,1,1,4,1,1,1,4,548,377,19,332,221,20,40,0.399,198,265,33,0.381,202,265,11.991803995,39.7800216474
"030302088802104114","030302088802104",13,24,27,225,263,"200-300",201,215,907,204,442,38,20,322,1809,12,13,1,1,4,1,1,1,4,548,377,19,332,220,20,40,0.399,198,265,33,0.381,202,265,11.991803995,39.7800216474
"030302088802104127","030302088802104",12,25,27,225,263,"200-300",204,217,896,201,435,35,20,322,1749,11,13,1,1,4,1,1,1,4,548,378,19,332,221,20,40,0.399,198,265,33,0.381,202,265,11.991803995,39.7800216474
"030302088802104143","030302088802104",12,25,27,225,263,"200-300",204,217,896,201,435,35,20,322,1741,11,13,1,1,4,1,1,1,4,548,378,19,332,221,20,40,0.399,198,265,33,0.381,202,265,11.991803995,39.7800216474
"030302088802104162","030302088802104",12,24,27,225,263,"200-300",204,217,896,201,435,37,30,322,1720,15,13,1,1,4,1,1,1,4,549,378,19,333,221,20,40,0.399,198,265,33,0.381,202,265,11.991803995,39.7800216474
"030303088802404006","030303088802404",6,32,32,273,215,"100-200",144,153,855,286,588,0,110,322,2648,11,9,1,1,4,1,1,1,4,584,405,18,607,265,18,40,0.399,198,265,33,0.381,202,265,11.991048262,39.3570736517
"030303088802404022","030303088802404",5,32,32,272,216,"100-200",152,162,786,262,540,0,110,322,2695,12,9,1,1,4,1,1,1,4,585,406,18,610,265,18,40,0.399,198,265,33,0.381,202,265,11.991048262,39.3570736517
