"","zone","state","lga","sector","ea","hhid","plotid","s11aq4a","s11aq4b","s11aq4c","s11aq4d","s11aq5c","s11aq6"
"1",4,1,115,1,670,10005,1,1000,1,"",567.9,301,2
"2",4,1,104,2,1364,10011,1,500,3,"",443,2101,1
"3",4,1,104,2,1364,10011,2,550,3,"",423.1,2102,1
"4",4,1,104,2,1364,10012,1,2000,3,"",1703.7,901,2
"5",4,1,104,2,1364,10013,1,950,1,"",213,601,1
"6",4,1,104,2,1364,10013,2,1000,3,"",173.2,602,1
"7",4,1,104,2,1364,10013,3,1100,1,"",880,603,1
"8",4,1,104,2,1364,10013,4,NA,NA,"",175,604,1
"9",4,1,104,2,1364,10014,1,NA,NA,"",423.1,1101,1
"10",4,1,104,2,1364,10015,1,480,3,"",431.6,401,1
"11",4,1,104,2,1364,10015,2,200,3,"",113.6,402,1
"12",4,1,104,2,1364,10016,1,220,3,"",354.9,2401,1
"13",4,1,104,2,1364,10016,2,140,1,"",1124,2402,1
"14",4,1,104,2,1364,10017,1,120,1,"",170,1901,1
"15",4,1,104,2,1364,10017,2,174,1,"",36.9,1902,1
"16",4,1,104,2,1364,10018,1,800,1,"",269.7,1601,2
"17",4,1,104,2,1364,10018,2,800,1,"",258.4,1602,2
"18",4,1,104,2,1364,10019,1,2000,1,"",266.9,1401,1
"19",4,1,104,2,1364,10019,2,2000,1,"",417.4,1402,1
"20",4,1,104,2,1364,10020,1,1000,1,"",NA,101,1
"21",4,1,104,2,1364,10020,2,970,1,"",NA,102,1
"22",4,1,106,2,880,10021,1,1000,3,"",1201.5,401,1
"23",4,1,106,2,880,10021,2,500,3,"",497.1,402,1
"24",4,1,106,2,880,10021,3,1400,3,"",1320.8,403,1
"25",4,1,106,2,880,10021,4,1000,3,"",1158.9,404,2
"26",4,1,106,2,880,10022,1,4800,1,"",5351.5,1001,1
"27",4,1,106,2,880,10022,2,1500,3,"",497.1,1002,2
"28",4,1,106,2,880,10022,3,2000,3,"",1193,1003,2
"29",4,1,106,2,880,10023,1,1000,3,"",1025.4,301,2
"30",4,1,106,2,880,10023,2,1050,3,"",93.7,302,1
"31",4,1,106,2,880,10023,3,2000,3,"",832.3,303,1
"32",4,1,106,2,880,10024,1,1500,1,"",1320.8,1301,1
"33",4,1,106,2,880,10024,2,1000,3,"",806.7,1302,1
"34",4,1,106,2,880,10024,3,NA,NA,"",573.4,1303,1
"35",4,1,106,2,880,10025,1,1000,1,"",250,701,1
"36",4,1,106,2,880,10025,2,1200,3,"",766.9,702,1
"37",4,1,106,2,880,10025,3,1200,1,"",386.3,703,1
"38",4,1,106,2,880,10025,4,NA,NA,"",285,704,1
"39",4,1,106,2,880,10026,1,1000,1,"",2371.8,201,1
"40",4,1,106,2,880,10026,2,800,3,"",394.8,202,1
"41",4,1,106,2,880,10026,3,1200,1,"",1556.6,203,1
"42",4,1,106,2,880,10027,1,4820,3,"",434.6,901,2
"43",4,1,106,2,880,10027,2,2100,1,"",201.2,902,2
"44",4,1,106,2,880,10027,3,1555,1,"",181.8,903,2
"45",4,1,106,2,880,10027,4,2500,3,"",119.3,904,2
"46",4,1,106,2,880,10027,5,NA,8,"",119.4,905,2
"47",4,1,106,2,880,10029,1,600,2,"",295.4,601,2
"48",4,1,106,2,880,10029,2,500,2,"",133.5,602,2
"49",4,1,106,2,880,10029,3,1000,1,"",707.3,603,2
"50",4,1,106,2,880,10030,1,2000,1,"",403.3,801,2
"51",4,1,106,2,880,10030,2,2500,1,"",536.9,802,2
"52",4,1,111,1,1146,10034,1,800,3,"",198.9,NA,2
"53",4,1,111,1,1146,10039,1,100,1,"",62.5,2201,2
"54",4,1,107,2,1044,10061,1,7600,3,"",823.8,801,1
"55",4,1,107,2,1044,10061,2,4120,3,"",250,802,1
"56",4,1,107,2,1044,10061,3,2400,3,"",153.4,803,1
"57",4,1,107,2,1044,10061,4,NA,NA,"",275.5,804,1
"58",4,1,107,2,1044,10062,1,620,1,"",660.9,201,1
"59",4,1,107,2,1044,10062,2,740,1,"",761.3,202,1
"60",4,1,107,2,1044,10062,3,950,1,"",812.4,203,1
"61",4,1,107,2,1044,10062,4,600,1,"",627.8,204,1
"62",4,1,107,2,1044,10062,5,NA,NA,"",NA,205,1
"63",4,1,107,2,1044,10063,1,3000,3,"",3283.8,1201,2
"64",4,1,107,2,1044,10063,2,900,3,"",1133.4,1202,2
"65",4,1,107,2,1044,10063,3,750,3,"",855,1203,2
"66",4,1,107,2,1044,10063,4,NA,NA,"",130.7,1204,2
"67",4,1,107,2,1044,10064,1,1000,1,"",1213,901,2
"68",4,1,107,2,1044,10064,2,900,3,"",1187.4,902,2
"69",4,1,107,2,1044,10064,3,1000,3,"",1590.8,903,2
"70",4,1,107,2,1044,10065,1,300,1,"",446,601,1
"71",4,1,107,2,1044,10065,2,300,3,"",360.8,602,1
"72",4,1,107,2,1044,10065,3,500,3,"",56.8,603,1
"73",4,1,107,2,1044,10066,1,1000,1,"",2599.3,801,2
"74",4,1,107,2,1044,10066,2,700,1,"",244.3,802,2
"75",4,1,107,2,1044,10066,3,950,1,"",1576.2,803,2
"76",4,1,107,2,1044,10066,4,NA,1,"",265.2,804,2
"77",4,1,107,2,1044,10067,1,1000,1,"",227.3,501,1
"78",4,1,107,2,1044,10067,2,1500,1,"",1542.5,502,1
"79",4,1,107,2,1044,10067,3,1200,1,"",551.1,503,1
"80",4,1,107,2,1044,10067,4,NA,1,"",230.1,504,1
"81",4,1,107,2,1044,10068,1,1500,1,"",234.36,401,1
"82",4,1,107,2,1044,10068,2,1200,1,"",534.1,402,1
"83",4,1,107,2,1044,10068,3,NA,NA,"",232.2,403,1
"84",4,1,107,2,1044,10069,1,2000,1,"",1176.1,101,1
"85",4,1,107,2,1044,10069,2,1000,1,"",605.1,102,1
"86",4,1,107,2,1044,10069,3,1000,1,"",579.5,103,1
"87",4,1,107,2,1044,10070,1,700,1,"",323.8,1301,2
"88",4,1,107,2,1044,10070,2,1000,1,"",582.3,1302,2
"89",4,1,107,2,1044,10070,3,2000,1,"",1068.1,1302,2
"90",4,1,117,2,560,10071,1,1000,1,"",28.4,301,1
"91",4,1,117,2,560,10071,2,1000,1,"",85.1,302,1
"92",4,1,117,2,560,10071,3,1000,1,"",468.2,303,1
"93",4,1,117,2,560,10071,4,NA,NA,"",482.4,304,1
"94",4,1,117,2,560,10072,1,1000,1,"",102.2,1601,1
"95",4,1,117,2,560,10072,2,1200,1,"",1058.4,1602,1
"96",4,1,117,2,560,10072,3,NA,NA,"",73.8,1603,1
"97",4,1,117,2,560,10073,1,80,3,"",76.6,601,1
"98",4,1,117,2,560,10073,2,40,3,"",22.3,602,1
"99",4,1,117,2,560,10074,1,100,1,"",127.7,101,1
"100",4,1,117,2,560,10074,2,50,NA,"",36.9,102,1
"101",4,1,117,2,560,10074,3,250,3,"",329.2,103,1
"102",4,1,117,2,560,10075,1,551,1,"",195.8,1501,1
"103",4,1,117,2,560,10075,2,400,1,"",73.8,1502,1
"104",4,1,117,2,560,10075,3,NA,NA,"",459.7,1503,1
"105",4,1,117,2,560,10076,1,100,1,"",105,901,1
"106",4,1,117,2,560,10076,2,120,1,"",578.9,902,1
"107",4,1,117,2,560,10076,3,130,1,"",198.6,903,1
"108",4,1,117,2,560,10076,4,85,1,"",360.4,904,1
"109",4,1,117,2,560,10076,5,NA,NA,"",265.1,905,1
"110",4,1,117,2,560,10077,1,120,1,"",102.2,701,1
"111",4,1,117,2,560,10077,2,100,1,"",90.8,702,1
"112",4,1,117,2,560,10078,1,2000,1,"",187.3,201,1
"113",4,1,117,2,560,10078,2,2000,1,"",394.4,202,1
"114",4,1,117,2,560,10079,1,800,1,"",39.7,801,2
"115",4,1,117,2,560,10079,2,1500,1,"",124.9,802,2
"116",4,1,117,2,560,10079,3,1000,1,"",110.7,803,2
"117",4,1,117,2,560,10079,4,900,NA,"",53.9,804,2
"118",4,1,117,2,560,10080,1,800,1,"",90.8,1001,1
"119",4,1,117,2,560,10080,2,800,1,"",85.1,1002,1
"120",4,1,117,2,560,10080,3,600,1,"",59.6,1003,1
"121",4,1,117,2,560,10080,4,300,1,"",17,1004,1
"122",4,1,110,2,76,10081,1,586,1,"",692.6,1901,1
"123",4,1,110,2,76,10081,2,120,1,"",85.2,1902,1
"124",4,1,110,2,76,10081,3,NA,NA,"",1654.8,1903,1
"125",4,1,110,2,76,10082,1,750,1,"",847.8,101,1
"126",4,1,110,2,76,10082,2,1561,1,"",1521.4,102,1
"127",4,1,110,2,76,10082,3,455,1,"",570.5,103,1
"128",4,1,110,2,76,10084,1,1500,3,"",1087.1,2501,1
"129",4,1,110,2,76,10084,2,450,3,"",334.9,2502,1
"130",4,1,110,2,76,10084,3,340,3,"",286.7,2503,1
"131",4,1,110,2,76,10085,1,300,1,"",343.4,701,1
"132",4,1,110,2,76,10085,2,400,3,"",479.7,702,1
"133",4,1,110,2,76,10086,1,1000,1,"",814.6,1601,2
"134",4,1,110,2,76,10087,1,1200,1,"",283.8,4001,1
"135",4,1,110,2,76,10087,2,1000,1,"",110.1,4002,1
"136",4,1,110,2,76,10087,3,1100,1,"",292.4,4003,1
"137",4,1,110,2,76,10087,4,1100,3,"",94.5,4004,1
"138",4,1,110,2,76,10088,1,1000,1,"",943.4,1001,2
"139",4,1,110,2,76,10088,2,980,1,"",678.4,1002,2
"140",4,1,110,2,76,10088,3,900,1,"",1044.5,1003,2
"141",4,1,105,2,638,10091,1,2000,1,"",186.2,1801,1
"142",4,1,105,2,638,10091,2,2000,1,"",2738.1,1802,1
"143",4,1,105,2,638,10091,3,2000,1,"",852.1,1803,1
"144",4,1,105,2,638,10092,1,1000,1,"",164.7,1101,1
"145",4,1,105,2,638,10092,2,800,1,"",150.5,1102,1
"146",4,1,105,2,638,10093,1,1000,1,"",397.6,201,1
"147",4,1,105,2,638,10094,1,1000,1,"",116.5,701,1
"148",4,1,105,2,638,10094,2,1200,1,"",741.3,702,1
"149",4,1,105,2,638,10094,3,1200,1,"",1008.3,703,1
"150",4,1,105,2,638,10095,1,640,NA,"",534.8,1301,1
"151",4,1,105,2,638,10095,2,25,NA,"",244.3,1301,1
"152",4,1,105,2,638,10096,1,840,1,"",536.8,501,2
"153",4,1,105,2,638,10096,2,70,3,"",372.1,502,2
"154",4,1,105,2,638,10096,3,486,1,"",386.3,503,3
"155",4,1,105,2,638,10096,4,3100,1,"",249.4,504,3
"156",4,1,105,2,638,10096,5,1032,1,"",690.2,505,3
"157",4,1,105,2,638,10097,1,270,1,"",321,1401,2
"158",4,1,105,2,638,10097,2,115,1,"",531.1,1402,2
"159",4,1,105,2,638,10099,1,500,3,"",514.1,401,1
"160",4,1,105,2,638,10099,2,3000,3,"",2968.1,402,1
"161",4,1,105,2,638,10099,3,200,3,"",79.5,403,1
"162",4,1,105,2,638,10100,1,2540,1,"",1474.1,1701,2
"163",4,1,105,2,638,10100,2,800,1,"",355,1702,2
"164",4,1,108,2,904,10102,1,120,1,"",1226.3,1201,1
"165",4,1,108,2,904,10102,2,100,1,"",496.98,1202,1
"166",4,1,108,2,904,10102,3,130,1,"",493.9,1203,1
"167",4,1,108,2,904,10102,4,NA,NA,"",766.4,1204,1
"168",4,1,108,2,904,10103,1,950,1,"",283.9,2301,1
"169",4,1,108,2,904,10103,2,1000,1,"",272.5,2302,1
"170",4,1,108,2,904,10103,3,870,1,"",715.3,2303,1
"171",4,1,108,2,904,10103,4,1200,1,"",496.8,2304,1
"172",4,1,108,2,904,10103,5,NA,NA,"",224.3,2305,1
"173",4,1,108,2,904,10105,1,300,3,"",184.5,701,1
"174",4,1,108,2,904,10106,1,200,3,"",193,2101,1
"175",4,1,108,2,904,10106,2,500,3,"",474,2102,1
"176",4,1,108,2,904,10106,3,400,3,"",349.1,2103,1
"177",4,1,108,2,904,10106,4,400,3,"",496.8,2104,1
"178",4,1,108,2,904,10107,1,2000,1,"",928.2,301,1
"179",4,1,108,2,904,10107,2,2500,1,"",1249,302,1
"180",4,1,108,2,904,10107,3,2500,1,"",1522.7,303,1
"181",4,1,108,2,904,10107,4,NA,NA,"",695.5,304,1
"182",4,1,108,2,904,10108,1,820,1,"",547.9,1801,1
"183",4,1,108,2,904,10108,2,533,1,"",474,1802,1
"184",4,1,108,2,904,10109,1,935,1,"",195.9,3201,2
"185",4,1,108,2,904,10109,2,NA,NA,"",284.2,3202,2
"186",4,1,108,2,904,10110,1,600,1,"",235.6,1401,1
"187",4,1,108,2,904,10110,2,800,1,"",317.9,1402,1
"188",2,2,209,2,1040,20001,1,11,6,"",9757,401,1
"189",2,2,209,2,1040,20001,2,11,6,"",1623,402,1
"190",2,2,209,2,1040,20001,3,11,6,"",8843,403,1
"191",2,2,209,2,1040,20002,1,1,5,"",5068.3,901,2
"192",2,2,209,2,1040,20002,2,1,6,"",2683.2,902,2
"193",2,2,209,2,1040,20002,3,1,5,"",1077.02,903,2
"194",2,2,209,2,1040,20002,4,0.699999988079071,5,"",2536.9,904,2
"195",2,2,209,2,1040,20002,5,0.5,6,"",1535.6,905,2
"196",2,2,209,2,1040,20003,1,1,1,"",1724.1,1701,1
"197",2,2,209,2,1040,20003,2,2,1,"",3088.2,1702,1
"198",2,2,209,2,1040,20003,3,62,2,"",2522.9,1703,1
"199",2,2,209,2,1040,20004,1,689,5,"",3071.05,1201,1
"200",2,2,209,2,1040,20004,2,432,5,"",2104.03,1202,3
"201",2,2,209,2,1040,20005,1,2,5,"",8030.2,101,2
"202",2,2,209,2,1040,20005,2,1,5,"",1690.5,102,2
"203",2,2,209,2,1040,20005,3,0.5,5,"",531.6,103,7
"204",2,2,209,2,1040,20005,4,1,5,"",2621.3,104,7
"205",2,2,209,2,1040,20005,5,53,2,"",2258.5,105,7
"206",2,2,209,2,1040,20006,1,76,2,"",5400.2,1401,3
"207",2,2,209,2,1040,20006,2,1,4,"",1054.7,1402,3
"208",2,2,209,2,1040,20007,1,681,5,"",1339.09,2201,1
"209",2,2,209,2,1040,20008,1,80,2,"",981,601,1
"210",2,2,209,2,1040,20008,2,160,2,"",2337.3,602,1
"211",2,2,209,2,1040,20009,1,66,2,"",3588.9,2001,1
"212",2,2,209,2,1040,20009,2,1,5,"",2508.8,2002,5
"213",2,2,209,2,1040,20009,3,3,5,"",6423.9,2003,7
"214",2,2,209,2,1040,20010,1,1208,5,"",4688.05,3601,1
"215",2,2,201,2,60,20021,1,1,6,"",1001.2,101,1
"216",2,2,201,2,60,20021,2,1,4,"",635.6,102,2
"217",2,2,201,2,60,20021,3,2,4,"",534.7,103,3
"218",2,2,201,2,60,20021,4,8,4,"",731.2,104,4
"219",2,2,201,2,60,20022,1,2,6,"",532.6,501,1
"220",2,2,201,2,60,20022,2,26,2,"",2359,502,1
"221",2,2,201,2,60,20023,1,6,5,"",1101.4,1301,1
"222",2,2,201,2,60,20023,2,3,5,"",1304.6,1302,1
"223",2,2,201,2,60,20027,1,1,6,"",1516,101,1
"224",2,2,201,2,60,20028,1,80,2,"",532.6,1801,1
"225",2,2,201,2,60,20028,2,30,2,"",1502.2,1802,1
"226",2,2,201,2,60,20028,3,700,3,"",2359,1803,1
"227",2,2,201,2,60,20029,1,50,2,"",1241.9,NA,1
"228",2,2,201,2,60,20029,2,2,6,"",6452.1,NA,2
"229",2,2,201,2,60,20029,3,1,6,"",3415.8,NA,3
"230",2,2,216,2,200,20031,1,2,6,"",5537.9,1601,1
"231",2,2,216,2,200,20031,2,3,6,"",26814,1602,1
"232",2,2,216,2,200,20031,3,2,6,"",5490.5,1603,1
"233",2,2,216,2,200,20032,1,2,6,"",9430.5,3201,1
"234",2,2,216,2,200,20032,2,8,6,"",9856.3,3202,1
"235",2,2,216,2,200,20032,3,1,6,"",5636.5,3203,2
"236",2,2,216,2,200,20032,4,1,6,"",461.2,3204,1
"237",2,2,216,2,200,20033,1,2,6,"",2898.4,401,1
"238",2,2,216,2,200,20033,2,1,6,"",2870.3,402,1
"239",2,2,216,2,200,20033,3,2,6,"",2128.41,403,1
"240",2,2,216,2,200,20033,4,3,6,"",1880.49,404,1
"241",2,2,216,2,200,20034,1,300,2,"",64035,3501,1
"242",2,2,216,2,200,20034,2,400,2,"",8,3502,1
"243",2,2,216,2,200,20034,3,250,2,"",76035,3503,1
"244",2,2,216,2,200,20035,1,2,5,"",4209.8,101,1
"245",2,2,216,2,200,20035,2,3,5,"",12238,102,1
"246",2,2,216,2,200,20036,1,1,5,"",NA,1001,1
"247",2,2,216,2,200,20036,2,1,5,"",NA,1002,1
"248",2,2,216,2,200,20036,3,1,6,"",NA,1003,1
"249",2,2,216,2,200,20037,1,1,6,"",8743.3,1901,1
"250",2,2,216,2,200,20037,2,2,6,"",9841.5,1902,1
"251",2,2,216,2,200,20037,3,1,6,"",7104.1,1903,1
"252",2,2,216,2,200,20038,1,1,6,"",1875,2201,1
"253",2,2,216,2,200,20038,2,1,5,"",2035,2202,1
"254",2,2,216,2,200,20039,1,170,NA,"",392.13,2601,1
"255",2,2,216,2,200,20039,2,180,NA,"",7603.5,2602,1
"256",2,2,216,2,200,20040,1,10,5,"",87368,701,1
"257",2,2,216,2,200,20040,2,4,5,"",21447,702,1
"258",2,2,216,2,200,20040,3,2,5,"",9723.9,703,1
"259",2,2,203,2,1224,20041,1,4,5,"",2673.3,701,1
"260",2,2,203,2,1224,20041,2,5,5,"",2368.5,702,1
"261",2,2,203,2,1224,20041,3,NA,NA,"",NA,NA,NA
"262",2,2,203,2,1224,20042,1,0.5,6,"",2316.5,1801,1
"263",2,2,203,2,1224,20042,2,1,6,"",3243.4,1802,1
"264",2,2,203,2,1224,20042,3,0.5,6,"",2806,1803,1
"265",2,2,203,2,1224,20043,1,3,5,"",2413.5,801,1
"266",2,2,203,2,1224,20043,2,4,5,"",1869.4,802,1
"267",2,2,203,2,1224,20044,1,2,6,"",1555.9,301,1
"268",2,2,203,2,1224,20044,2,4,5,"",2354.8,302,1
"269",2,2,203,2,1224,20044,3,2,5,"",2144.3,303,1
"270",2,2,203,2,1224,20044,4,1,5,"",3589.5,304,1
"271",2,2,203,2,1224,20044,5,5,5,"",2708.11,305,1
"272",2,2,203,2,1224,20044,6,4,5,"",2081.9,306,1
"273",2,2,203,2,1224,20045,1,2,5,"",5081.5,1201,1
"274",2,2,203,2,1224,20045,2,3,5,"",6774.9,1202,2
"275",2,2,203,2,1224,20045,3,2,5,"",4986.1,1203,1
"276",2,2,203,2,1224,20045,4,3,5,"",6952.7,1204,3
"277",2,2,203,2,1224,20046,1,2.5,5,"",1403,101,1
"278",2,2,203,2,1224,20046,2,3,5,"",1879,102,1
"279",2,2,203,2,1224,20046,3,4,5,"",2081,103,1
"280",2,2,203,2,1224,20046,4,1.5,5,"",1589.3,104,1
"281",2,2,203,2,1224,20047,1,10,5,"",2817.1,1601,1
"282",2,2,203,2,1224,20047,2,5,5,"",1306.5,1602,1
"283",2,2,203,2,1224,20047,3,6,5,"",1860.2,1603,1
"284",2,2,203,2,1224,20047,4,7,5,"",1846,1604,1
"285",2,2,203,2,1224,20048,1,260,2,"",1040,1401,1
"286",2,2,203,2,1224,20048,2,2,5,"",39258,1402,1
"287",2,2,203,2,1224,20049,1,3,6,"",2392.3,501,1
"288",2,2,203,2,1224,20049,2,1,6,"",4349.3,502,1
"289",2,2,203,2,1224,20049,3,2,6,"",2806,503,1
"290",2,2,203,2,1224,20050,1,1,6,"",2555.4,1001,1
"291",2,2,203,2,1224,20050,2,5,5,"",3407.2,1002,1
"292",2,2,203,2,1224,20050,3,3,5,"",3421.9,1003,2
"293",2,2,212,2,956,20051,1,3,5,"",3092.5,1601,1
"294",2,2,212,2,956,20051,2,4,5,"",3282.4,1602,1
"295",2,2,212,2,956,20052,1,1,6,"",4310.3,1501,1
"296",2,2,212,2,956,20053,1,1,5,"",4063.6,901,1
"297",2,2,212,2,956,20054,1,3,5,"",3871.5,1801,1
"298",2,2,212,2,956,20054,2,3,5,"",2982.2,1802,1
"299",2,2,212,2,956,20055,1,2,2,"",11853,NA,1
"300",2,2,212,2,956,20055,2,NA,NA,"",NA,NA,NA
"301",2,2,212,2,956,20056,1,3,5,"",3017.8,1,1
"302",2,2,212,2,956,20056,2,4,5,"",2879.3,2,1
"303",2,2,212,2,956,20057,1,1,6,"",2673.3,301,1
"304",2,2,212,2,956,20057,2,4,6,"",9462,301,1
"305",2,2,212,2,956,20058,1,1,5,"",5382.4,501,1
"306",2,2,212,2,956,20059,1,1,6,"",3870.5,101,1
"307",2,2,212,2,956,20059,2,1,6,"",2989.3,102,1
"308",2,2,212,2,956,20059,3,1,6,"",2301.2,103,1
"309",2,2,212,2,956,20059,4,1,2,"",2803,104,1
"310",2,2,212,2,956,20060,1,2,6,"",4063.6,1101,1
"311",2,2,210,2,1300,20061,1,1,6,"",3045.9,1301,1
"312",2,2,210,2,1300,20061,2,1,6,"",3450.9,1302,1
"313",2,2,210,2,1300,20061,3,1,6,"",2329.6,1303,1
"314",2,2,210,2,1300,20061,4,1,6,"",1936.4,1304,1
"315",2,2,210,2,1300,20061,5,1,6,"",2060,1305,1
"316",2,2,210,2,1300,20061,6,1,2,"",2632.5,1306,1
"317",2,2,210,2,1300,20062,1,2,6,"",9832.3,2101,1
"318",2,2,210,2,1300,20062,2,1,6,"",3410.2,2102,1
"319",2,2,210,2,1300,20062,3,2,6,"",10417,2103,1
"320",2,2,210,2,1300,20062,4,1,5,"",3431.7,2104,1
"321",2,2,210,2,1300,20063,1,1,6,"",2631.6,1801,1
"322",2,2,210,2,1300,20063,2,3,6,"",8461.3,1802,1
"323",2,2,210,2,1300,20063,3,2,6,"",5261.3,1803,1
"324",2,2,210,2,1300,20063,4,4,6,"",10512.3,1804,1
"325",2,2,210,2,1300,20064,1,3,5,"",3691.1,NA,1
"326",2,2,210,2,1300,20064,2,2,5,"",2841.3,NA,1
"327",2,2,210,2,1300,20064,3,2,5,"",2992.3,NA,1
"328",2,2,210,2,1300,20065,1,3,6,"",2180.4,2601,1
"329",2,2,210,2,1300,20065,2,4,6,"",3219.3,2602,1
"330",2,2,210,2,1300,20065,3,2,6,"",1920.5,2603,2
"331",2,2,210,2,1300,20066,1,2,6,"",6421.6,3101,1
"332",2,2,210,2,1300,20066,2,1.5,6,"",4230,3102,1
"333",2,2,210,2,1300,20066,3,2,5,"",4589.8,3103,1
"334",2,2,210,2,1300,20066,4,1,6,"",2992.3,3104,1
"335",2,2,210,2,1300,20066,5,2,5,"",2521.9,3105,1
"336",2,2,210,2,1300,20067,1,2,6,"",3106.6,201,1
"337",2,2,210,2,1300,20067,2,2,6,"",2834.2,202,1
"338",2,2,210,2,1300,20067,3,1,6,"",2995.4,203,1
"339",2,2,210,2,1300,20068,1,2,6,"",3141.3,501,1
"340",2,2,210,2,1300,20068,2,2,6,"",2994.1,501,2
"341",2,2,210,2,1300,20069,1,1,5,"",3130.1,1501,1
"342",2,2,210,2,1300,20069,2,1,6,"",5411.3,1502,1
"343",2,2,210,2,1300,20069,3,2,6,"",10832,1503,1
"344",2,2,210,2,1300,20070,1,1,6,"",4334.9,2301,1
"345",2,2,210,2,1300,20070,2,1,6,"",4461,2302,1
"346",2,2,210,2,1300,20070,3,2,5,"",8060.2,2303,1
"347",2,2,210,2,1300,20070,4,1,6,"",4209.4,2304,1
"348",2,2,210,2,1300,20070,5,1,6,"",3932.5,2305,1
"349",2,2,214,2,898,20072,1,7,6,"",6692,6701,1
"350",2,2,214,2,898,20073,1,1.5,5,"",1019.3,2601,1
"351",2,2,214,2,898,20074,1,4,6,"",1102,5801,1
"352",2,2,214,2,898,20075,1,4,6,"",8450.9,5301,1
"353",2,2,214,2,898,20077,1,4,5,"",3569,4001,1
"354",2,2,214,2,898,20080,1,1,6,"",2840,301,1
"355",2,2,215,1,8,20081,1,3,6,"",12035,401,1
"356",2,2,215,1,8,20082,1,1,6,"",2842,2801,1
"357",2,2,215,1,8,20082,2,1,6,"",2146.5,2802,1
"358",2,2,215,1,8,20082,3,1,6,"",2218.5,2803,1
"359",2,2,215,1,8,20082,4,1,5,"",1399.5,2804,1
"360",2,2,215,1,8,20082,5,1,6,"",2701.1,2805,1
"361",2,2,215,1,8,20083,1,1,5,"",926.5,1501,2
"362",2,2,215,1,8,20083,2,1,5,"",801.1,1502,2
"363",2,2,215,1,8,20083,3,1,6,"",1399.5,1503,2
"364",2,2,215,1,8,20085,1,15,5,"",65480,601,2
"365",2,2,215,1,8,20085,2,1,5,"",55525,602,2
"366",2,2,215,1,8,20086,1,0.300000011920929,6,"",18631,1701,1
"367",2,2,215,1,8,20088,1,5,5,"",12047,3101,1
"368",2,2,215,1,8,20089,1,1,6,"",NA,1,1
"369",2,2,215,1,8,20089,2,1,6,"",NA,2,1
"370",2,2,215,1,8,20090,1,1,6,"",4309.1,2601,1
"371",2,2,215,1,8,20090,2,1,5,"",2801.1,2602,1
"372",2,2,215,1,8,20090,3,1.5,6,"",5597.1,2603,2
"373",2,2,207,2,1302,20091,1,4,6,"",NA,101,1
"374",2,2,207,2,1302,20091,2,1,6,"",NA,102,1
"375",2,2,207,2,1302,20091,3,1,5,"",NA,103,1
"376",2,2,207,2,1302,20092,1,3,5,"",13605,501,1
"377",2,2,207,2,1302,20092,2,5,5,"",18307,502,1
"378",2,2,207,2,1302,20092,3,1,5,"",2267.9,503,2
"379",2,2,207,2,1302,20092,4,4,5,"",24767,504,1
"380",2,2,207,2,1302,20092,5,6,5,"",25323,505,1
"381",2,2,207,2,1302,20093,1,2,6,"",2551,1001,2
"382",2,2,207,2,1302,20093,2,3,6,"",3034,1002,1
"383",2,2,207,2,1302,20093,3,4,6,"",3934,1003,1
"384",2,2,207,2,1302,20094,1,1,5,"",4091.1,601,1
"385",2,2,207,2,1302,20094,2,1,5,"",5131.2,602,1
"386",2,2,207,2,1302,20095,1,3,5,"",3413.1,201,1
"387",2,2,207,2,1302,20095,2,2,5,"",2813,202,1
"388",2,2,207,2,1302,20096,1,1,5,"",552,1,1
"389",2,2,207,2,1302,20096,2,2,5,"",2345,2,1
"390",2,2,207,2,1302,20096,3,1,5,"",4288.07,3,1
"391",2,2,207,2,1302,20096,4,1,5,"",3215.5,4,1
"392",2,2,207,2,1302,20097,1,1,5,"",8552.2,1201,1
"393",2,2,207,2,1302,20097,2,2,5,"",9074.2,1202,1
"394",2,2,207,2,1302,20097,3,1,5,"",2813,1203,2
"395",2,2,207,2,1302,20098,1,6,6,"",10531,901,1
"396",2,2,207,2,1302,20098,2,3,6,"",5061.3,902,1
"397",2,2,207,2,1302,20098,3,2,6,"",4813,903,1
"398",2,2,207,2,1302,20098,4,3,6,"",8211.2,904,1
"399",2,2,207,2,1302,20098,5,2,6,"",4036.2,905,1
"400",2,2,207,2,1302,20098,6,1,6,"",3915,906,1
"401",2,2,207,2,1302,20099,1,1,5,"",2217.9,701,1
"402",2,2,207,2,1302,20100,1,2.5,NA,"",2480.9,401,1
"403",2,2,207,2,1302,20100,2,4,1,"",1043.5,402,1
"404",2,2,205,2,712,20101,1,3,6,"",7653,2801,1
"405",2,2,205,2,712,20101,2,1,6,"",3471,2802,1
"406",2,2,205,2,712,20102,1,10,5,"",7413.7,1901,1
"407",2,2,205,2,712,20102,2,15,5,"",8303.5,1902,1
"408",2,2,205,2,712,20102,3,20,5,"",19475,1903,1
"409",2,2,205,2,712,20102,4,15,5,"",12021,1904,2
"410",2,2,205,2,712,20102,5,4,5,"",4183.3,1905,1
"411",2,2,205,2,712,20102,6,10,5,"",12064,1906,1
"412",2,2,205,2,712,20102,7,8,5,"",5546.2,1907,3
"413",2,2,205,2,712,20102,8,10,5,"",11368,1908,8
"414",2,2,205,2,712,20103,1,1,6,"",4923.3,801,1
"415",2,2,205,2,712,20103,2,2,6,"",6689.3,802,1
"416",2,2,205,2,712,20103,3,2,6,"",4900,803,1
