zone,state,lga,sector,ea,hhid,plotid,s11cq1,s11cq2a,s11cq2b,s11cq2c,s11cq3a,s11cq3b,s11cq4a,s11cq4b,s11cq5a,s11cq5b,s11cq6,s11cq7a,s11cq7b,s11cq8a,s11cq8b,s11cq9,s11cq10,s11cq11a,s11cq11b,s11cq11c,s11cq12a,s11cq12b,s11cq13a,s11cq13b,s11cq14a,s11cq14b,s11cq15,s11cq16a,s11cq16b,s11cq17a,s11cq17b,s11cq18,s11cq19,s11cq20,s11cq21,s11cq22a,s11cq22b,s11cq23a,s11cq23b,s11cq24a,s11cq24b,s11cq24c,s11cq25,s11cq26,s11cq27,s11cq28a,s11cq28b,s11cq28c,s11cq28d,s11cq28e,s11cq28f,s11cq28g,s11cq29,s11cq30a,s11cq30b,s11cq30c,s11cq30d,s11cq30e,s11cq30f,s11cq30g,s11cq31a,s11cq31b,s11cq32,s11cq33,s11cq34
5,3,309,2,478,30040,2,2,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,,,2,2,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,,,2,2,NA,NA,,,NA,NA,NA,NA,,NA,2,2,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA
5,3,307,1,634,30043,1,2,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,,,2,2,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,,,2,2,NA,NA,,,NA,NA,NA,NA,,NA,2,2,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA
5,3,307,1,634,30043,2,2,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,,,2,2,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,,,2,2,NA,NA,,,NA,NA,NA,NA,,NA,2,2,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA
5,3,307,1,634,30045,1,2,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,,,2,2,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,,,2,2,NA,NA,,,NA,NA,NA,NA,,NA,2,2,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA
5,3,307,1,634,30045,2,2,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,,,2,2,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,,,2,2,NA,NA,,,NA,NA,NA,NA,,NA,2,2,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA
5,3,307,1,634,30045,3,2,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,,,2,2,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,,,2,2,NA,NA,,,NA,NA,NA,NA,,NA,2,2,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA
5,3,307,1,634,30047,1,2,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,,,2,2,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,,,2,2,NA,NA,,,NA,NA,NA,NA,,NA,2,2,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,2
5,3,307,1,634,30048,1,2,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,,,2,2,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,,,2,2,NA,NA,,,NA,NA,NA,NA,,NA,2,2,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA
5,3,307,1,634,30049,1,2,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,,,2,2,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,,,2,2,NA,NA,,,NA,NA,NA,NA,,NA,2,2,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA
5,3,307,1,634,30049,2,2,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,,,2,2,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,,,2,2,NA,NA,,,NA,NA,NA,NA,,NA,2,2,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA
5,3,321,2,364,30052,1,1,7,1,,N1,,1050,NA,0,0,2,NA,NA,,,2,2,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,,,2,2,NA,NA,,,NA,NA,NA,NA,,NA,2,2,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA
5,3,321,2,364,30054,1,2,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,,,2,2,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,,,2,2,NA,NA,,,NA,NA,NA,NA,,NA,2,2,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA
5,3,321,2,364,30054,2,2,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,,,2,2,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,,,2,2,NA,NA,,,NA,NA,NA,NA,,NA,2,2,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA
5,3,321,2,364,30056,1,2,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,,,2,2,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,,,2,2,NA,NA,,,NA,NA,NA,NA,,NA,2,2,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA
5,3,321,2,364,30056,2,2,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,,,2,2,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,,,2,2,NA,NA,,,NA,NA,NA,NA,,NA,2,2,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA
5,3,321,2,364,30057,1,2,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,,,1,2,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,,,1,2,NA,NA,,,NA,NA,NA,NA,,NA,2,2,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA
5,3,321,2,364,30057,2,2,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,,,1,2,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,,,1,2,NA,NA,,,NA,NA,NA,NA,,NA,2,2,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA
5,3,321,2,364,30058,1,2,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,,,2,2,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,,,2,2,NA,NA,,,NA,NA,NA,NA,,NA,2,2,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA
5,3,321,2,364,30058,2,2,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,,,2,2,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,,,2,2,NA,NA,,,NA,NA,NA,NA,,NA,2,2,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA
5,3,321,2,364,30059,1,2,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,,,2,2,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,,,2,2,NA,NA,,,NA,NA,NA,NA,,NA,1,2,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA
5,3,321,2,364,30059,2,2,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,,,2,2,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,,,2,2,NA,NA,,,NA,NA,NA,NA,,NA,1,2,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA
5,3,321,2,364,30059,3,2,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,,,2,2,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,,,2,2,NA,NA,,,NA,NA,NA,NA,,NA,1,2,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA
5,3,321,2,364,30060,1,2,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,,,2,2,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,,,2,2,NA,NA,,,NA,NA,NA,NA,,NA,2,2,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA
5,3,321,2,364,30060,2,2,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,,,2,2,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,,,2,2,NA,NA,,,NA,NA,NA,NA,,NA,2,2,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA
5,3,321,2,364,30060,3,2,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,,,2,2,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,,,2,2,NA,NA,,,NA,NA,NA,NA,,NA,2,2,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA
5,3,329,2,696,30061,1,2,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,,,2,2,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,,,2,2,NA,NA,,,NA,NA,NA,NA,,NA,2,2,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,2
5,3,329,2,696,30061,2,2,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,,,2,2,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,,,2,2,NA,NA,,,NA,NA,NA,NA,,NA,2,2,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,2
5,3,329,2,696,30062,1,2,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,,,2,2,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,,,2,2,NA,NA,,,NA,NA,NA,NA,,NA,2,2,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA
5,3,329,2,696,30063,1,2,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,,,2,2,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,,,2,2,NA,NA,,,NA,NA,NA,NA,,NA,2,2,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,2
5,3,329,2,696,30063,2,2,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,,,2,2,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,,,2,2,NA,NA,,,NA,NA,NA,NA,,NA,2,2,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,2
5,3,329,2,696,30063,3,2,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,,,2,2,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,,,2,2,NA,NA,,,NA,NA,NA,NA,,NA,2,2,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,2
5,3,329,2,696,30065,1,2,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,,,2,2,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,,,2,2,NA,NA,,,NA,NA,NA,NA,,NA,2,2,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,2
5,3,329,2,696,30067,1,2,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,,,2,2,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,,,2,2,NA,NA,,,NA,NA,NA,NA,,NA,2,2,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,2
5,3,329,2,696,30067,2,2,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,,,2,2,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,,,2,2,NA,NA,,,NA,NA,NA,NA,,NA,2,2,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,2
5,3,329,2,696,30069,1,2,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,,,2,2,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,,,2,2,NA,NA,,,NA,NA,NA,NA,,NA,2,2,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,2
5,3,329,2,696,30069,2,2,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,,,2,2,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,,,2,2,NA,NA,,,NA,NA,NA,NA,,NA,2,2,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,2
5,3,329,2,696,30069,3,2,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,,,2,2,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,,,2,2,NA,NA,,,NA,NA,NA,NA,,NA,2,2,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,2
5,3,329,2,696,30070,1,2,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,,,2,2,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,,,2,2,NA,NA,,,NA,NA,NA,NA,,NA,2,2,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,2
5,3,329,2,696,30070,2,2,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,,,2,2,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,,,2,2,NA,NA,,,NA,NA,NA,NA,,NA,2,2,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,2
5,3,323,2,580,30071,1,2,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,,,2,2,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,,,2,2,NA,NA,,,NA,NA,NA,NA,,NA,2,2,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA
5,3,323,2,580,30071,2,2,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,,,2,2,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,,,2,2,NA,NA,,,NA,NA,NA,NA,,NA,2,2,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,2
5,3,323,2,580,30072,1,2,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,,,2,2,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,,,2,2,NA,NA,,,NA,NA,NA,NA,,NA,2,2,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,2
5,3,323,2,580,30072,2,2,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,,,2,2,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,,,2,2,NA,NA,,,NA,NA,NA,NA,,NA,2,2,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,2
5,3,323,2,580,30073,1,2,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,,,2,2,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,,,2,2,NA,NA,,,NA,NA,NA,NA,,NA,2,2,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,2
5,3,323,2,580,30074,1,2,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,,,2,2,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,,,2,2,NA,NA,,,NA,NA,NA,NA,,NA,2,2,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,2
5,3,323,2,580,30074,2,2,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,,,2,2,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,,,2,2,NA,NA,,,NA,NA,NA,NA,,NA,2,2,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,2
5,3,323,2,580,30074,3,2,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,,,2,2,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,,,2,2,NA,NA,,,NA,NA,NA,NA,,NA,2,2,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,2
5,3,323,2,580,30075,1,2,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,,,2,2,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,,,2,2,NA,NA,,,NA,NA,NA,NA,,NA,2,2,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,2
5,3,323,2,580,30075,2,2,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,,,2,2,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,,,2,2,NA,NA,,,NA,NA,NA,NA,,NA,2,2,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,2
5,3,323,2,580,30075,3,2,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,,,2,2,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,,,2,2,NA,NA,,,NA,NA,NA,NA,,NA,2,2,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,2
5,3,323,2,580,30076,1,2,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,,,2,2,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,,,2,2,NA,NA,,,NA,NA,NA,NA,,NA,2,2,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,2
5,3,323,2,580,30076,2,2,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,,,2,2,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,,,2,2,NA,NA,,,NA,NA,NA,NA,,NA,2,2,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,2
5,3,323,2,580,30076,3,2,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,,,2,2,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,,,2,2,NA,NA,,,NA,NA,NA,NA,,NA,2,2,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,2
5,3,323,2,580,30077,1,2,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,,,2,2,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,,,2,2,NA,NA,,,NA,NA,NA,NA,,NA,2,2,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,2
5,3,323,2,580,30077,2,2,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,,,2,2,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,,,2,2,NA,NA,,,NA,NA,NA,NA,,NA,2,2,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,2
5,3,323,2,580,30077,3,2,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,,,2,2,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,,,2,2,NA,NA,,,NA,NA,NA,NA,,NA,2,2,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,2
5,3,323,2,580,30077,4,2,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,,,2,2,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,,,2,2,NA,NA,,,NA,NA,NA,NA,,NA,2,2,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,2
5,3,323,2,580,30077,5,2,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,,,2,2,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,,,2,2,NA,NA,,,NA,NA,NA,NA,,NA,2,2,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,2
5,3,323,2,580,30077,6,2,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,,,2,2,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,,,2,2,NA,NA,,,NA,NA,NA,NA,,NA,2,2,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,2
5,3,323,2,580,30077,7,2,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,,,2,2,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,,,2,2,NA,NA,,,NA,NA,NA,NA,,NA,2,2,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,2
5,3,323,2,580,30077,8,2,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,,,2,2,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,,,2,2,NA,NA,,,NA,NA,NA,NA,,NA,2,2,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,2
5,3,323,2,580,30078,1,2,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,,,2,2,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,,,2,2,NA,NA,,,NA,NA,NA,NA,,NA,2,2,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,2
5,3,323,2,580,30078,2,2,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,,,2,2,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,,,2,2,NA,NA,,,NA,NA,NA,NA,,NA,2,2,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,2
5,3,323,2,580,30078,3,2,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,,,2,2,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,,,2,2,NA,NA,,,NA,NA,NA,NA,,NA,2,2,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,2
5,3,323,2,580,30080,1,2,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,,,2,2,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,,,2,2,NA,NA,,,NA,NA,NA,NA,,NA,2,2,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA
5,3,323,2,580,30080,2,2,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,,,2,2,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,,,2,2,NA,NA,,,NA,NA,NA,NA,,NA,2,2,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA
5,3,318,2,1136,30084,1,2,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,,,2,2,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,,,2,2,NA,NA,,,NA,NA,NA,NA,,NA,2,2,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA
5,3,318,2,1136,30084,2,2,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,,,2,2,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,,,2,2,NA,NA,,,NA,NA,NA,NA,,NA,2,2,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA
5,3,318,2,1136,30084,3,2,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,,,2,2,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,,,2,2,NA,NA,,,NA,NA,NA,NA,,NA,2,2,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA
5,3,318,2,1136,30087,1,2,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,,,2,2,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,,,2,2,NA,NA,,,NA,NA,NA,NA,,NA,2,2,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,2
5,3,318,2,1136,30087,2,2,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,,,2,2,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,,,2,2,NA,NA,,,NA,NA,NA,NA,,NA,2,2,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,2
5,3,318,2,1136,30087,3,2,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,,,2,2,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,,,2,2,NA,NA,,,NA,NA,NA,NA,,NA,2,2,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,2
5,3,318,2,1136,30088,1,2,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,,,2,2,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,,,2,2,NA,NA,,,NA,NA,NA,NA,,NA,2,2,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA
5,3,318,2,1136,30088,2,2,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,,,2,2,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,,,2,2,NA,NA,,,NA,NA,NA,NA,,NA,2,2,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA
5,3,318,2,1136,30089,1,2,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,,,2,2,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,,,2,2,NA,NA,,,NA,NA,NA,NA,,NA,2,2,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,2
5,3,318,2,1136,30089,2,2,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,,,2,2,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,,,2,2,NA,NA,,,NA,NA,NA,NA,,NA,2,2,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,2
5,3,318,2,1136,30089,3,2,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,,,2,2,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,,,2,2,NA,NA,,,NA,NA,NA,NA,,NA,2,2,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,2
5,3,318,2,1136,30090,1,2,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,,,2,2,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,,,2,2,NA,NA,,,NA,NA,NA,NA,,NA,2,2,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA
5,3,318,2,1136,30090,2,2,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,,,2,2,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,,,2,2,NA,NA,,,NA,NA,NA,NA,,NA,2,2,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA
5,3,318,2,1136,30090,3,2,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,,,2,2,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,,,2,2,NA,NA,,,NA,NA,NA,NA,,NA,2,2,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA
